"Status","Year","Disability","Function_of_post","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Finance","Scottish Courts and Tribunals Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Scottish Prison Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Scottish Prison Service","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","UK Intellectual Property Office","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","United Kingdom Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Welsh Revenue Authority","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Advisory, Conciliation and Arbitration Service","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Cabinet Office (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Cabinet Office (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Companies House","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Crown Commercial Service","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Crown Prosecution Service","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Crown Prosecution Service","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Crown Prosecution Service","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Education (excl. agencies)","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Education (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Education (excl. agencies)","South Yorkshire","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Education (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Education (excl. agencies)","West Midlands","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for International Trade","Inner London - West","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department for Transport (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Department of Health and Social Care (excl. agencies)","Inner London - West","35","[c]","28830","27270"
"New entrant CS","2021","Unknown","Human Resources","Department of Health and Social Care (excl. agencies)","West Yorkshire","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Driver and Vehicle Licensing Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Education and Skills Funding Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Government Actuary's Department","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Government Legal Department","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Health and Safety Executive","Merseyside","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Courts and Tribunals Service","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Courts and Tribunals Service","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Revenue and Customs (excl. agencies)","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Revenue and Customs (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","HM Treasury (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Maritime and Coastguard Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Medicines and Healthcare Products Regulatory Agency","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Defence (excl. agencies)","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Defence (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Defence (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Defence (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Defence (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Justice (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Justice (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Justice (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Justice (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Justice (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Justice (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Justice (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Ministry of Justice (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","National Crime Agency","Cheshire","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","National Crime Agency","Inner London - East","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","National Crime Agency","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Public Health England","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Registers of Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Scottish Courts and Tribunals Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Scottish Prison Service","Eastern Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Scottish Prison Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Scottish Prison Service","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","UK Hydrographic Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","UK Space Agency","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","United Kingdom Statistics Authority","East Wales","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","United Kingdom Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","United Kingdom Statistics Authority","Inner London - West","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Welsh Revenue Authority","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","HM Revenue and Customs (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","United Kingdom Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Companies House","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Office and Procurator Fiscal Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Bedfordshire and Hertfordshire","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Derbyshire and Nottinghamshire","35","[c]","30590","21950"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Devon","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","East Anglia","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","East Wales","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Essex","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Greater Manchester","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Hampshire and Isle of Wight","45","[c]","33490","24500"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Inner London - East","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Inner London - West","145","[c]","34390","26970"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Kent","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Lancashire","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Merseyside","35","[c]","31230","25480"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","North Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Northumberland and Tyne and Wear","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Outer London - East and North East","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","South Yorkshire","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Surrey, East and West Sussex","30","[c]","31890","26970"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","Tees Valley and Durham","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","West Midlands","55","[c]","36280","38000"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Crown Prosecution Service","West Yorkshire","35","[c]","35860","38000"
"New entrant CS","2021","Unknown","Legal","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Department for Education (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Department for Education (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Government Legal Department","Inner London - West","30","[c]","43410","43920"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Inner London - East","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","West Midlands","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Courts and Tribunals Service","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Revenue and Customs (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Revenue and Customs (excl. agencies)","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Revenue and Customs (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Revenue and Customs (excl. agencies)","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Revenue and Customs (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","HM Revenue and Customs (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Insolvency Service","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Ministry of Justice (excl. agencies)","Inner London - West","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","National Crime Agency","Inner London - East","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Office for Standards in Education, Children's Services and Skills","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Office of the Public Guardian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Office of the Public Guardian","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Registers of Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Scottish Courts and Tribunals Service","Eastern Scotland","45","[c]","23590","20850"
"New entrant CS","2021","Unknown","Legal","Scottish Courts and Tribunals Service","Highlands and Islands","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Scottish Courts and Tribunals Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Scottish Courts and Tribunals Service","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Scottish Courts and Tribunals Service","West Central Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Welsh Revenue Authority","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","East Wales","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","Greater Manchester","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","Inner London - West","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","West Central Scotland","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","West Midlands","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","North Yorkshire","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","Surrey, East and West Sussex","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Animal and Plant Health Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
