"Status","Year","Age","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Outside London","390","[c]","24370","21050"
"Leaver CS","2021","30-39","East Midlands (England)","Outside London","205","[c]","25990","23740"
"Leaver CS","2021","30-39","East of England","Outside London","255","[c]","28370","27570"
"Leaver CS","2021","30-39","London","London","1040","[c]","43290","40220"
"Leaver CS","2021","30-39","North East (England)","Outside London","190","[c]","25360","21010"
"Leaver CS","2021","30-39","North West (England)","Outside London","335","[c]","26590","24110"
"Leaver CS","2021","30-39","Northern Ireland","Outside London","25","[c]","27440","27540"
"Leaver CS","2021","30-39","Overseas","Overseas","25","[c]","34780","35000"
"Leaver CS","2021","30-39","Scotland","Outside London","350","[c]","30330","27570"
"Leaver CS","2021","30-39","South East (England)","Outside London","390","[c]","30470","27570"
"Leaver CS","2021","30-39","South West (England)","Outside London","345","[c]","31130","28660"
"Leaver CS","2021","30-39","Unknown","Unknown","130","[c]","39400","32000"
"Leaver CS","2021","30-39","Wales","Outside London","280","[c]","28780","23470"
"Leaver CS","2021","30-39","West Midlands (England)","Outside London","255","[c]","30020","26710"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Outside London","255","[c]","30590","27570"
"Leaver CS","2021","40-49","East Midlands (England)","Outside London","230","[c]","30120","27570"
"Leaver CS","2021","40-49","East of England","Outside London","235","[c]","30820","27570"
"Leaver CS","2021","40-49","London","London","670","[c]","49480","42850"
"Leaver CS","2021","40-49","North East (England)","Outside London","185","[c]","29010","24130"
"Leaver CS","2021","40-49","North West (England)","Outside London","290","[c]","27970","23470"
"Leaver CS","2021","40-49","Northern Ireland","Outside London","30","[c]","27080","21430"
"Leaver CS","2021","40-49","Overseas","Overseas","35","[c]","42370","37830"
"Leaver CS","2021","40-49","Scotland","Outside London","280","[c]","32300","27150"
"Leaver CS","2021","40-49","South East (England)","Outside London","355","[c]","32250","28650"
"Leaver CS","2021","40-49","South West (England)","Outside London","285","[c]","34550","29200"
"Leaver CS","2021","40-49","Unknown","Unknown","90","[c]","47090","36970"
"Leaver CS","2021","40-49","Wales","Outside London","210","[c]","31220","26470"
"Leaver CS","2021","40-49","West Midlands (England)","Outside London","240","[c]","34380","26570"
"Leaver CS","2021","40-49","Yorkshire and The Humber","Outside London","275","[c]","32400","27570"
"Leaver CS","2021","50-59","East Midlands (England)","Outside London","430","[c]","29100","27030"
"Leaver CS","2021","50-59","East of England","Outside London","490","[c]","33020","27570"
"Leaver CS","2021","50-59","London","London","950","[c]","50470","41420"
"Leaver CS","2021","50-59","North East (England)","Outside London","380","[c]","28980","26350"
"Leaver CS","2021","50-59","North West (England)","Outside London","655","[c]","31330","26890"
"Leaver CS","2021","50-59","Northern Ireland","Outside London","65","[c]","29920","22330"
"Leaver CS","2021","50-59","Overseas","Overseas","35","[c]","47580","41800"
"Leaver CS","2021","50-59","Scotland","Outside London","555","[c]","35680","33650"
"Leaver CS","2021","50-59","South East (England)","Outside London","580","[c]","32400","27760"
"Leaver CS","2021","50-59","South West (England)","Outside London","530","[c]","35780","30540"
"Leaver CS","2021","50-59","Unknown","Unknown","145","[c]","54550","39180"
"Leaver CS","2021","50-59","Wales","Outside London","490","[c]","30810","26710"
"Leaver CS","2021","50-59","West Midlands (England)","Outside London","445","[c]","33260","27570"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Outside London","665","[c]","32730","27570"
"Leaver CS","2021","60-64","East Midlands (England)","Outside London","255","[c]","29170","26750"
"Leaver CS","2021","60-64","East of England","Outside London","300","[c]","33760","28570"
"Leaver CS","2021","60-64","London","London","620","[c]","49000","41600"
"Leaver CS","2021","60-64","North East (England)","Outside London","380","[c]","29950","26780"
"Leaver CS","2021","60-64","North West (England)","Outside London","525","[c]","30910","27400"
"Leaver CS","2021","60-64","Northern Ireland","Outside London","45","[c]","25180","22100"
"Leaver CS","2021","60-64","Overseas","Overseas","20","[c]","48170","41160"
"Leaver CS","2021","60-64","Scotland","Outside London","480","[c]","36860","31930"
"Leaver CS","2021","60-64","South East (England)","Outside London","445","[c]","32400","28340"
"Leaver CS","2021","60-64","South West (England)","Outside London","420","[c]","37460","33300"
"Leaver CS","2021","60-64","Unknown","Unknown","85","[c]","42080","36580"
"Leaver CS","2021","60-64","Wales","Outside London","350","[c]","34520","27570"
"Leaver CS","2021","60-64","West Midlands (England)","Outside London","345","[c]","31830","27130"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Outside London","430","[c]","32220","27570"
"Leaver CS","2021","65+","East Midlands (England)","Outside London","200","[c]","24430","21370"
"Leaver CS","2021","65+","East of England","Outside London","245","[c]","29110","26220"
"Leaver CS","2021","65+","London","London","470","[c]","37780","30280"
"Leaver CS","2021","65+","North East (England)","Outside London","285","[c]","23850","21010"
"Leaver CS","2021","65+","North West (England)","Outside London","455","[c]","25640","21270"
"Leaver CS","2021","65+","Northern Ireland","Outside London","20","[c]","27650","21120"
"Leaver CS","2021","65+","Overseas","Overseas","15","[c]","40740","40750"
"Leaver CS","2021","65+","Scotland","Outside London","360","[c]","30210","26700"
"Leaver CS","2021","65+","South East (England)","Outside London","405","[c]","28630","24750"
"Leaver CS","2021","65+","South West (England)","Outside London","350","[c]","31230","27570"
"Leaver CS","2021","65+","Unknown","Unknown","25","[c]","36980","32060"
"Leaver CS","2021","65+","Wales","Outside London","260","[c]","28510","22350"
"Leaver CS","2021","65+","West Midlands (England)","Outside London","245","[c]","27550","22080"
"Leaver CS","2021","65+","Yorkshire and The Humber","Outside London","270","[c]","27700","26120"
"Leaver CS","2021","Unknown","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","London","65","[c]","35800","27030"
"Leaver CS","2021","Unknown","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Outside London","75","[c]","22010","21010"
"Leaver Dept.","2021","20-29","East of England","Outside London","45","[c]","32170","29290"
"Leaver Dept.","2021","20-29","London","London","2205","[c]","35640","33300"
"Leaver Dept.","2021","20-29","North East (England)","Outside London","185","[c]","23560","21010"
"Leaver Dept.","2021","20-29","North West (England)","Outside London","290","[c]","24810","24110"
"Leaver Dept.","2021","20-29","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","Overseas","25","[c]","39670","37910"
"Leaver Dept.","2021","20-29","Scotland","Outside London","155","[c]","26000","24050"
"Leaver Dept.","2021","20-29","South East (England)","Outside London","125","[c]","26980","26520"
"Leaver Dept.","2021","20-29","South West (England)","Outside London","255","[c]","26660","26940"
"Leaver Dept.","2021","20-29","Unknown","Unknown","470","[c]","32260","32000"
"Leaver Dept.","2021","20-29","Wales","Outside London","175","[c]","25780","23280"
"Leaver Dept.","2021","20-29","West Midlands (England)","Outside London","150","[c]","23140","21050"
"Leaver Dept.","2021","20-29","Yorkshire and The Humber","Outside London","185","[c]","27390","27570"
"Leaver Dept.","2021","30-39","East Midlands (England)","Outside London","85","[c]","27030","23020"
"Leaver Dept.","2021","30-39","East of England","Outside London","60","[c]","33040","29750"
"Leaver Dept.","2021","30-39","London","London","1710","[c]","46850","47860"
"Leaver Dept.","2021","30-39","North East (England)","Outside London","195","[c]","26320","24960"
"Leaver Dept.","2021","30-39","North West (England)","Outside London","315","[c]","27860","25750"
"Leaver Dept.","2021","30-39","Northern Ireland","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","Overseas","40","[c]","47410","52430"
"Leaver Dept.","2021","30-39","Scotland","Outside London","190","[c]","30140","27570"
"Leaver Dept.","2021","30-39","South East (England)","Outside London","100","[c]","32350","30830"
"Leaver Dept.","2021","30-39","South West (England)","Outside London","240","[c]","34590","32710"
"Leaver Dept.","2021","30-39","Unknown","Unknown","165","[c]","39720","32040"
"Leaver Dept.","2021","30-39","Wales","Outside London","215","[c]","31980","29540"
"Leaver Dept.","2021","30-39","West Midlands (England)","Outside London","185","[c]","27490","24570"
"Leaver Dept.","2021","30-39","Yorkshire and The Humber","Outside London","170","[c]","34190","31990"
"Leaver Dept.","2021","40-49","East Midlands (England)","Outside London","45","[c]","31300","27570"
"Leaver Dept.","2021","40-49","East of England","Outside London","50","[c]","33910","31660"
"Leaver Dept.","2021","40-49","London","London","850","[c]","55900","55100"
"Leaver Dept.","2021","40-49","North East (England)","Outside London","125","[c]","29220","27570"
"Leaver Dept.","2021","40-49","North West (England)","Outside London","265","[c]","30870","27570"
"Leaver Dept.","2021","40-49","Northern Ireland","Outside London","15","[c]","33990","25630"
"Leaver Dept.","2021","40-49","Overseas","Overseas","30","[c]","57660","58450"
"Leaver Dept.","2021","40-49","Scotland","Outside London","120","[c]","31880","27570"
"Leaver Dept.","2021","40-49","South East (England)","Outside London","95","[c]","36810","31990"
"Leaver Dept.","2021","40-49","South West (England)","Outside London","170","[c]","42480","39570"
"Leaver Dept.","2021","40-49","Unknown","Unknown","45","[c]","46750","42920"
"Leaver Dept.","2021","40-49","Wales","Outside London","105","[c]","34780","28370"
"Leaver Dept.","2021","40-49","West Midlands (England)","Outside London","130","[c]","32150","27570"
"Leaver Dept.","2021","40-49","Yorkshire and The Humber","Outside London","160","[c]","36280","33300"
"Leaver Dept.","2021","50-59","East Midlands (England)","Outside London","55","[c]","28400","24450"
"Leaver Dept.","2021","50-59","East of England","Outside London","40","[c]","30630","27940"
"Leaver Dept.","2021","50-59","London","London","440","[c]","52970","46070"
"Leaver Dept.","2021","50-59","North East (England)","Outside London","90","[c]","34030","27570"
"Leaver Dept.","2021","50-59","North West (England)","Outside London","185","[c]","35170","29160"
"Leaver Dept.","2021","50-59","Northern Ireland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","Overseas","25","[c]","52880","56280"
"Leaver Dept.","2021","50-59","Scotland","Outside London","135","[c]","33150","27570"
"Leaver Dept.","2021","50-59","South East (England)","Outside London","90","[c]","35670","29290"
"Leaver Dept.","2021","50-59","South West (England)","Outside London","120","[c]","40210","36970"
"Leaver Dept.","2021","50-59","Unknown","Unknown","25","[c]","50660","46910"
"Leaver Dept.","2021","50-59","Wales","Outside London","75","[c]","38160","36030"
"Leaver Dept.","2021","50-59","West Midlands (England)","Outside London","70","[c]","34280","27570"
"Leaver Dept.","2021","50-59","Yorkshire and The Humber","Outside London","95","[c]","38520","32620"
"Leaver Dept.","2021","60-64","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","London","35","[c]","50380","52140"
"Leaver Dept.","2021","60-64","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","North West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South West (England)","Outside London","10","[c]","28640","24670"
"Leaver Dept.","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Yorkshire and The Humber","Outside London","10","[c]","32790","27570"
"Leaver Dept.","2021","65+","London","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","London","90","[c]","46990","43340"
"Leaver Dept.","2021","Unknown","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","East Midlands (England)","Outside London","45","[c]","21380","21010"
"New entrant CS","2021","16-19","East of England","Outside London","35","[c]","23260","21500"
"New entrant CS","2021","16-19","London","London","120","[c]","24800","24300"
"New entrant CS","2021","16-19","North East (England)","Outside London","75","[c]","21150","21010"
"New entrant CS","2021","16-19","North West (England)","Outside London","100","[c]","21090","21010"
"New entrant CS","2021","16-19","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scotland","Outside London","95","[c]","20130","20140"
"New entrant CS","2021","16-19","South East (England)","Outside London","85","[c]","22580","21430"
"New entrant CS","2021","16-19","South West (England)","Outside London","100","[c]","18590","18850"
"New entrant CS","2021","16-19","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Wales","Outside London","95","[c]","20390","20140"
"New entrant CS","2021","16-19","West Midlands (England)","Outside London","50","[c]","21640","21010"
"New entrant CS","2021","16-19","Yorkshire and The Humber","Outside London","85","[c]","21100","21010"
"New entrant CS","2021","20-29","East Midlands (England)","Outside London","915","[c]","23990","22920"
"New entrant CS","2021","20-29","East of England","Outside London","1060","[c]","25390","25560"
"New entrant CS","2021","20-29","London","London","7910","[c]","31110","31060"
"New entrant CS","2021","20-29","North East (England)","Outside London","1345","[c]","23210","21010"
"New entrant CS","2021","20-29","North West (England)","Outside London","2435","[c]","24200","22570"
"New entrant CS","2021","20-29","Northern Ireland","Outside London","125","[c]","22090","20140"
"New entrant CS","2021","20-29","Overseas","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland","Outside London","1565","[c]","24290","21010"
"New entrant CS","2021","20-29","South East (England)","Outside London","1905","[c]","25310","25500"
"New entrant CS","2021","20-29","South West (England)","Outside London","1775","[c]","24720","23140"
"New entrant CS","2021","20-29","Unknown","Unknown","345","[c]","28020","27570"
"New entrant CS","2021","20-29","Wales","Outside London","1270","[c]","23510","21590"
"New entrant CS","2021","20-29","West Midlands (England)","Outside London","1330","[c]","24000","22850"
"New entrant CS","2021","20-29","Yorkshire and The Humber","Outside London","1930","[c]","24600","22920"
"New entrant CS","2021","30-39","East Midlands (England)","Outside London","590","[c]","27010","25560"
"New entrant CS","2021","30-39","East of England","Outside London","685","[c]","27490","27570"
"New entrant CS","2021","30-39","London","London","3475","[c]","39040","32960"
"New entrant CS","2021","30-39","North East (England)","Outside London","780","[c]","25530","22850"
"New entrant CS","2021","30-39","North West (England)","Outside London","1450","[c]","27770","26180"
"New entrant CS","2021","30-39","Northern Ireland","Outside London","115","[c]","25680","20140"
"New entrant CS","2021","30-39","Overseas","Overseas","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Outside London","1170","[c]","28720","26160"
"New entrant CS","2021","30-39","South East (England)","Outside London","1280","[c]","28940","27570"
"New entrant CS","2021","30-39","South West (England)","Outside London","1200","[c]","30240","27570"
"New entrant CS","2021","30-39","Unknown","Unknown","190","[c]","33450","27570"
"New entrant CS","2021","30-39","Wales","Outside London","785","[c]","27530","24000"
"New entrant CS","2021","30-39","West Midlands (England)","Outside London","860","[c]","28370","27570"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Outside London","1020","[c]","28850","27570"
"New entrant CS","2021","40-49","East Midlands (England)","Outside London","435","[c]","29230","27570"
"New entrant CS","2021","40-49","East of England","Outside London","575","[c]","28240","27570"
"New entrant CS","2021","40-49","London","London","2000","[c]","42730","33780"
"New entrant CS","2021","40-49","North East (England)","Outside London","540","[c]","26600","22850"
"New entrant CS","2021","40-49","North West (England)","Outside London","1035","[c]","29990","27570"
"New entrant CS","2021","40-49","Northern Ireland","Outside London","60","[c]","23960","20610"
"New entrant CS","2021","40-49","Overseas","Overseas","10","[c]","38040","33150"
"New entrant CS","2021","40-49","Scotland","Outside London","855","[c]","30500","27570"
"New entrant CS","2021","40-49","South East (England)","Outside London","1005","[c]","30430","27570"
"New entrant CS","2021","40-49","South West (England)","Outside London","930","[c]","33180","27570"
"New entrant CS","2021","40-49","Unknown","Unknown","150","[c]","37330","27780"
"New entrant CS","2021","40-49","Wales","Outside London","425","[c]","29430","26130"
"New entrant CS","2021","40-49","West Midlands (England)","Outside London","640","[c]","31260","27570"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Outside London","765","[c]","31930","27570"
