"Status","Year","Age","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department for Work and Pensions","50","[c]","26280","25110"
"Leaver CS","2021","65+","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","HM Revenue and Customs","40","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Home Office","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Ministry of Defence","35","[c]","37830","35830"
"Leaver CS","2021","65+","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Ministry of Justice","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Environment, Food and Rural Affairs","45","[c]","35150","28630"
"Leaver CS","2021","65+","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Work and Pensions","35","[c]","34950","25310"
"Leaver CS","2021","65+","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","HM Revenue and Customs","130","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Ministry of Defence","30","[c]","32040","30780"
"Leaver CS","2021","65+","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Ministry of Justice","50","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Scottish Government","45","[c]","33420","28870"
"Leaver CS","2021","65+","White","Attorney General's Departments","35","[c]","46290","52730"
"Leaver CS","2021","65+","White","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Department for Business, Energy and Industrial Strategy","35","[c]","38290","33990"
"Leaver CS","2021","65+","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Department for Transport","120","[c]","29580","26380"
"Leaver CS","2021","65+","White","Department for Work and Pensions","660","[c]","25520","26120"
"Leaver CS","2021","65+","White","Department of Health and Social Care","35","[c]","51020","32370"
"Leaver CS","2021","65+","White","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Foreign, Commonwealth and Development Office","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","HM Land Registry","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","HM Revenue and Customs","500","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Home Office","120","[c]","27070","24980"
"Leaver CS","2021","65+","White","Ministry of Defence","470","[c]","29070","25760"
"Leaver CS","2021","65+","White","Ministry of Housing, Communities and Local Government","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Ministry of Justice","580","[c]","22240","20100"
"Leaver CS","2021","65+","White","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Office for Standards in Education","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","Scottish Government","65","[c]","34540","29190"
"Leaver CS","2021","65+","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","White","United Kingdom Statistics Authority","35","[c]","23650","19520"
"Leaver CS","2021","65+","White","Welsh Government","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department of Health and Social Care","80","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other Cabinet Office Agencies","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Cabinet Office","40","[c]","34670","32320"
"Leaver Dept.","2021","20-29","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Department for Work and Pensions","40","[c]","28370","27570"
"Leaver Dept.","2021","20-29","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","HM Revenue and Customs","55","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Home Office","40","[c]","31730","33960"
"Leaver Dept.","2021","20-29","Asian","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Ministry of Justice","55","[c]","24210","21240"
"Leaver Dept.","2021","20-29","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","UK Export Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Cabinet Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Home Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
