"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","White","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Finance","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Human Resources","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Human Resources","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Legal","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Legal","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","No function","London","260","[c]","33970","32330"
"New entrant CS","2021","Declared disabled","White","No function","Outside London","640","[c]","24970","22850"
"New entrant CS","2021","Declared disabled","White","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Project Delivery","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Project Delivery","Outside London","70","[c]","31840","29540"
"New entrant CS","2021","Declared disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Property","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Security","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Unknown","London","125","[c]","31610","31060"
"New entrant CS","2021","Declared disabled","White","Unknown","Outside London","1560","[c]","26040","27570"
"New entrant CS","2021","Declared disabled","White","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","White","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Analysis","London","45","[c]","34290","32540"
"New entrant CS","2021","Declared non-disabled","Asian","Analysis","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Commercial","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Communications","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Communications","Outside London","30","[c]","27150","25560"
"New entrant CS","2021","Declared non-disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Debt","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Debt","Outside London","35","[c]","20140","20140"
"New entrant CS","2021","Declared non-disabled","Asian","Digital, Data & Technology","London","60","[c]","46460","43390"
"New entrant CS","2021","Declared non-disabled","Asian","Digital, Data & Technology","Outside London","55","[c]","36180","32060"
"New entrant CS","2021","Declared non-disabled","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Finance","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Finance","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Human Resources","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Human Resources","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Internal Audit","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Legal","London","40","[c]","44370","43920"
"New entrant CS","2021","Declared non-disabled","Asian","Legal","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","No function","London","375","[c]","32770","29640"
"New entrant CS","2021","Declared non-disabled","Asian","No function","Outside London","405","[c]","24000","21050"
"New entrant CS","2021","Declared non-disabled","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Project Delivery","London","30","[c]","44070","38270"
"New entrant CS","2021","Declared non-disabled","Asian","Project Delivery","Outside London","45","[c]","36520","34650"
"New entrant CS","2021","Declared non-disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Property","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Property","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Unknown","London","740","[c]","30900","31060"
"New entrant CS","2021","Declared non-disabled","Asian","Unknown","Outside London","1105","[c]","26670","27570"
"New entrant CS","2021","Declared non-disabled","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Asian","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Analysis","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Communications","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Debt","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Digital, Data & Technology","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Finance","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Human Resources","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Legal","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Legal","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","No function","London","345","[c]","30720","27270"
"New entrant CS","2021","Declared non-disabled","Black","No function","Outside London","205","[c]","27110","22920"
"New entrant CS","2021","Declared non-disabled","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Project Delivery","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Project Delivery","Outside London","30","[c]","31210","30000"
"New entrant CS","2021","Declared non-disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Unknown","London","740","[c]","30250","31060"
"New entrant CS","2021","Declared non-disabled","Black","Unknown","Outside London","530","[c]","26830","27570"
"New entrant CS","2021","Declared non-disabled","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","No function","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","No function","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Unknown","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Unknown","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Analysis","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Analysis","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Commercial","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Communications","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Digital, Data & Technology","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Digital, Data & Technology","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Legal","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Legal","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","No function","London","155","[c]","32800","30850"
"New entrant CS","2021","Declared non-disabled","Mixed","No function","Outside London","170","[c]","25060","22920"
"New entrant CS","2021","Declared non-disabled","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Project Delivery","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Property","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Unknown","London","205","[c]","30280","31060"
"New entrant CS","2021","Declared non-disabled","Mixed","Unknown","Outside London","380","[c]","26080","27570"
"New entrant CS","2021","Declared non-disabled","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","No function","London","35","[c]","32770","32560"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","No function","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Project Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Unknown","London","65","[c]","30100","31060"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Unknown","Outside London","85","[c]","26790","27570"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Analysis","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
