"Status","Year","Disability","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","AA/AO","590","540","22010","21010"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","EO","635","585","28790","27570"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","G6/G7","190","180","60830","61010"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","SEO/HEO","500","475","38290","38370"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","AA/AO","60","55","21650","21010"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","EO","85","80","28510","27570"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","North Eastern Scotland","AA/AO","40","35","23360","21010"
"In post","2021","Declared disabled","Scotland","North Eastern Scotland","EO","45","40","28020","27570"
"In post","2021","Declared disabled","Scotland","North Eastern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scotland","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","North Eastern Scotland","SEO/HEO","40","40","43220","38010"
"In post","2021","Declared disabled","Scotland","Southern Scotland","AA/AO","175","150","21230","21010"
"In post","2021","Declared disabled","Scotland","Southern Scotland","EO","175","155","26680","27570"
"In post","2021","Declared disabled","Scotland","Southern Scotland","G6/G7","40","35","53580","52480"
"In post","2021","Declared disabled","Scotland","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Southern Scotland","SEO/HEO","115","105","34880","33930"
"In post","2021","Declared disabled","Scotland","West Central Scotland","AA/AO","740","640","21420","21010"
"In post","2021","Declared disabled","Scotland","West Central Scotland","EO","545","485","27710","27570"
"In post","2021","Declared disabled","Scotland","West Central Scotland","G6/G7","75","70","57760","56120"
"In post","2021","Declared disabled","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","West Central Scotland","SEO/HEO","370","350","36860","34430"
"In post","2021","Declared disabled","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","335","320","25160","22920"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","295","275","29190","27920"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","60","55","58730","56540"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","230","220","37530","35700"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","80","75","29760","30210"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","AA/AO","525","440","21300","20920"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","EO","460","425","27130","27570"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","G6/G7","145","140","54250","51820"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","SEO/HEO","475","445","35430","34290"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","Unknown","65","60","31950","31420"
"In post","2021","Declared disabled","South East (England)","Kent","AA/AO","325","295","23790","23240"
"In post","2021","Declared disabled","South East (England)","Kent","EO","375","350","28850","29290"
"In post","2021","Declared disabled","South East (England)","Kent","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Kent","SEO/HEO","165","160","37760","36710"
"In post","2021","Declared disabled","South East (England)","Kent","Unknown","60","55","30010","28200"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","AA/AO","325","290","23010","21010"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","EO","365","325","28110","27570"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","G6/G7","35","35","56770","54750"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","SEO/HEO","150","140","36780","35000"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","Unknown","55","50","28820","27260"
"In post","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","AA/AO","90","80","20810","21010"
"In post","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","EO","75","65","27480","27570"
"In post","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Devon","AA/AO","370","315","21830","21010"
"In post","2021","Declared disabled","South West (England)","Devon","EO","305","275","27390","27570"
"In post","2021","Declared disabled","South West (England)","Devon","G6/G7","35","35","56290","55610"
"In post","2021","Declared disabled","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Devon","SEO/HEO","190","180","37030","35310"
"In post","2021","Declared disabled","South West (England)","Devon","Unknown","55","50","32510","32050"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","AA/AO","200","180","22200","21010"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","EO","205","185","27490","27570"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","SEO/HEO","135","130","37120","35320"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","Unknown","35","30","29970","28880"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","440","400","21630","21010"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","705","640","25960","26910"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","385","370","55960","54540"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","1220","1165","36070","35900"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","230","215","36250","33140"
"In post","2021","Declared disabled","Unknown","Unknown","AA/AO","30","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","EO","100","90","27990","27570"
"In post","2021","Declared disabled","Unknown","Unknown","G6/G7","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","SEO/HEO","50","50","35390","34290"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","East Wales","AA/AO","530","465","21100","21010"
"In post","2021","Declared disabled","Wales","East Wales","EO","510","470","26910","27570"
"In post","2021","Declared disabled","Wales","East Wales","G6/G7","170","160","57760","57130"
"In post","2021","Declared disabled","Wales","East Wales","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","Wales","East Wales","SEO/HEO","480","455","35520","34490"
"In post","2021","Declared disabled","Wales","East Wales","Unknown","75","70","31190","30210"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","AA/AO","890","740","20730","21010"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","EO","500","445","27250","27570"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","G6/G7","35","35","62610","59870"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","SEO/HEO","215","195","36900","36630"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","Unknown","115","110","29250","28200"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","180","160","22760","21010"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","125","115","27060","27570"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","65","60","35630","34550"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","55","50","29660","29200"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","AA/AO","380","350","22280","21010"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","EO","365","335","27540","27570"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","G6/G7","45","45","59390","54540"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","210","200","37350","36380"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Unknown","60","55","31550","31420"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","AA/AO","620","540","20840","20880"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","EO","775","690","26890","27570"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","G6/G7","125","120","55540","52580"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","SEO/HEO","435","410","34840","33150"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","Unknown","135","125","30260","30210"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","190","160","22630","21010"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","220","195","27460","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","45","45","36140","34240"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","40","40","29330","28200"
"In post","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","AA/AO","125","115","21790","21010"
"In post","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","EO","110","100","27190","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","G6/G7","60","60","57180","55610"
"In post","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","SEO/HEO","120","115","35320","33400"
"In post","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","Unknown","35","30","30300","30210"
"In post","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","AA/AO","385","330","21390","21010"
"In post","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","EO","370","325","26960","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","G6/G7","105","105","55400","52280"
"In post","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","SEO/HEO","290","270","35050","34290"
"In post","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","Unknown","70","65","31250","31800"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","AA/AO","505","430","21540","21010"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","EO","590","530","26900","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","G6/G7","145","140","55500","52580"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","SEO/HEO","430","405","35130","34290"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","Unknown","115","110","31280","30210"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","2325","2095","22160","21010"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","EO","2290","2090","26760","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","850","810","57460","53430"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","60","60","89940","83850"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","2185","2065","35720","33840"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","335","305","30530","30210"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","1855","1650","22030","21010"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","1285","1185","27250","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","155","145","58180","55610"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","670","630","36770","35000"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","270","250","29870","30210"
"In post","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","AA/AO","895","835","22230","21010"
"In post","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","EO","525","490","27680","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","G6/G7","60","55","59080","55610"
"In post","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","SEO/HEO","400","390","36450","34940"
"In post","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","Unknown","90","85","30670","30210"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","AA/AO","870","810","24570","22980"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","EO","1170","1070","28920","29290"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","G6/G7","210","200","60340","59730"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","SCS level","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","SEO/HEO","660","635","38570","37640"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Unknown","190","175","29410","28200"
"In post","2021","Declared non-disabled","East of England","East Anglia","AA/AO","3335","3055","23150","21430"
"In post","2021","Declared non-disabled","East of England","East Anglia","EO","2325","2145","27390","27570"
"In post","2021","Declared non-disabled","East of England","East Anglia","G6/G7","475","460","59020","55610"
"In post","2021","Declared non-disabled","East of England","East Anglia","SCS level","35","30","104270","103000"
"In post","2021","Declared non-disabled","East of England","East Anglia","SEO/HEO","1985","1900","36070","33840"
"In post","2021","Declared non-disabled","East of England","East Anglia","Unknown","375","345","29580","30210"
"In post","2021","Declared non-disabled","East of England","Essex","AA/AO","1040","935","23750","22890"
