"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","North Eastern Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Eastern Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Eastern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Eastern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Eastern Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Eastern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northumberland and Tyne and Wear","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Outer London - South","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Outer London - South","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Outer London - South","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","Outer London - South","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - South","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outer London - West and North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Southern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tees Valley and Durham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
