"Status","Year","Function_of_post","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Leeds","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Manchester","Female","20","20","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Manchester","Male","35","35","39220","37700"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Nottingham","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Bournemouth and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Bournemouth and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Enfield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Perth and Kinross and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Perth and Kinross and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Swansea","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Swansea","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Birmingham","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Westminster","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Westminster","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","York","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","York","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Belfast","Female","185","170","30930","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","Belfast","Male","210","205","31510","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Berkshire","Female","40","40","30680","29570"
"In post","2021","Counter Fraud","HM Revenue and Customs","Berkshire","Male","45","45","33240","31990"
"In post","2021","Counter Fraud","HM Revenue and Customs","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Birmingham","Female","270","240","30420","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","Birmingham","Male","250","240","33570","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Bradford","Female","15","15","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Bradford","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Bristol, City of","Female","155","140","33710","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Bristol, City of","Male","225","215","36280","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Camden and City of London","Female","445","420","35630","34660"
"In post","2021","Counter Fraud","HM Revenue and Customs","Camden and City of London","Male","645","630","38630","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs","Cardiff and Vale of Glamorgan","Female","170","150","29390","26730"
"In post","2021","Counter Fraud","HM Revenue and Customs","Cardiff and Vale of Glamorgan","Male","175","170","31880","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","City of Edinburgh","Female","105","95","29850","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","City of Edinburgh","Male","110","110","31780","29970"
"In post","2021","Counter Fraud","HM Revenue and Customs","Croydon","Female","265","250","36080","32520"
"In post","2021","Counter Fraud","HM Revenue and Customs","Croydon","Male","355","350","39020","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Ealing","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Ealing","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","East Kent","Female","75","70","28450","27390"
"In post","2021","Counter Fraud","HM Revenue and Customs","East Kent","Male","95","90","30730","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Glasgow City","Female","135","110","28630","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","Glasgow City","Male","110","100","32940","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Greater Manchester South West","Female","335","310","33170","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Greater Manchester South West","Male","425","415","33600","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Hackney and Newham","Female","75","70","37150","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs","Hackney and Newham","Male","55","50","43780","39800"
"In post","2021","Counter Fraud","HM Revenue and Customs","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Leeds","Female","350","310","30800","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","Leeds","Male","410","400","32930","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Leicester","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Leicester","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Liverpool","Female","25","20","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Liverpool","Male","20","20","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Manchester","Female","135","120","30190","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","Manchester","Male","150","140","31820","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Medway","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Mid Lancashire","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","North Lanarkshire","Female","130","125","30050","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","North Lanarkshire","Male","150","145","30940","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Nottingham","Female","225","205","32130","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Nottingham","Male","270","265","34490","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Peterborough","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Peterborough","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Portsmouth","Female","60","60","31770","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Portsmouth","Male","60","60","34860","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Sefton","Female","270","240","30650","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","Sefton","Male","235","225","34270","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Sheffield","Female","15","15","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Sheffield","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Solihull","Female","60","55","30180","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","Solihull","Male","70","70","30640","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs","South Lanarkshire","Female","60","50","29180","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs","South Lanarkshire","Male","25","20","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Southend-on-Sea","Female","30","25","27220","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs","Southend-on-Sea","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Suffolk","Female","190","170","26470","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs","Suffolk","Male","175","170","28770","27950"
"In post","2021","Counter Fraud","HM Revenue and Customs","Sunderland","Female","20","20","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Sunderland","Male","15","15","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Tower Hamlets","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Tyneside","Female","240","220","31520","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Tyneside","Male","250","245","32520","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","West Sussex (South West)","Female","15","15","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","West Sussex (South West)","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Westminster","Female","20","20","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Westminster","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Leeds","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Leeds","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Westminster","Male","5","5","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Belfast","Female","10","10","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Berkshire","Female","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Birmingham","Female","245","215","21990","20140"
"In post","2021","Debt","HM Revenue and Customs","Birmingham","Male","165","160","21450","20140"
"In post","2021","Debt","HM Revenue and Customs","Bradford","Female","190","160","24510","21440"
"In post","2021","Debt","HM Revenue and Customs","Bradford","Male","150","145","23040","20140"
"In post","2021","Debt","HM Revenue and Customs","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Bristol, City of","Male","10","10","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Camden and City of London","Female","15","15","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Cardiff and Vale of Glamorgan","Female","160","145","23090","20140"
"In post","2021","Debt","HM Revenue and Customs","Cardiff and Vale of Glamorgan","Male","170","160","23100","20140"
"In post","2021","Debt","HM Revenue and Customs","City of Edinburgh","Female","300","275","21340","20140"
"In post","2021","Debt","HM Revenue and Customs","City of Edinburgh","Male","310","305","21590","20140"
"In post","2021","Debt","HM Revenue and Customs","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Croydon","Female","155","140","26640","25180"
"In post","2021","Debt","HM Revenue and Customs","Croydon","Male","90","85","27940","24120"
"In post","2021","Debt","HM Revenue and Customs","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Durham CC","Female","10","10","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Durham CC","Male","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Ealing","Female","20","15","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Ealing","Male","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Glasgow City","Female","50","45","23110","21400"
"In post","2021","Debt","HM Revenue and Customs","Glasgow City","Male","40","40","21560","20140"
"In post","2021","Debt","HM Revenue and Customs","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Hackney and Newham","Female","110","95","26130","25630"
"In post","2021","Debt","HM Revenue and Customs","Hackney and Newham","Male","60","55","26290","25630"
"In post","2021","Debt","HM Revenue and Customs","Hertfordshire","Female","25","20","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Hertfordshire","Male","15","10","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Leeds","Female","40","35","21970","20140"
"In post","2021","Debt","HM Revenue and Customs","Leeds","Male","35","35","22280","20140"
"In post","2021","Debt","HM Revenue and Customs","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Lincolnshire","Female","[c]","[c]","[c]","[c]"
