"Status","Year","Function_of_post","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Ministry of Defence","Portsmouth","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Westminster","Female","35","35","43210","40640"
"In post","2021","Analysis","Ministry of Defence","Westminster","Male","50","50","44530","40000"
"In post","2021","Analysis","Ministry of Defence","Wiltshire","Female","50","50","37140","37320"
"In post","2021","Analysis","Ministry of Defence","Wiltshire","Male","60","60","38160","37320"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Bristol, City of","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Westminster","Female","70","65","46720","43190"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Westminster","Male","120","120","46900","53130"
"In post","2021","Analysis","Ministry of Justice","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Leeds","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Leeds","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Tower Hamlets","Female","155","145","47110","41700"
"In post","2021","Analysis","Ministry of Justice","Tower Hamlets","Male","175","170","46590","41070"
"In post","2021","Analysis","Ministry of Justice","Westminster","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Westminster","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Bristol, City of","Female","45","40","38770","32010"
"In post","2021","Analysis","Office for Standards in Education","Bristol, City of","Male","50","50","39500","32010"
"In post","2021","Analysis","Office for Standards in Education","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Manchester","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Westminster","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Westminster","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Glasgow City","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Tower Hamlets","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Tower Hamlets","Male","35","35","54280","52000"
"In post","2021","Analysis","Office of Rail and Road","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Tower Hamlets","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Tower Hamlets","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","York","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Scottish Government","City of Edinburgh","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Scottish Government","City of Edinburgh","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Westminster","Female","10","10","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Westminster","Male","15","15","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","City of Edinburgh","Female","5","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","Female","535","495","34950","32240"
"In post","2021","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","Male","475","465","37760","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","South Hampshire","Female","250","230","37170","36990"
"In post","2021","Analysis","United Kingdom Statistics Authority","South Hampshire","Male","185","180","37440","33690"
"In post","2021","Analysis","United Kingdom Statistics Authority","South Hampshire","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Westminster","Female","125","120","39400","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Westminster","Male","90","85","42790","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Westminster","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Wales Office","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Birmingham","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Birmingham","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Camden and City of London","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Camden and City of London","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Welsh Government","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Government","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Westminster","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","York","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Birmingham","Male","10","10","[c]","[c]"
