"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Communications","London","15","[c]","45420","42710"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","London","105","[c]","52820","48220"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","Outside London","60","[c]","47250","44890"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Economics","London","30","[c]","34730","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Human Resources","London","20","[c]","46320","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Human Resources","Outside London","20","[c]","39550","34300"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Intelligence Analysis","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Intelligence Analysis","Outside London","35","[c]","25750","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","London","180","[c]","30250","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","Outside London","955","[c]","23970","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Research","London","20","[c]","36940","36590"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Other","London","245","[c]","35250","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Other","Outside London","90","[c]","28770","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Policy","London","180","[c]","41860","36650"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Policy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Project Delivery","London","55","[c]","42510","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Project Delivery","Outside London","25","[c]","34440","30820"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Science and Engineering","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Social Research","London","10","[c]","40740","42710"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Statistics","London","25","[c]","34590","30700"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","London","10","[c]","46730","27760"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","15","[c]","31170","31000"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","15","[c]","26680","26200"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","160","[c]","21870","20880"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","London","10","[c]","38520","40430"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","Outside London","20","[c]","39150","36570"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Operational Delivery","Outside London","60","[c]","20850","18880"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","Outside London","50","[c]","39600","34940"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","Outside London","100","[c]","29650","26590"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Policy","Outside London","35","[c]","37190","38650"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","London","20","[c]","38060","32640"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","London","90","[c]","39150","32640"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","Outside London","20","[c]","35530","32960"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","10","[c]","39940","37420"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","35","[c]","31230","25270"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","20","[c]","38920","32060"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","40","[c]","28590","27520"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Outside London","90","[c]","28320","26670"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Outside London","20","[c]","27570","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","Outside London","55","[c]","28560","26670"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Economics","London","10","[c]","33610","36000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","London","10","[c]","33330","28970"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Outside London","90","[c]","30490","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","London","20","[c]","47250","35500"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Outside London","90","[c]","22610","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","London","20","[c]","32220","29450"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Outside London","20","[c]","26850","26670"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Outside London","30","[c]","26120","23630"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Outside London","275","[c]","43610","36370"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Outside London","50","[c]","26420","21920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Research","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","London","45","[c]","25250","25390"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Outside London","710","[c]","23330","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Overseas","20","[c]","36070","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","London","25","[c]","39420","37000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Outside London","20","[c]","26420","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","London","30","[c]","41630","41500"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Outside London","335","[c]","34300","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Outside London","180","[c]","29830","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Outside London","95","[c]","27160","25190"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","London","40","[c]","28980","27140"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","Outside London","535","[c]","25400","23540"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","London","15","[c]","30320","29590"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","Outside London","20","[c]","30060","27850"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Outside London","75","[c]","31360","26670"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Communications","London","25","[c]","40760","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Economics","London","20","[c]","30530","28000"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Operational Delivery","London","15","[c]","32280","27850"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","20","[c]","30060","24830"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Planning","London","10","[c]","38830","30540"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Policy","London","100","[c]","41290","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Policy","Outside London","50","[c]","38640","36340"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Project Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","25","[c]","41870","48200"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Statistics","London","10","[c]","37630","30530"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","London","120","[c]","53540","55000"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","Outside London","65","[c]","47370","47100"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","London","10","[c]","31700","32460"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","Outside London","15","[c]","30130","25990"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","London","10","[c]","52520","55490"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","London","260","[c]","34390","32870"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","Outside London","115","[c]","29130","28900"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","London","15","[c]","34910","31000"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","London","15","[c]","36370","31860"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","London","15","[c]","36770","32870"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Digital, Data and Technology","London","30","[c]","41620","40170"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Digital, Data and Technology","Outside London","40","[c]","31980","28840"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Human Resources","Outside London","25","[c]","30920","28840"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Legal","London","15","[c]","52350","59160"
