"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Digital, Data and Technology","London","15","[c]","42300","41950"
"New entrant CS","2021","20-29","Unknown","Digital, Data and Technology","Outside London","15","[c]","28950","24880"
"New entrant CS","2021","20-29","Unknown","Economics","London","50","[c]","30360","32390"
"New entrant CS","2021","20-29","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Human Resources","Outside London","10","[c]","22850","20500"
"New entrant CS","2021","20-29","Unknown","Intelligence Analysis","London","15","[c]","32390","29450"
"New entrant CS","2021","20-29","Unknown","Intelligence Analysis","Outside London","20","[c]","26600","26350"
"New entrant CS","2021","20-29","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Medicine","Outside London","40","[c]","28650","24910"
"New entrant CS","2021","20-29","Unknown","Operational Delivery","London","85","[c]","29020","28650"
"New entrant CS","2021","20-29","Unknown","Operational Delivery","Outside London","440","[c]","22670","21430"
"New entrant CS","2021","20-29","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Operational Research","London","20","[c]","34960","36590"
"New entrant CS","2021","20-29","Unknown","Operational Research","Outside London","10","[c]","25330","26350"
"New entrant CS","2021","20-29","Unknown","Other","London","190","[c]","29470","28650"
"New entrant CS","2021","20-29","Unknown","Other","Outside London","210","[c]","22120","20920"
"New entrant CS","2021","20-29","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Policy","London","145","[c]","37190","35050"
"New entrant CS","2021","20-29","Unknown","Policy","Outside London","35","[c]","25380","20920"
"New entrant CS","2021","20-29","Unknown","Project Delivery","London","25","[c]","34370","35050"
"New entrant CS","2021","20-29","Unknown","Project Delivery","Outside London","15","[c]","27490","27740"
"New entrant CS","2021","20-29","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Science and Engineering","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Science and Engineering","Outside London","25","[c]","27810","26350"
"New entrant CS","2021","20-29","Unknown","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Statistics","London","20","[c]","34020","30400"
"New entrant CS","2021","20-29","Unknown","Statistics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Unknown","London","1510","[c]","30280","31060"
"New entrant CS","2021","20-29","Unknown","Unknown","Outside London","5055","[c]","25260","27570"
"New entrant CS","2021","20-29","Unknown","Unknown","Unknown","200","[c]","27660","27570"
"New entrant CS","2021","30-39","Analysis","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Economics","London","10","[c]","39100","37790"
"New entrant CS","2021","30-39","Analysis","Economics","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Intelligence Analysis","London","15","[c]","53660","53360"
"New entrant CS","2021","30-39","Analysis","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Operational Delivery","Outside London","20","[c]","29290","29540"
"New entrant CS","2021","30-39","Analysis","Operational Research","London","10","[c]","37890","37040"
"New entrant CS","2021","30-39","Analysis","Operational Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Science and Engineering","Outside London","10","[c]","27370","29270"
"New entrant CS","2021","30-39","Analysis","Social Research","London","15","[c]","39820","38920"
"New entrant CS","2021","30-39","Analysis","Social Research","Outside London","30","[c]","32460","31810"
"New entrant CS","2021","30-39","Analysis","Statistics","London","30","[c]","38650","34710"
"New entrant CS","2021","30-39","Analysis","Statistics","Outside London","40","[c]","34450","33980"
"New entrant CS","2021","30-39","Analysis","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Commercial","London","20","[c]","45990","40650"
"New entrant CS","2021","30-39","Commercial","Commercial","Outside London","75","[c]","36690","36000"
"New entrant CS","2021","30-39","Commercial","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Operational Delivery","London","15","[c]","45450","44080"
"New entrant CS","2021","30-39","Commercial","Operational Delivery","Outside London","10","[c]","29480","29190"
"New entrant CS","2021","30-39","Commercial","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Unknown","London","45","[c]","70160","68000"
"New entrant CS","2021","30-39","Commercial","Unknown","Outside London","15","[c]","63960","63880"
"New entrant CS","2021","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Communications","London","70","[c]","44790","43600"
"New entrant CS","2021","30-39","Communications","Communications","Outside London","35","[c]","35570","30000"
"New entrant CS","2021","30-39","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Operational Delivery","Outside London","15","[c]","30580","31810"
"New entrant CS","2021","30-39","Communications","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Tax","Outside London","185","[c]","26570","25560"
"New entrant CS","2021","30-39","Communications","Unknown","London","20","[c]","41790","40600"
"New entrant CS","2021","30-39","Communications","Unknown","Outside London","15","[c]","31080","31810"
"New entrant CS","2021","30-39","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Counter Fraud","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Legal","Outside London","15","[c]","25560","25560"
"New entrant CS","2021","30-39","Counter Fraud","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Tax","Outside London","15","[c]","30020","31810"
"New entrant CS","2021","30-39","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","Operational Delivery","Outside London","25","[c]","20140","20140"
"New entrant CS","2021","30-39","Debt","Tax","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","Tax","Outside London","175","[c]","20420","20140"
"New entrant CS","2021","30-39","Debt","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Digital, Data and Technology","London","150","[c]","50380","51730"
"New entrant CS","2021","30-39","Digital, Data & Technology","Digital, Data and Technology","Outside London","310","[c]","37400","36030"
"New entrant CS","2021","30-39","Digital, Data & Technology","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Science and Engineering","Outside London","10","[c]","32980","32060"
"New entrant CS","2021","30-39","Digital, Data & Technology","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Unknown","London","55","[c]","48920","54700"
"New entrant CS","2021","30-39","Digital, Data & Technology","Unknown","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Finance","London","55","[c]","43040","39110"
"New entrant CS","2021","30-39","Finance","Finance","Outside London","110","[c]","34240","33000"
"New entrant CS","2021","30-39","Finance","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","Operational Delivery","Outside London","15","[c]","24810","21050"
"New entrant CS","2021","30-39","Human Resources","Human Resources","London","50","[c]","39910","37000"
"New entrant CS","2021","30-39","Human Resources","Human Resources","Outside London","120","[c]","32750","29540"
"New entrant CS","2021","30-39","Human Resources","Operational Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Operational Delivery","Outside London","25","[c]","27800","26000"
"New entrant CS","2021","30-39","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Unknown","Outside London","20","[c]","24820","21250"
"New entrant CS","2021","30-39","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Internal Audit","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Internal Audit","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Legal","London","145","[c]","48420","50500"
"New entrant CS","2021","30-39","Legal","Legal","Outside London","155","[c]","42670","40000"
"New entrant CS","2021","30-39","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Operational Delivery","London","15","[c]","25810","26410"
"New entrant CS","2021","30-39","Legal","Operational Delivery","Outside London","55","[c]","21860","20250"
"New entrant CS","2021","30-39","Legal","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Commercial","London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Economics","London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Inspector of Education and Training","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Inspector of Education and Training","Outside London","20","[c]","60930","60930"
"New entrant CS","2021","30-39","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","International Trade","London","20","[c]","39950","36570"
"New entrant CS","2021","30-39","No function","International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Medicine","London","15","[c]","66710","82100"
"New entrant CS","2021","30-39","No function","Medicine","Outside London","10","[c]","55270","49040"
"New entrant CS","2021","30-39","No function","Operational Delivery","London","640","[c]","32690","30220"
"New entrant CS","2021","30-39","No function","Operational Delivery","Outside London","2490","[c]","24670","22850"
"New entrant CS","2021","30-39","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Other","London","35","[c]","39030","35060"
"New entrant CS","2021","30-39","No function","Other","Outside London","50","[c]","29410","23450"
"New entrant CS","2021","30-39","No function","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Policy","London","445","[c]","43280","39680"
"New entrant CS","2021","30-39","No function","Policy","Outside London","190","[c]","36960","35900"
"New entrant CS","2021","30-39","No function","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Psychology","Outside London","25","[c]","26680","26160"
"New entrant CS","2021","30-39","No function","Science and Engineering","London","55","[c]","40510","38890"
"New entrant CS","2021","30-39","No function","Science and Engineering","Outside London","125","[c]","32900","31370"
"New entrant CS","2021","30-39","No function","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Tax","London","10","[c]","32860","32860"
"New entrant CS","2021","30-39","No function","Tax","Outside London","385","[c]","21830","20140"
"New entrant CS","2021","30-39","No function","Unknown","London","100","[c]","45430","38580"
"New entrant CS","2021","30-39","No function","Unknown","Outside London","55","[c]","24080","20140"
"New entrant CS","2021","30-39","No function","Unknown","Unknown","15","[c]","49070","38850"
"New entrant CS","2021","30-39","No function","Veterinarian","Outside London","15","[c]","32690","35900"
"New entrant CS","2021","30-39","Project Delivery","Commercial","Outside London","15","[c]","39160","40750"
"New entrant CS","2021","30-39","Project Delivery","Digital, Data and Technology","Outside London","15","[c]","47900","50000"
"New entrant CS","2021","30-39","Project Delivery","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Operational Delivery","London","20","[c]","39920","39530"
"New entrant CS","2021","30-39","Project Delivery","Operational Delivery","Outside London","25","[c]","32570","29630"
"New entrant CS","2021","30-39","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Other","Outside London","25","[c]","28950","25000"
"New entrant CS","2021","30-39","Project Delivery","Policy","London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Policy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Project Delivery","London","75","[c]","47270","42470"
"New entrant CS","2021","30-39","Project Delivery","Project Delivery","Outside London","240","[c]","35330","33300"
"New entrant CS","2021","30-39","Project Delivery","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Science and Engineering","Outside London","40","[c]","34740","33000"
"New entrant CS","2021","30-39","Project Delivery","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Unknown","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Operational Delivery","Outside London","30","[c]","22690","20880"
"New entrant CS","2021","30-39","Property","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Other","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Property","London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Property","Outside London","75","[c]","33190","30000"
"New entrant CS","2021","30-39","Property","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Unknown","Outside London","25","[c]","29910","28120"
"New entrant CS","2021","30-39","Security","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","Security","London","20","[c]","32750","30750"
"New entrant CS","2021","30-39","Security","Security","Outside London","150","[c]","26720","24620"
"New entrant CS","2021","30-39","Security","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","Unknown","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Digital, Data and Technology","London","30","[c]","47340","43870"
"New entrant CS","2021","30-39","Unknown","Digital, Data and Technology","Outside London","30","[c]","44440","40760"
"New entrant CS","2021","30-39","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Intelligence Analysis","Outside London","10","[c]","25730","25430"
"New entrant CS","2021","30-39","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Medicine","Outside London","90","[c]","41820","33180"
"New entrant CS","2021","30-39","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Operational Delivery","London","45","[c]","29900","28650"
"New entrant CS","2021","30-39","Unknown","Operational Delivery","Outside London","260","[c]","24480","24880"
"New entrant CS","2021","30-39","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Other","London","65","[c]","40540","35070"
"New entrant CS","2021","30-39","Unknown","Other","Outside London","155","[c]","23700","20920"
"New entrant CS","2021","30-39","Unknown","Other","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Policy","London","45","[c]","48870","49100"
"New entrant CS","2021","30-39","Unknown","Policy","Outside London","20","[c]","31680","30600"
"New entrant CS","2021","30-39","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Project Delivery","London","15","[c]","44800","41950"
"New entrant CS","2021","30-39","Unknown","Project Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Science and Engineering","Outside London","20","[c]","32810","31310"
"New entrant CS","2021","30-39","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Statistics","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","London","890","[c]","31390","31060"
"New entrant CS","2021","30-39","Unknown","Unknown","Outside London","3610","[c]","27470","27570"
"New entrant CS","2021","30-39","Unknown","Unknown","Unknown","140","[c]","29470","27570"
"New entrant CS","2021","40-49","Analysis","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Intelligence Analysis","London","15","[c]","62680","66230"
"New entrant CS","2021","40-49","Analysis","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Social Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Statistics","London","15","[c]","51750","52100"
"New entrant CS","2021","40-49","Analysis","Statistics","Outside London","15","[c]","42270","36920"
"New entrant CS","2021","40-49","Commercial","Commercial","London","20","[c]","54200","40650"
"New entrant CS","2021","40-49","Commercial","Commercial","Outside London","55","[c]","37800","37000"
"New entrant CS","2021","40-49","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
