"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Intelligence Analysis","London","Inner London - East","30","30","53750","46940"
"In post","2021","Analysis","Intelligence Analysis","London","Inner London - West","180","175","54060","53360"
"In post","2021","Analysis","Intelligence Analysis","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Yorkshire and The Humber","West Yorkshire","60","55","48980","49530"
"In post","2021","Analysis","Knowledge and Information Management","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","London","Inner London - West","15","10","38040","33000"
"In post","2021","Analysis","Knowledge and Information Management","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Wales","East Wales","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","London","Inner London - East","25","25","36910","30850"
"In post","2021","Analysis","Operational Delivery","London","Inner London - West","55","55","40630","32540"
"In post","2021","Analysis","Operational Delivery","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North West (England)","Cumbria","15","15","28910","29180"
"In post","2021","Analysis","Operational Delivery","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North West (England)","Merseyside","20","15","32780","32280"
"In post","2021","Analysis","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South East (England)","Hampshire and Isle of Wight","95","90","30800","29540"
"In post","2021","Analysis","Operational Delivery","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","38130","37320"
"In post","2021","Analysis","Operational Delivery","Wales","East Wales","330","305","30790","29540"
"In post","2021","Analysis","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","London","Inner London - East","110","105","48280","42190"
"In post","2021","Analysis","Operational Research","London","Inner London - West","160","155","50000","48870"
"In post","2021","Analysis","Operational Research","London","Outer London - South","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","North West (England)","Greater Manchester","40","35","41610","38630"
"In post","2021","Analysis","Operational Research","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","North West (England)","Merseyside","20","20","41040","38630"
"In post","2021","Analysis","Operational Research","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South East (England)","Hampshire and Isle of Wight","245","235","41640","46080"
"In post","2021","Analysis","Operational Research","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","38410","39240"
"In post","2021","Analysis","Operational Research","Wales","East Wales","20","20","34630","36030"
"In post","2021","Analysis","Operational Research","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","Yorkshire and The Humber","West Yorkshire","15","15","29410","22540"
"In post","2021","Analysis","Other","London","Inner London - East","15","15","58550","52000"
"In post","2021","Analysis","Other","London","Inner London - West","195","180","64510","57250"
"In post","2021","Analysis","Other","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Analysis","Other","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","London","Inner London - West","210","200","50730","47920"
"In post","2021","Analysis","Policy","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","North West (England)","Greater Manchester","25","25","38280","41990"
"In post","2021","Analysis","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","10","41630","41990"
"In post","2021","Analysis","Policy","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","Yorkshire and The Humber","South Yorkshire","70","65","43450","42500"
"In post","2021","Analysis","Policy","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","London","Inner London - East","5","5","[c]","[c]"
"In post","2021","Analysis","Project Delivery","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East of England","East Anglia","350","330","34330","30220"
"In post","2021","Analysis","Science and Engineering","London","Inner London - East","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","London","Inner London - West","15","15","59220","54650"
"In post","2021","Analysis","Science and Engineering","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","South East (England)","Hampshire and Isle of Wight","85","80","38500","37320"
"In post","2021","Analysis","Science and Engineering","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","South West (England)","Dorset and Somerset","115","110","33040","29270"
"In post","2021","Analysis","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","35320","37320"
"In post","2021","Analysis","Science and Engineering","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","London","Inner London - East","85","80","49800","51180"
"In post","2021","Analysis","Social Research","London","Inner London - West","240","235","45180","42280"
"In post","2021","Analysis","Social Research","London","Outer London - South","10","10","[c]","[c]"
"In post","2021","Analysis","Social Research","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","North West (England)","Greater Manchester","20","20","39670","31910"
"In post","2021","Analysis","Social Research","North West (England)","Merseyside","15","15","41530","38630"
"In post","2021","Analysis","Social Research","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","South East (England)","Hampshire and Isle of Wight","215","200","37370","37020"
"In post","2021","Analysis","Social Research","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Wales","East Wales","260","250","38200","37020"
"In post","2021","Analysis","Social Research","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Analysis","Statistics","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Analysis","Statistics","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","East of England","Essex","25","25","43620","38630"
"In post","2021","Analysis","Statistics","London","Inner London - East","165","160","49050","43330"
"In post","2021","Analysis","Statistics","London","Inner London - West","605","590","46510","42470"
"In post","2021","Analysis","Statistics","London","Outer London - South","15","15","41300","41760"
"In post","2021","Analysis","Statistics","North East (England)","Northumberland and Tyne and Wear","15","15","44960","51000"
"In post","2021","Analysis","Statistics","North West (England)","Greater Manchester","80","80","36260","31810"
"In post","2021","Analysis","Statistics","North West (England)","Merseyside","45","40","43100","38630"
"In post","2021","Analysis","Statistics","Scotland","Eastern Scotland","30","30","39430","36780"
"In post","2021","Analysis","Statistics","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","39980","36500"
"In post","2021","Analysis","Statistics","South East (England)","Hampshire and Isle of Wight","160","155","40660","37020"
"In post","2021","Analysis","Statistics","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","Analysis","Statistics","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","170","160","39720","36680"
"In post","2021","Analysis","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Wales","East Wales","310","300","41090","37020"
"In post","2021","Analysis","Statistics","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","West Midlands (England)","West Midlands","10","10","41430","39100"
"In post","2021","Analysis","Statistics","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Yorkshire and The Humber","North Yorkshire","50","45","35600","31350"
"In post","2021","Analysis","Statistics","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Yorkshire and The Humber","West Yorkshire","45","45","40760","38630"
"In post","2021","Analysis","Tax","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","London","Inner London - West","5","5","[c]","[c]"
"In post","2021","Analysis","Tax","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","London","Inner London - East","25","25","48590","46850"
"In post","2021","Analysis","Unknown","London","Inner London - West","45","45","44740","41760"
"In post","2021","Analysis","Unknown","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","70","65","42930","41650"
"In post","2021","Commercial","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40","35","41900","38150"
"In post","2021","Commercial","Commercial","East Midlands (England)","Lincolnshire","10","10","[c]","[c]"
"In post","2021","Commercial","Commercial","East of England","Bedfordshire and Hertfordshire","15","15","45720","38280"
"In post","2021","Commercial","Commercial","East of England","East Anglia","210","205","38330","35730"
"In post","2021","Commercial","Commercial","East of England","Essex","5","5","[c]","[c]"
"In post","2021","Commercial","Commercial","London","Inner London - East","70","70","45720","42000"
"In post","2021","Commercial","Commercial","London","Inner London - West","450","440","50030","43840"
"In post","2021","Commercial","Commercial","London","Outer London - East and North East","10","10","50480","52150"
"In post","2021","Commercial","Commercial","London","Outer London - South","105","100","44730","44250"
"In post","2021","Commercial","Commercial","London","Outer London - West and North West","65","65","36230","29460"
"In post","2021","Commercial","Commercial","North East (England)","Northumberland and Tyne and Wear","25","25","41960","40930"
"In post","2021","Commercial","Commercial","North East (England)","Tees Valley and Durham","45","45","48100","44850"
"In post","2021","Commercial","Commercial","North West (England)","Cheshire","25","20","40580","36970"
"In post","2021","Commercial","Commercial","North West (England)","Cumbria","15","15","39150","34770"
"In post","2021","Commercial","Commercial","North West (England)","Greater Manchester","170","160","40160","38280"
"In post","2021","Commercial","Commercial","North West (England)","Lancashire","30","30","46460","44760"
"In post","2021","Commercial","Commercial","North West (England)","Merseyside","230","220","36000","34800"
"In post","2021","Commercial","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Overseas","Overseas","35","35","49590","43300"
"In post","2021","Commercial","Commercial","Scotland","Eastern Scotland","90","85","33600","28410"
"In post","2021","Commercial","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Commercial","Commercial","Scotland","Southern Scotland","65","65","40210","39630"
"In post","2021","Commercial","Commercial","Scotland","West Central Scotland","110","105","34650","33300"
"In post","2021","Commercial","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","170","165","39170","36800"
"In post","2021","Commercial","Commercial","South East (England)","Hampshire and Isle of Wight","200","195","35780","34650"
"In post","2021","Commercial","Commercial","South East (England)","Kent","15","15","46150","46550"
"In post","2021","Commercial","Commercial","South East (England)","Surrey, East and West Sussex","40","35","45240","41970"
"In post","2021","Commercial","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","South West (England)","Devon","220","215","42790","39790"
"In post","2021","Commercial","Commercial","South West (England)","Dorset and Somerset","35","35","49050","42970"
"In post","2021","Commercial","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","645","615","38710","36110"
"In post","2021","Commercial","Commercial","Unknown","Unknown","10","10","35360","37130"
"In post","2021","Commercial","Commercial","Wales","East Wales","155","150","36550","32850"
"In post","2021","Commercial","Commercial","Wales","West Wales and The Valleys","170","160","33380","31040"
"In post","2021","Commercial","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","20","42060","46780"
"In post","2021","Commercial","Commercial","West Midlands (England)","Shropshire and Staffordshire","100","95","39530","34800"
"In post","2021","Commercial","Commercial","West Midlands (England)","West Midlands","95","90","39240","38000"
"In post","2021","Commercial","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20","20","40870","37730"
"In post","2021","Commercial","Commercial","Yorkshire and The Humber","North Yorkshire","55","55","41100","38180"
"In post","2021","Commercial","Commercial","Yorkshire and The Humber","South Yorkshire","65","65","38680","38000"
"In post","2021","Commercial","Commercial","Yorkshire and The Humber","West Yorkshire","175","170","40790","36820"
"In post","2021","Commercial","Communications","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","28180","25890"
"In post","2021","Commercial","Finance","London","Inner London - East","5","5","[c]","[c]"
"In post","2021","Commercial","Finance","London","Inner London - West","15","15","38740","34090"
"In post","2021","Commercial","Finance","North East (England)","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Commercial","Finance","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2021","Commercial","Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","5","[c]","[c]"
"In post","2021","Commercial","Finance","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Yorkshire and The Humber","West Yorkshire","10","10","30380","26700"
"In post","2021","Commercial","Human Resources","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","East Midlands (England)","Lincolnshire","10","10","27180","26670"
"In post","2021","Commercial","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","20","20","33920","30750"
"In post","2021","Commercial","Knowledge and Information Management","East of England","East Anglia","70","65","34030","33000"
"In post","2021","Commercial","Knowledge and Information Management","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","London","Inner London - West","105","105","38150","35770"
"In post","2021","Commercial","Knowledge and Information Management","London","Outer London - West and North West","20","20","33580","31000"
