"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Tax","Northumberland and Tyne and Wear","Tyneside","Outside London","1680","1615","29570","25560"
"In post","2021","Tax","Outer London - South","Croydon","London","850","810","41460","36230"
"In post","2021","Tax","Outer London - West and North West","Ealing","London","20","20","34320","32520"
"In post","2021","Tax","Outer London - West and North West","Harrow and Hillingdon","London","5","5","[c]","[c]"
"In post","2021","Tax","Overseas","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Tax","Shropshire and Staffordshire","Telford and Wrekin","Outside London","70","65","35630","31870"
"In post","2021","Tax","South Yorkshire","Sheffield","Outside London","25","20","40160","32100"
"In post","2021","Tax","Southern Scotland","South Lanarkshire","Outside London","405","370","30150","28130"
"In post","2021","Tax","Surrey, East and West Sussex","West Sussex (South West)","Outside London","10","10","37900","35000"
"In post","2021","Tax","Tees Valley and Durham","Durham CC","Outside London","80","75","28100","25560"
"In post","2021","Tax","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","West Central Scotland","Glasgow City","Outside London","560","520","35320","31810"
"In post","2021","Tax","West Central Scotland","North Lanarkshire","Outside London","55","50","28320","25560"
"In post","2021","Tax","West Midlands","Birmingham","Outside London","1210","1150","33990","31810"
"In post","2021","Tax","West Midlands","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","West Midlands","Solihull","Outside London","20","20","45790","38630"
"In post","2021","Tax","West Midlands","Wolverhampton","Outside London","5","5","[c]","[c]"
"In post","2021","Tax","West Wales and The Valleys","Central Valleys","Outside London","5","5","[c]","[c]"
"In post","2021","Tax","West Wales and The Valleys","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Tax","West Wales and The Valleys","Swansea","Outside London","10","10","31310","31810"
"In post","2021","Tax","West Yorkshire","Bradford","Outside London","275","255","28990","25560"
"In post","2021","Tax","West Yorkshire","Leeds","Outside London","1275","1225","31920","31810"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","Bedford","Outside London","175","155","28010","27570"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","75","70","32200","29670"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","Hertfordshire","Outside London","810","745","30200","29290"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","Luton","Outside London","180","165","26760","27570"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","475","440","30000","29290"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Outside London","230","215","29940","27570"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","360","325","27820","27570"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Outside London","270","245","28150","27570"
"In post","2021","Unknown","Cheshire","Cheshire East","Outside London","155","140","27280","27570"
"In post","2021","Unknown","Cheshire","Cheshire West and Chester","Outside London","290","270","25160","27570"
"In post","2021","Unknown","Cheshire","Warrington","Outside London","500","445","25360","27570"
"In post","2021","Unknown","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","835","745","25490","27570"
"In post","2021","Unknown","Cumbria","East Cumbria","Outside London","100","85","27860","27570"
"In post","2021","Unknown","Cumbria","West Cumbria","Outside London","175","155","26560","27570"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","Derby","Outside London","625","545","24300","21010"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","315","270","26040","27570"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","255","230","27960","27570"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","Nottingham","Outside London","1065","990","28340","27570"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","315","275","27950","27570"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","55","45","27350","27570"
"In post","2021","Unknown","Devon","Devon CC","Outside London","1405","1190","25170","26120"
"In post","2021","Unknown","Devon","Plymouth","Outside London","415","370","27840","27570"
"In post","2021","Unknown","Devon","Torbay","Outside London","265","225","24720","26120"
"In post","2021","Unknown","Dorset and Somerset","Bournemouth and Poole","Outside London","290","250","27330","27570"
"In post","2021","Unknown","Dorset and Somerset","Dorset CC","Outside London","125","115","28310","27570"
"In post","2021","Unknown","Dorset and Somerset","Somerset","Outside London","575","500","26660","27570"
"In post","2021","Unknown","East Anglia","Breckland and South Norfolk","Outside London","60","55","27890","27570"
"In post","2021","Unknown","East Anglia","Cambridgeshire CC","Outside London","285","265","30420","27570"
"In post","2021","Unknown","East Anglia","North and West Norfolk","Outside London","125","105","27310","27570"
"In post","2021","Unknown","East Anglia","Norwich and East Norfolk","Outside London","660","570","29080","27570"
"In post","2021","Unknown","East Anglia","Peterborough","Outside London","250","215","27060","27570"
"In post","2021","Unknown","East Anglia","Suffolk","Outside London","625","565","27130","27570"
"In post","2021","Unknown","East Wales","Cardiff and Vale of Glamorgan","Outside London","1485","1380","27070","27570"
"In post","2021","Unknown","East Wales","Flintshire and Wrexham","Outside London","635","560","24790","25600"
"In post","2021","Unknown","East Wales","Monmouthshire and Newport","Outside London","460","415","27540","27570"
"In post","2021","Unknown","East Wales","Powys","Outside London","85","75","27310","27570"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","115","105","28210","27570"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","595","495","25920","27570"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","505","435","25420","27570"
"In post","2021","Unknown","Eastern Scotland","Angus and Dundee City","Outside London","1390","1285","26390","22230"
"In post","2021","Unknown","Eastern Scotland","City of Edinburgh","Outside London","7030","6730","42140","38540"
"In post","2021","Unknown","Eastern Scotland","Clackmannanshire and Fife","Outside London","410","360","26510","27570"
"In post","2021","Unknown","Eastern Scotland","East Lothian and Midlothian","Outside London","90","80","27460","27570"
"In post","2021","Unknown","Eastern Scotland","Falkirk","Outside London","1180","1020","25610","21010"
"In post","2021","Unknown","Eastern Scotland","Perth and Kinross and Stirling","Outside London","465","430","30210","27570"
"In post","2021","Unknown","Eastern Scotland","West Lothian","Outside London","375","350","33690","27570"
"In post","2021","Unknown","Essex","Essex Haven Gateway","Outside London","330","305","30460","29290"
"In post","2021","Unknown","Essex","Essex Thames Gateway","Outside London","715","635","28200","29290"
"In post","2021","Unknown","Essex","Heart of Essex","Outside London","150","140","29830","29290"
"In post","2021","Unknown","Essex","Southend-on-Sea","Outside London","265","240","29650","29290"
"In post","2021","Unknown","Essex","Thurrock","Outside London","85","75","29720","29290"
"In post","2021","Unknown","Essex","West Essex","Outside London","135","125","29720","29290"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","585","540","36200","27570"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","1090","975","27830","27570"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Outside London","375","330","27020","27570"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","175","155","27810","27570"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","600","565","36510","32440"
"In post","2021","Unknown","Greater Manchester","Greater Manchester North East","Outside London","755","690","26890","27570"
"In post","2021","Unknown","Greater Manchester","Greater Manchester North West","Outside London","1400","1235","24370","21010"
"In post","2021","Unknown","Greater Manchester","Greater Manchester South East","Outside London","865","790","24760","21010"
"In post","2021","Unknown","Greater Manchester","Greater Manchester South West","Outside London","1150","1090","29410","27570"
"In post","2021","Unknown","Greater Manchester","Manchester","Outside London","1790","1695","33500","27570"
"In post","2021","Unknown","Hampshire and Isle of Wight","Central Hampshire","Outside London","235","215","34440","27570"
"In post","2021","Unknown","Hampshire and Isle of Wight","Isle of Wight","Outside London","225","195","25130","27570"
"In post","2021","Unknown","Hampshire and Isle of Wight","North Hampshire","Outside London","185","165","29110","27570"
"In post","2021","Unknown","Hampshire and Isle of Wight","Portsmouth","Outside London","440","390","28170","27570"
"In post","2021","Unknown","Hampshire and Isle of Wight","South Hampshire","Outside London","265","235","28950","27570"
"In post","2021","Unknown","Hampshire and Isle of Wight","Southampton","Outside London","270","235","26150","27570"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","135","125","26120","27570"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Outside London","530","460","25250","26120"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Outside London","340","300","26020","27570"
"In post","2021","Unknown","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Outside London","170","155","28730","27570"
"In post","2021","Unknown","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","535","500","29810","27570"
"In post","2021","Unknown","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","280","265","29030","27570"
"In post","2021","Unknown","Highlands and Islands","Na h-Eileanan Siar","Outside London","135","125","24170","21010"
"In post","2021","Unknown","Highlands and Islands","Orkney Islands","Outside London","30","30","31740","29190"
"In post","2021","Unknown","Highlands and Islands","Shetland Islands","Outside London","25","25","29560","27570"
"In post","2021","Unknown","Inner London - East","Hackney and Newham","London","1260","1155","29880","31060"
"In post","2021","Unknown","Inner London - East","Haringey and Islington","London","455","425","30800","31060"
"In post","2021","Unknown","Inner London - East","Lambeth","London","525","500","30950","31060"
"In post","2021","Unknown","Inner London - East","Lewisham and Southwark","London","425","410","32980","31060"
"In post","2021","Unknown","Inner London - East","Tower Hamlets","London","1425","1380","46430","41760"
"In post","2021","Unknown","Inner London - West","Camden and City of London","London","250","245","45890","40600"
"In post","2021","Unknown","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","245","235","30780","31060"
"In post","2021","Unknown","Inner London - West","Wandsworth","London","155","135","28870","31060"
"In post","2021","Unknown","Inner London - West","Westminster","London","8595","8420","48700","40600"
"In post","2021","Unknown","Kent","East Kent","Outside London","955","885","28250","29290"
"In post","2021","Unknown","Kent","Kent Thames Gateway","Outside London","305","285","29670","29290"
"In post","2021","Unknown","Kent","Medway","Outside London","235","215","29800","29290"
"In post","2021","Unknown","Kent","Mid Kent","Outside London","180","175","29740","29290"
"In post","2021","Unknown","Kent","West Kent","Outside London","85","80","30460","29290"
"In post","2021","Unknown","Lancashire","Blackburn with Darwen","Outside London","355","315","26650","27570"
"In post","2021","Unknown","Lancashire","Blackpool","Outside London","4935","4510","28910","27570"
"In post","2021","Unknown","Lancashire","Chorley and West Lancashire","Outside London","110","100","27840","27570"
"In post","2021","Unknown","Lancashire","East Lancashire","Outside London","325","285","25420","27570"
"In post","2021","Unknown","Lancashire","Lancaster and Wyre","Outside London","270","255","26180","27570"
"In post","2021","Unknown","Lancashire","Mid Lancashire","Outside London","1885","1675","23760","21010"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","925","825","24980","27570"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","110","95","28250","27570"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","445","390","25140","27570"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","180","165","27890","27570"
"In post","2021","Unknown","Lincolnshire","Lincolnshire","Outside London","580","510","26430","27570"
"In post","2021","Unknown","Merseyside","East Merseyside","Outside London","725","630","26580","27570"
"In post","2021","Unknown","Merseyside","Liverpool","Outside London","975","875","30230","27570"
"In post","2021","Unknown","Merseyside","Sefton","Outside London","1220","1110","27280","27570"
"In post","2021","Unknown","Merseyside","Wirral","Outside London","1410","1210","24430","21010"
"In post","2021","Unknown","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","895","835","33490","29190"
"In post","2021","Unknown","North Yorkshire","North Yorkshire CC","Outside London","280","255","28730","27570"
"In post","2021","Unknown","North Yorkshire","York","Outside London","595","555","28690","26670"
"In post","2021","Unknown","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Ards and North Down","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Belfast","Outside London","120","115","27600","25560"
"In post","2021","Unknown","Northern Ireland","Lisburn and Castlereagh","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northumberland and Tyne and Wear","Northumberland","Outside London","200","175","27480","27570"
"In post","2021","Unknown","Northumberland and Tyne and Wear","Sunderland","Outside London","1835","1585","25650","27570"
"In post","2021","Unknown","Northumberland and Tyne and Wear","Tyneside","Outside London","6195","5605","28390","26120"
"In post","2021","Unknown","Outer London - East and North East","Barking & Dagenham and Havering","London","460","425","30980","31060"
"In post","2021","Unknown","Outer London - East and North East","Bexley and Greenwich","London","395","365","31080","31060"
"In post","2021","Unknown","Outer London - East and North East","Enfield","London","275","255","30570","31060"
"In post","2021","Unknown","Outer London - East and North East","Redbridge and Waltham Forest","London","810","740","29180","31060"
"In post","2021","Unknown","Outer London - South","Bromley","London","280","260","31150","31060"
"In post","2021","Unknown","Outer London - South","Croydon","London","515","495","36720","31060"
"In post","2021","Unknown","Outer London - South","Merton, Kingston upon Thames and Sutton","London","310","300","30840","31060"
"In post","2021","Unknown","Outer London - West and North West","Barnet","London","305","280","31360","31060"
"In post","2021","Unknown","Outer London - West and North West","Brent","London","255","240","30450","31060"
"In post","2021","Unknown","Outer London - West and North West","Ealing","London","385","365","31340","31060"
"In post","2021","Unknown","Outer London - West and North West","Harrow and Hillingdon","London","520","485","30780","31060"
"In post","2021","Unknown","Outer London - West and North West","Hounslow and Richmond upon Thames","London","285","265","30920","31060"
"In post","2021","Unknown","Overseas","Overseas","Overseas","300","295","46840","34770"
"In post","2021","Unknown","Shropshire and Staffordshire","Shropshire CC","Outside London","135","120","27500","27570"
"In post","2021","Unknown","Shropshire and Staffordshire","Staffordshire CC","Outside London","565","505","28870","27570"
"In post","2021","Unknown","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","495","425","25650","27570"
"In post","2021","Unknown","Shropshire and Staffordshire","Telford and Wrekin","Outside London","490","445","29220","27570"
"In post","2021","Unknown","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","1365","1155","25120","27570"
"In post","2021","Unknown","South Yorkshire","Sheffield","Outside London","2040","1850","34650","31990"
"In post","2021","Unknown","Southern Scotland","Dumfries and Galloway","Outside London","310","290","29310","27570"
"In post","2021","Unknown","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","545","475","26630","27570"
"In post","2021","Unknown","Southern Scotland","Scottish Borders","Outside London","435","400","29600","27570"
"In post","2021","Unknown","Southern Scotland","South Ayrshire","Outside London","210","195","28460","27570"
"In post","2021","Unknown","Southern Scotland","South Lanarkshire","Outside London","315","285","30100","27570"
"In post","2021","Unknown","Surrey, East and West Sussex","Brighton and Hove","Outside London","280","250","27630","27570"
"In post","2021","Unknown","Surrey, East and West Sussex","East Surrey","Outside London","135","130","30010","29290"
"In post","2021","Unknown","Surrey, East and West Sussex","East Sussex CC","Outside London","1215","1065","25110","27570"
"In post","2021","Unknown","Surrey, East and West Sussex","West Surrey","Outside London","290","265","32140","29290"
"In post","2021","Unknown","Surrey, East and West Sussex","West Sussex (North East)","Outside London","195","180","26950","27570"
"In post","2021","Unknown","Surrey, East and West Sussex","West Sussex (South West)","Outside London","400","360","27690","27570"
"In post","2021","Unknown","Tees Valley and Durham","Darlington","Outside London","85","75","31450","27570"
"In post","2021","Unknown","Tees Valley and Durham","Durham CC","Outside London","905","780","24710","21010"
"In post","2021","Unknown","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","790","690","25160","27570"
"In post","2021","Unknown","Tees Valley and Durham","South Teesside","Outside London","630","565","25030","27570"
"In post","2021","Unknown","Unknown","Unknown","Unknown","1530","1460","32850","29250"
"In post","2021","Unknown","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","370","325","25400","27570"
"In post","2021","Unknown","West Central Scotland","Glasgow City","Outside London","5650","5260","33460","27570"
"In post","2021","Unknown","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","405","355","25310","27570"
"In post","2021","Unknown","West Central Scotland","North Lanarkshire","Outside London","790","675","24150","21010"
"In post","2021","Unknown","West Midlands","Birmingham","Outside London","2465","2220","27700","27570"
"In post","2021","Unknown","West Midlands","Coventry","Outside London","440","395","26690","27570"
"In post","2021","Unknown","West Midlands","Dudley","Outside London","995","855","24810","26120"
"In post","2021","Unknown","West Midlands","Sandwell","Outside London","345","315","27280","27570"
"In post","2021","Unknown","West Midlands","Solihull","Outside London","135","125","27320","27570"
"In post","2021","Unknown","West Midlands","Walsall","Outside London","490","425","24650","26120"
"In post","2021","Unknown","West Midlands","Wolverhampton","Outside London","630","545","25080","27570"
"In post","2021","Unknown","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","460","400","25730","27570"
"In post","2021","Unknown","West Wales and The Valleys","Central Valleys","Outside London","610","545","26880","27570"
"In post","2021","Unknown","West Wales and The Valleys","Conwy and Denbighshire","Outside London","140","125","27250","27570"
"In post","2021","Unknown","West Wales and The Valleys","Gwent Valleys","Outside London","685","615","25870","27570"
"In post","2021","Unknown","West Wales and The Valleys","Gwynedd","Outside London","430","395","23420","21010"
"In post","2021","Unknown","West Wales and The Valleys","Isle of Anglesey","Outside London","70","65","27400","27570"
"In post","2021","Unknown","West Wales and The Valleys","South West Wales","Outside London","435","380","25310","27570"
"In post","2021","Unknown","West Wales and The Valleys","Swansea","Outside London","595","525","24810","26120"
"In post","2021","Unknown","West Yorkshire","Bradford","Outside London","985","870","25980","27570"
"In post","2021","Unknown","West Yorkshire","Calderdale and Kirklees","Outside London","735","655","27080","27570"
"In post","2021","Unknown","West Yorkshire","Leeds","Outside London","2960","2750","33100","27570"
"In post","2021","Unknown","West Yorkshire","Wakefield","Outside London","275","240","27650","27570"
"In post","2021","Veterinarian","Bedfordshire and Hertfordshire","Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Veterinarian","Cheshire","Cheshire East","Outside London","10","5","[c]","[c]"
"In post","2021","Veterinarian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","20","20","46230","50860"
"In post","2021","Veterinarian","Cumbria","East Cumbria","Outside London","20","15","46070","49020"
"In post","2021","Veterinarian","Derbyshire and Nottinghamshire","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Devon","Devon CC","Outside London","30","25","43320","37910"
"In post","2021","Veterinarian","Dorset and Somerset","Dorset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Dorset and Somerset","Somerset","Outside London","10","10","43410","40910"
"In post","2021","Veterinarian","East Anglia","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","East Anglia","Suffolk","Outside London","10","10","[c]","[c]"
"In post","2021","Veterinarian","East Wales","Cardiff and Vale of Glamorgan","Outside London","25","25","48930","44830"
"In post","2021","Veterinarian","East Wales","Powys","Outside London","10","10","38620","37240"
"In post","2021","Veterinarian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Eastern Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Eastern Scotland","Perth and Kinross and Stirling","Outside London","10","10","[c]","[c]"
"In post","2021","Veterinarian","Essex","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Outside London","15","15","40680","37480"
"In post","2021","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Greater Manchester","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Hampshire and Isle of Wight","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Hampshire and Isle of Wight","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Outside London","10","10","45560","50600"
"In post","2021","Veterinarian","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Inner London - West","Westminster","London","35","35","54170","52290"
"In post","2021","Veterinarian","Kent","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Kent","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Lancashire","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2021","Veterinarian","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Lincolnshire","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","North Yorkshire","North Yorkshire CC","Outside London","15","15","35770","37000"
"In post","2021","Veterinarian","North Yorkshire","York","Outside London","10","10","43560","39260"
"In post","2021","Veterinarian","Northern Ireland","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Northumberland and Tyne and Wear","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Outer London - West and North West","Harrow and Hillingdon","London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Outer London - West and North West","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Shropshire and Staffordshire","Shropshire CC","Outside London","15","15","46680","47550"
"In post","2021","Veterinarian","Shropshire and Staffordshire","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Southern Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Southern Scotland","Scottish Borders","Outside London","5","5","[c]","[c]"
"In post","2021","Veterinarian","Southern Scotland","South Ayrshire","Outside London","10","10","[c]","[c]"
"In post","2021","Veterinarian","Southern Scotland","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Surrey, East and West Sussex","West Surrey","Outside London","25","25","57550","59600"
"In post","2021","Veterinarian","Surrey, East and West Sussex","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","West Midlands","Birmingham","Outside London","15","15","43210","37910"
"In post","2021","Veterinarian","West Wales and The Valleys","Gwynedd","Outside London","10","10","41060","36970"
"In post","2021","Veterinarian","West Wales and The Valleys","South West Wales","Outside London","35","35","45060","38150"
"In post","2021","Veterinarian","West Yorkshire","Leeds","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cheshire","Warrington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Devon","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Dorset and Somerset","Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Anglia","Cambridgeshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Anglia","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Anglia","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Anglia","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Wales","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Wales","Monmouthshire and Newport","Outside London","10","[c]","33520","28270"
"Leaver CS","2021","Commercial","Eastern Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Eastern Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Eastern Scotland","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","45","[c]","37870","37820"
"Leaver CS","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","10","[c]","28950","28320"
"Leaver CS","2021","Commercial","Greater Manchester","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Greater Manchester","Manchester","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Hampshire and Isle of Wight","Central Hampshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Hampshire and Isle of Wight","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Hampshire and Isle of Wight","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Inner London - East","Lambeth","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Inner London - East","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Inner London - West","Westminster","London","20","[c]","55980","50700"
"Leaver CS","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Lincolnshire","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Merseyside","Liverpool","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Northern Ireland","Belfast","Outside London","[c]","[c]","[c]","[c]"
