"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Communications","Other","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Tax","EO","Female","250","[c]","25520","25560"
"New entrant CS","2021","Communications","Tax","EO","Male","335","[c]","25560","25560"
"New entrant CS","2021","Communications","Tax","HEO","Female","40","[c]","31650","31810"
"New entrant CS","2021","Communications","Tax","HEO","Male","50","[c]","31810","31810"
"New entrant CS","2021","Communications","Unknown","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Legal","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Legal","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Legal","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Legal","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Policy","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Policy","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","AO","Female","75","[c]","20670","20140"
"New entrant CS","2021","Debt","Operational Delivery","AO","Male","50","[c]","20600","20140"
"New entrant CS","2021","Debt","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Tax","AO","Female","415","[c]","20290","20140"
"New entrant CS","2021","Debt","Tax","AO","Male","375","[c]","20250","20140"
"New entrant CS","2021","Debt","Tax","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Tax","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","AO","Female","35","[c]","21440","20920"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","AO","Male","35","[c]","21480","21590"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","EO","Female","120","[c]","26350","26130"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","EO","Male","220","[c]","26510","25620"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","G6","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","G7","Female","115","[c]","54900","53360"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","G7","Male","230","[c]","56500","54000"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","HEO","Female","145","[c]","32230","31810"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","HEO","Male","205","[c]","32640","31810"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SEO","Female","120","[c]","40470","39670"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SEO","Male","240","[c]","40380","39030"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Policy","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Policy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Security","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Security","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G7","Male","40","[c]","55160","54700"
"New entrant CS","2021","Digital, Data & Technology","Unknown","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","AO","Female","45","[c]","20810","20830"
"New entrant CS","2021","Finance","Finance","AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","EO","Female","90","[c]","25130","26350"
"New entrant CS","2021","Finance","Finance","EO","Male","70","[c]","24190","25000"
"New entrant CS","2021","Finance","Finance","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","G7","Male","35","[c]","56760","57500"
"New entrant CS","2021","Finance","Finance","HEO","Female","90","[c]","33080","32790"
"New entrant CS","2021","Finance","Finance","HEO","Male","70","[c]","33390","32790"
"New entrant CS","2021","Finance","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","SEO","Female","75","[c]","40280","40010"
"New entrant CS","2021","Finance","Finance","SEO","Male","55","[c]","39840","40000"
"New entrant CS","2021","Finance","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Tax","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Tax","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","AO","Female","100","[c]","21120","20920"
"New entrant CS","2021","Human Resources","Human Resources","AO","Male","35","[c]","21040","20920"
"New entrant CS","2021","Human Resources","Human Resources","EO","Female","110","[c]","25790","26300"
"New entrant CS","2021","Human Resources","Human Resources","EO","Male","50","[c]","25860","26430"
"New entrant CS","2021","Human Resources","Human Resources","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","G7","Female","50","[c]","53530","53430"
