"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","White","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Welsh Government (excl. agencies)","40","[c]","56290","57290"
"Leaver CS","2021","60-64","White","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Department for Work and Pensions (excl. agencies)","30","[c]","24860","24500"
"Leaver CS","2021","65+","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","HM Courts and Tribunals Service","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","HM Prison and Probation Service","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","HM Revenue and Customs (excl. agencies)","45","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Home Office (incl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","HM Prison and Probation Service","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","HM Revenue and Customs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Home Office (incl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
