"Status","Year","Ethnicity","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Mixed","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","SEO/HEO","HEO","55","[c]","33740","33610"
"Leaver Dept.","2021","Mixed","London","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","EO","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","G6/G7","G7","45","[c]","56310","54550"
"Leaver Dept.","2021","Undeclared","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","SEO/HEO","HEO","50","[c]","33930","33700"
"Leaver Dept.","2021","Undeclared","London","SEO/HEO","SEO","30","[c]","41350","40600"
"Leaver Dept.","2021","Undeclared","London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","AA/AO","AO","55","[c]","20890","21010"
"Leaver Dept.","2021","Undeclared","Outside London","EO","EO","45","[c]","26420","26890"
"Leaver Dept.","2021","Undeclared","Outside London","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","SEO/HEO","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","SEO/HEO","SEO","35","[c]","38500","37610"
"Leaver Dept.","2021","Undeclared","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AA/AO","AO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","EO","EO","190","[c]","28540","28170"
"Leaver Dept.","2021","Unknown","London","G6/G7","G6","100","[c]","66220","64960"
"Leaver Dept.","2021","Unknown","London","G6/G7","G7","355","[c]","54540","54000"
"Leaver Dept.","2021","Unknown","London","SCS level","SCS level","60","[c]","83800","76380"
"Leaver Dept.","2021","Unknown","London","SEO/HEO","HEO","455","[c]","33610","33210"
"Leaver Dept.","2021","Unknown","London","SEO/HEO","SEO","210","[c]","41220","40330"
"Leaver Dept.","2021","Unknown","London","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","AA/AO","AO","500","[c]","20870","20830"
"Leaver Dept.","2021","Unknown","Outside London","EO","EO","265","[c]","25990","26160"
"Leaver Dept.","2021","Unknown","Outside London","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","G6/G7","G7","95","[c]","51490","51070"
"Leaver Dept.","2021","Unknown","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SEO/HEO","HEO","190","[c]","31100","30410"
"Leaver Dept.","2021","Unknown","Outside London","SEO/HEO","SEO","130","[c]","39200","37610"
"Leaver Dept.","2021","Unknown","Outside London","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","HEO","355","[c]","31050","32000"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","AA/AO","AO","65","[c]","23450","23500"
"Leaver Dept.","2021","White","London","EO","EO","320","[c]","28370","27760"
"Leaver Dept.","2021","White","London","G6/G7","G6","230","[c]","66260","65700"
"Leaver Dept.","2021","White","London","G6/G7","G7","650","[c]","55060","54400"
"Leaver Dept.","2021","White","London","SCS level","SCS level","185","[c]","90890","80800"
"Leaver Dept.","2021","White","London","SEO/HEO","HEO","695","[c]","34020","33730"
"Leaver Dept.","2021","White","London","SEO/HEO","SEO","365","[c]","41680","41000"
"Leaver Dept.","2021","White","London","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outside London","AA/AO","AA","50","[c]","18730","18060"
"Leaver Dept.","2021","White","Outside London","AA/AO","AO","1015","[c]","20840","21010"
"Leaver Dept.","2021","White","Outside London","EO","EO","1035","[c]","25890","26780"
"Leaver Dept.","2021","White","Outside London","G6/G7","G6","85","[c]","65580","64220"
"Leaver Dept.","2021","White","Outside London","G6/G7","G7","280","[c]","52630","52340"
"Leaver Dept.","2021","White","Outside London","SCS level","SCS level","35","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outside London","SEO/HEO","HEO","675","[c]","31060","31860"
"Leaver Dept.","2021","White","Outside London","SEO/HEO","SEO","415","[c]","39110","38400"
"Leaver Dept.","2021","White","Outside London","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","SEO/HEO","HEO","155","[c]","32310","32000"
"Leaver Dept.","2021","White","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","London","AA/AO","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","London","AA/AO","AO","280","[c]","24360","25110"
"New entrant CS","2021","Asian","London","EO","EO","900","[c]","30120","31060"
"New entrant CS","2021","Asian","London","G6/G7","G6","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","London","G6/G7","G7","125","[c]","56480","54700"
"New entrant CS","2021","Asian","London","SCS level","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","London","SEO/HEO","HEO","290","[c]","33960","33570"
"New entrant CS","2021","Asian","London","SEO/HEO","SEO","120","[c]","41720","40620"
"New entrant CS","2021","Asian","London","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Outside London","AA/AO","AA","35","[c]","19580","20060"
"New entrant CS","2021","Asian","Outside London","AA/AO","AO","770","[c]","20970","21010"
"New entrant CS","2021","Asian","Outside London","EO","EO","995","[c]","27390","27570"
"New entrant CS","2021","Asian","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Outside London","G6/G7","G7","85","[c]","54560","52580"
"New entrant CS","2021","Asian","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Outside London","SEO/HEO","HEO","200","[c]","31390","31370"
"New entrant CS","2021","Asian","Outside London","SEO/HEO","SEO","120","[c]","39200","38630"
"New entrant CS","2021","Asian","Outside London","Unknown","Unknown","45","[c]","23370","22920"
"New entrant CS","2021","Asian","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","London","AA/AO","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","London","AA/AO","AO","310","[c]","24750","25110"
"New entrant CS","2021","Black","London","EO","EO","805","[c]","30430","31060"
"New entrant CS","2021","Black","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","London","G6/G7","G7","60","[c]","55020","53420"
"New entrant CS","2021","Black","London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","London","SEO/HEO","HEO","195","[c]","33780","33570"
"New entrant CS","2021","Black","London","SEO/HEO","SEO","95","[c]","42110","40600"
"New entrant CS","2021","Black","London","Unknown","Unknown","65","[c]","26180","26810"
"New entrant CS","2021","Black","Outside London","AA/AO","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","Outside London","AA/AO","AO","270","[c]","21580","21010"
"New entrant CS","2021","Black","Outside London","EO","EO","525","[c]","27570","27570"
"New entrant CS","2021","Black","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Outside London","G6/G7","G7","40","[c]","52200","50340"
"New entrant CS","2021","Black","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Outside London","SEO/HEO","HEO","100","[c]","30960","30820"
"New entrant CS","2021","Black","Outside London","SEO/HEO","SEO","60","[c]","38450","38630"
"New entrant CS","2021","Black","Outside London","Unknown","Unknown","40","[c]","22130","22920"
"New entrant CS","2021","Black","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","London","AA/AO","AO","110","[c]","25120","25110"
"New entrant CS","2021","Mixed","London","EO","EO","265","[c]","29710","31060"
"New entrant CS","2021","Mixed","London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","London","G6/G7","G7","50","[c]","54920","53420"
"New entrant CS","2021","Mixed","London","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","London","SEO/HEO","HEO","125","[c]","33600","33570"
"New entrant CS","2021","Mixed","London","SEO/HEO","SEO","55","[c]","41000","40450"
"New entrant CS","2021","Mixed","London","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Outside London","AA/AO","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Outside London","AA/AO","AO","320","[c]","21570","21010"
"New entrant CS","2021","Mixed","Outside London","EO","EO","360","[c]","27490","27570"
"New entrant CS","2021","Mixed","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Outside London","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Outside London","SEO/HEO","HEO","80","[c]","31080","31810"
"New entrant CS","2021","Mixed","Outside London","SEO/HEO","SEO","40","[c]","38850","38760"
"New entrant CS","2021","Mixed","Outside London","Unknown","Unknown","40","[c]","22770","22920"
"New entrant CS","2021","Mixed","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","EO","EO","80","[c]","30310","31060"
"New entrant CS","2021","Other ethnicity","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","SEO/HEO","HEO","35","[c]","34630","33790"
"New entrant CS","2021","Other ethnicity","London","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","AA/AO","AO","70","[c]","21610","21010"
"New entrant CS","2021","Other ethnicity","Outside London","EO","EO","65","[c]","27350","27570"
"New entrant CS","2021","Other ethnicity","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","EO","EO","[c]","[c]","[c]","[c]"
