"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","G6/G7","G6","30","30","76920","75570"
"In post","2021","Analysis","Competition and Markets Authority","G6/G7","G7","45","45","57960","56360"
"In post","2021","Analysis","Competition and Markets Authority","SCS level","SCS level","10","10","109610","101590"
"In post","2021","Analysis","Competition and Markets Authority","SEO/HEO","HEO","25","25","34360","34570"
"In post","2021","Analysis","Competition and Markets Authority","SEO/HEO","SEO","15","15","44360","43880"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","EO","EO","35","35","28680","27680"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","G6/G7","G6","25","20","72270","69640"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","G6/G7","G7","65","65","58140","57850"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","155","155","35730","34090"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","35","35","45190","44470"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","EO","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","G6","15","15","70410","67140"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","G7","50","50","61340","59730"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","65","65","42770","42020"
"In post","2021","Analysis","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","EO","EO","30","30","28730","29500"
"In post","2021","Analysis","Department for Education","G6/G7","G6","25","25","64910","64590"
"In post","2021","Analysis","Department for Education","G6/G7","G7","105","100","53120","53420"
"In post","2021","Analysis","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","SEO/HEO","HEO","100","95","34870","33640"
"In post","2021","Analysis","Department for Education","SEO/HEO","SEO","140","130","43760","42700"
"In post","2021","Analysis","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","AO","45","40","21150","21050"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","EO","EO","120","110","25210","24920"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","G6","25","25","61330","59380"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","G7","85","80","49560","48080"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","185","180","29960","29290"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","125","115","37350","37230"
"In post","2021","Analysis","Department for International Trade","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","EO","EO","20","20","27210","26510"
"In post","2021","Analysis","Department for International Trade","G6/G7","G6","25","25","62860","62170"
"In post","2021","Analysis","Department for International Trade","G6/G7","G7","80","80","51390","51970"
"In post","2021","Analysis","Department for International Trade","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","SEO/HEO","HEO","80","80","31040","31800"
"In post","2021","Analysis","Department for International Trade","SEO/HEO","SEO","25","25","39450","38540"
"In post","2021","Analysis","Department for Transport","AA/AO","AO","20","20","21810","21590"
"In post","2021","Analysis","Department for Transport","EO","EO","65","65","28170","26780"
"In post","2021","Analysis","Department for Transport","G6/G7","G6","35","35","67570","66230"
"In post","2021","Analysis","Department for Transport","G6/G7","G7","140","130","55490","54760"
"In post","2021","Analysis","Department for Transport","SCS level","SCS level","15","15","81090","77960"
"In post","2021","Analysis","Department for Transport","SEO/HEO","HEO","135","135","32940","33990"
"In post","2021","Analysis","Department for Transport","SEO/HEO","SEO","80","75","42550","42590"
"In post","2021","Analysis","Department for Work and Pensions","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","EO","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","G6/G7","G7","15","15","60040","59150"
"In post","2021","Analysis","Department for Work and Pensions","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","EO","EO","15","15","27030","27270"
"In post","2021","Analysis","Department of Health and Social Care","G6/G7","G6","60","60","66620","66230"
"In post","2021","Analysis","Department of Health and Social Care","G6/G7","G7","155","150","53550","53360"
"In post","2021","Analysis","Department of Health and Social Care","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","SEO/HEO","HEO","35","30","31760","32790"
"In post","2021","Analysis","Department of Health and Social Care","SEO/HEO","SEO","20","15","40340","40650"
"In post","2021","Analysis","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","SEO/HEO","HEO","15","15","33400","32940"
"In post","2021","Analysis","Food Standards Agency","SEO/HEO","SEO","10","10","41020","40960"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","G6/G7","G6","15","15","73960","74400"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","G6/G7","G7","20","20","61220","59640"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","25","25","49990","48880"
"In post","2021","Analysis","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","AA/AO","AO","10","10","23540","24120"
"In post","2021","Analysis","HM Revenue and Customs","EO","EO","40","35","28240","29570"
"In post","2021","Analysis","HM Revenue and Customs","G6/G7","G6","55","55","68010","71290"
"In post","2021","Analysis","HM Revenue and Customs","G6/G7","G7","190","180","54400","54990"
"In post","2021","Analysis","HM Revenue and Customs","SCS level","SCS level","15","15","81260","79170"
"In post","2021","Analysis","HM Revenue and Customs","SEO/HEO","HEO","220","215","34300","36160"
"In post","2021","Analysis","HM Revenue and Customs","SEO/HEO","SEO","160","155","39560","38630"
"In post","2021","Analysis","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","EO","EO","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury","G6/G7","G6","25","25","71930","66410"
"In post","2021","Analysis","HM Treasury","G6/G7","G7","55","55","56220","55530"
"In post","2021","Analysis","HM Treasury","SCS level","SCS level","15","15","92860","76270"
"In post","2021","Analysis","HM Treasury","SEO/HEO","HEO","45","45","34400","32640"
"In post","2021","Analysis","HM Treasury","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","AA/AO","AO","10","10","21210","20920"
"In post","2021","Analysis","Ministry of Defence","EO","EO","50","50","28140","27850"
"In post","2021","Analysis","Ministry of Defence","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","G6/G7","G7","215","205","50020","46130"
"In post","2021","Analysis","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","SEO/HEO","HEO","165","160","31540","28660"
"In post","2021","Analysis","Ministry of Defence","SEO/HEO","SEO","200","190","39280","37320"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","EO","EO","20","20","29320","27850"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G6/G7","G6","25","25","67370","67070"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G6/G7","G7","70","70","55060","53130"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","60","60","32970","33210"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","25","25","42160","42980"
"In post","2021","Analysis","Ministry of Justice","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","EO","EO","50","50","26110","26410"
"In post","2021","Analysis","Ministry of Justice","G6/G7","G7","140","130","60320","58130"
"In post","2021","Analysis","Ministry of Justice","SCS level","SCS level","10","10","84050","83690"
"In post","2021","Analysis","Ministry of Justice","SEO/HEO","HEO","95","95","33570","33930"
"In post","2021","Analysis","Ministry of Justice","SEO/HEO","SEO","115","110","41720","40480"
"In post","2021","Analysis","Office for Standards in Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","EO","EO","20","20","26090","25880"
"In post","2021","Analysis","Office for Standards in Education","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","G6/G7","G7","20","20","60860","59810"
"In post","2021","Analysis","Office for Standards in Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","SEO/HEO","HEO","60","60","32660","32010"
"In post","2021","Analysis","Office for Standards in Education","SEO/HEO","SEO","40","40","40510","39850"
"In post","2021","Analysis","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","EO","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","G6/G7","G7","35","30","57680","56070"
"In post","2021","Analysis","Office of Gas and Electricity Markets","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","SEO/HEO","HEO","10","10","35050","34960"
"In post","2021","Analysis","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","G6/G7","G7","20","20","58410","57070"
"In post","2021","Analysis","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Analysis","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Scottish Government","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","AA/AO","AO","65","60","19490","19130"
"In post","2021","Analysis","United Kingdom Statistics Authority","EO","EO","195","175","24160","23050"
"In post","2021","Analysis","United Kingdom Statistics Authority","G6/G7","G6","65","65","61010","59020"
"In post","2021","Analysis","United Kingdom Statistics Authority","G6/G7","G7","290","280","50850","49120"
"In post","2021","Analysis","United Kingdom Statistics Authority","SCS level","SCS level","35","35","86020","74890"
"In post","2021","Analysis","United Kingdom Statistics Authority","SEO/HEO","HEO","595","575","30610","29540"
"In post","2021","Analysis","United Kingdom Statistics Authority","SEO/HEO","SEO","460","440","37480","37020"
"In post","2021","Analysis","Wales Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","SEO/HEO","HEO","10","10","43460","44620"
"In post","2021","Analysis","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","SEO/HEO","SEO","10","10","39430","38360"
"In post","2021","Commercial","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","EO","EO","25","25","27240","27500"
"In post","2021","Commercial","Cabinet Office","G6/G7","G6","320","315","76980","73310"
"In post","2021","Commercial","Cabinet Office","G6/G7","G7","475","470","54150","54700"
"In post","2021","Commercial","Cabinet Office","SCS level","SCS level","480","470","93150","74000"
"In post","2021","Commercial","Cabinet Office","SEO/HEO","HEO","35","35","34520","34550"
"In post","2021","Commercial","Cabinet Office","SEO/HEO","SEO","80","80","39750","40580"
"In post","2021","Commercial","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","EO","EO","20","20","26100","25630"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","G6","30","30","62250","60490"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","G7","80","75","49630","47960"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","50","45","33080","32730"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","70","65","40280","39650"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","G7","10","10","55210","51730"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","EO","EO","15","15","26110","25000"
"In post","2021","Commercial","Department for Education","G6/G7","G6","10","10","63610","63390"
"In post","2021","Commercial","Department for Education","G6/G7","G7","40","40","51810","50630"
"In post","2021","Commercial","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","SEO/HEO","HEO","40","40","30470","30090"
"In post","2021","Commercial","Department for Education","SEO/HEO","SEO","90","90","38940","38000"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","AO","20","15","22710","22710"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","EO","EO","20","20","26750","25230"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","G6","10","10","62840","64500"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","G7","25","25","49390","49020"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","45","40","30510","30110"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","85","80","38260","37480"
"In post","2021","Commercial","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","SEO/HEO","SEO","15","15","39190","38540"
"In post","2021","Commercial","Department for Transport","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Transport","AA/AO","AO","30","25","21690","21590"
"In post","2021","Commercial","Department for Transport","EO","EO","50","45","26080","26700"
"In post","2021","Commercial","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","G6/G7","G7","15","15","54470","53610"
"In post","2021","Commercial","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","SEO/HEO","HEO","50","50","32160","32020"
"In post","2021","Commercial","Department for Transport","SEO/HEO","SEO","45","45","41770","42040"
"In post","2021","Commercial","Department for Work and Pensions","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","EO","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","G6/G7","G7","10","10","55050","53430"
"In post","2021","Commercial","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","EO","EO","20","20","26490","27270"
"In post","2021","Commercial","Department of Health and Social Care","G6/G7","G6","15","15","66650","66230"
"In post","2021","Commercial","Department of Health and Social Care","G6/G7","G7","45","45","52670","53360"
"In post","2021","Commercial","Department of Health and Social Care","SCS level","SCS level","35","35","82680","74730"
"In post","2021","Commercial","Department of Health and Social Care","SEO/HEO","HEO","35","35","29640","28970"
"In post","2021","Commercial","Department of Health and Social Care","SEO/HEO","SEO","80","80","39800","40650"
"In post","2021","Commercial","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","AA/AO","AO","20","20","23980","22850"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","EO","EO","20","20","26940","26120"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","G6/G7","G6","15","15","71750","70470"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","G6/G7","G7","40","35","54530","54110"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","30","30","33090","33930"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","50","50","41870","41200"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","EO","EO","25","25","26020","25560"
"In post","2021","Commercial","HM Revenue and Customs","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","G6/G7","G7","15","15","52710","52580"
"In post","2021","Commercial","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","SEO/HEO","HEO","40","35","32170","31810"
"In post","2021","Commercial","HM Revenue and Customs","SEO/HEO","SEO","45","45","39240","38630"
"In post","2021","Commercial","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","HM Treasury","SEO/HEO","SEO","5","5","[c]","[c]"
