"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","G6/G7","10","[c]","70880","64570"
"Leaver CS","2021","50-59","Unknown","Unknown","SCS level","15","[c]","126010","122500"
"Leaver CS","2021","50-59","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinarian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Outside London","SEO/HEO","20","[c]","37130","35960"
"Leaver CS","2021","60-64","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Outside London","EO","15","[c]","28130","28020"
"Leaver CS","2021","60-64","Digital, Data and Technology","Outside London","G6/G7","15","[c]","60480","58380"
"Leaver CS","2021","60-64","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Outside London","SEO/HEO","15","[c]","37430","36780"
"Leaver CS","2021","60-64","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Outside London","G6/G7","15","[c]","61110","59630"
"Leaver CS","2021","60-64","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Outside London","SEO/HEO","25","[c]","41960","40580"
"Leaver CS","2021","60-64","Human Resources","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","London","SEO/HEO","10","[c]","40220","39730"
"Leaver CS","2021","60-64","Human Resources","Outside London","AA/AO","15","[c]","21100","21130"
"Leaver CS","2021","60-64","Human Resources","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Outside London","SEO/HEO","15","[c]","38010","36100"
"Leaver CS","2021","60-64","Inspector of Education and Training","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","London","G6/G7","15","[c]","67530","67950"
"Leaver CS","2021","60-64","Legal","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Outside London","G6/G7","40","[c]","59710","57320"
"Leaver CS","2021","60-64","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Outside London","SEO/HEO","20","[c]","46700","45860"
"Leaver CS","2021","60-64","Medicine","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Outside London","SCS level","15","[c]","110400","110680"
"Leaver CS","2021","60-64","Medicine","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","London","AA/AO","55","[c]","23260","23400"
"Leaver CS","2021","60-64","Operational Delivery","London","EO","35","[c]","29750","29500"
"Leaver CS","2021","60-64","Operational Delivery","London","G6/G7","15","[c]","63990","61590"
"Leaver CS","2021","60-64","Operational Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","London","SEO/HEO","35","[c]","41460","40900"
"Leaver CS","2021","60-64","Operational Delivery","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Outside London","AA/AO","475","[c]","20330","20100"
"Leaver CS","2021","60-64","Operational Delivery","Outside London","EO","165","[c]","27740","27130"
"Leaver CS","2021","60-64","Operational Delivery","Outside London","G6/G7","45","[c]","62290","58970"
"Leaver CS","2021","60-64","Operational Delivery","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Outside London","SEO/HEO","155","[c]","37380","35230"
"Leaver CS","2021","60-64","Operational Delivery","Outside London","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Outside London","AA/AO","95","[c]","20950","21090"
"Leaver CS","2021","60-64","Other","Outside London","EO","70","[c]","28060","28440"
"Leaver CS","2021","60-64","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Outside London","SEO/HEO","70","[c]","36080","34580"
"Leaver CS","2021","60-64","Other","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Unknown","Unknown","35","[c]","42950","37300"
"Leaver CS","2021","60-64","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectors","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectors","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","London","G6/G7","15","[c]","60100","58800"
"Leaver CS","2021","60-64","Policy","London","SCS level","10","[c]","94000","82350"
"Leaver CS","2021","60-64","Policy","London","SEO/HEO","15","[c]","39030","39320"
"Leaver CS","2021","60-64","Policy","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Outside London","G6/G7","15","[c]","59330","60830"
"Leaver CS","2021","60-64","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Outside London","SEO/HEO","20","[c]","36840","37100"
"Leaver CS","2021","60-64","Policy","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Outside London","G6/G7","20","[c]","56610","55680"
"Leaver CS","2021","60-64","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Outside London","SEO/HEO","35","[c]","38630","39510"
"Leaver CS","2021","60-64","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Outside London","AA/AO","10","[c]","18870","18620"
"Leaver CS","2021","60-64","Property","Outside London","EO","25","[c]","27050","26500"
"Leaver CS","2021","60-64","Property","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Outside London","SEO/HEO","35","[c]","36760","35010"
"Leaver CS","2021","60-64","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Outside London","AA/AO","15","[c]","21340","21620"
"Leaver CS","2021","60-64","Science and Engineering","Outside London","EO","15","[c]","25970","25360"
"Leaver CS","2021","60-64","Science and Engineering","Outside London","G6/G7","20","[c]","56620","55920"
"Leaver CS","2021","60-64","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Outside London","SEO/HEO","30","[c]","38960","39210"
"Leaver CS","2021","60-64","Science and Engineering","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Outside London","AA/AO","60","[c]","28820","21580"
"Leaver CS","2021","60-64","Security","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","London","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","London","EO","75","[c]","30510","30660"
"Leaver CS","2021","60-64","Unknown","London","G6/G7","55","[c]","61750","60880"
"Leaver CS","2021","60-64","Unknown","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","London","SEO/HEO","75","[c]","41430","40820"
"Leaver CS","2021","60-64","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Outside London","AA/AO","800","[c]","21020","21010"
"Leaver CS","2021","60-64","Unknown","Outside London","EO","650","[c]","27470","27570"
"Leaver CS","2021","60-64","Unknown","Outside London","G6/G7","155","[c]","62520","61010"
"Leaver CS","2021","60-64","Unknown","Outside London","SCS level","15","[c]","93840","83230"
"Leaver CS","2021","60-64","Unknown","Outside London","SEO/HEO","470","[c]","36580","34290"
"Leaver CS","2021","60-64","Unknown","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinarian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Outside London","EO","10","[c]","28540","27490"
"Leaver CS","2021","65+","Digital, Data and Technology","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Outside London","SEO/HEO","15","[c]","36490","35210"
"Leaver CS","2021","65+","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","London","G6/G7","10","[c]","56170","56930"
"Leaver CS","2021","65+","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Outside London","G6/G7","20","[c]","55320","55610"
"Leaver CS","2021","65+","Legal","Outside London","SEO/HEO","10","[c]","48030","46530"
"Leaver CS","2021","65+","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","London","AA/AO","80","[c]","22520","23200"
"Leaver CS","2021","65+","Operational Delivery","London","EO","30","[c]","29580","29370"
"Leaver CS","2021","65+","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","London","SEO/HEO","20","[c]","40680","40350"
"Leaver CS","2021","65+","Operational Delivery","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Outside London","AA/AO","600","[c]","19950","20100"
"Leaver CS","2021","65+","Operational Delivery","Outside London","EO","150","[c]","27010","26780"
"Leaver CS","2021","65+","Operational Delivery","Outside London","G6/G7","15","[c]","57480","58370"
"Leaver CS","2021","65+","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Outside London","SEO/HEO","95","[c]","39490","34150"
"Leaver CS","2021","65+","Operational Delivery","Outside London","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Outside London","AA/AO","125","[c]","20690","20720"
"Leaver CS","2021","65+","Other","Outside London","EO","40","[c]","26850","26930"
"Leaver CS","2021","65+","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Outside London","SEO/HEO","45","[c]","36250","35550"
"Leaver CS","2021","65+","Other","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning","London","EO","[c]","[c]","[c]","[c]"
