"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Tax","London","G6/G7","70","70","58430","59160"
"In post","2021","20-29","Tax","London","SEO/HEO","140","140","36660","36160"
"In post","2021","20-29","Tax","Outside London","AA/AO","1630","1565","20140","20140"
"In post","2021","20-29","Tax","Outside London","EO","955","945","25360","25560"
"In post","2021","20-29","Tax","Outside London","G6/G7","220","215","52800","52580"
"In post","2021","20-29","Tax","Outside London","SEO/HEO","655","655","32180","31810"
"In post","2021","20-29","Unknown","London","AA/AO","340","340","24880","25110"
"In post","2021","20-29","Unknown","London","EO","1745","1730","30220","31060"
"In post","2021","20-29","Unknown","London","G6/G7","560","555","56530","54700"
"In post","2021","20-29","Unknown","London","SCS level","20","20","67200","65620"
"In post","2021","20-29","Unknown","London","SEO/HEO","2095","2090","33220","32120"
"In post","2021","20-29","Unknown","Outside London","AA/AO","4835","4695","21190","21010"
"In post","2021","20-29","Unknown","Outside London","EO","5655","5585","27470","27570"
"In post","2021","20-29","Unknown","Outside London","G6/G7","130","130","52740","52480"
"In post","2021","20-29","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Outside London","SEO/HEO","1790","1780","33130","31990"
"In post","2021","20-29","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","AA/AO","35","35","21590","21010"
"In post","2021","20-29","Unknown","Unknown","EO","90","90","27500","27570"
"In post","2021","20-29","Unknown","Unknown","G6/G7","20","20","54620","54700"
"In post","2021","20-29","Unknown","Unknown","SEO/HEO","345","345","31000","31990"
"In post","2021","20-29","Veterinarian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","London","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","London","EO","20","20","28400","29350"
"In post","2021","30-39","Commercial","London","G6/G7","45","45","61130","59720"
"In post","2021","30-39","Commercial","London","SCS level","10","10","74260","72850"
"In post","2021","30-39","Commercial","London","SEO/HEO","100","95","41600","40650"
"In post","2021","30-39","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Outside London","AA/AO","25","25","21910","21590"
"In post","2021","30-39","Commercial","Outside London","EO","120","110","25180","26120"
"In post","2021","30-39","Commercial","Outside London","G6/G7","150","150","52130","51070"
"In post","2021","30-39","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Outside London","SEO/HEO","720","690","35980","35420"
"In post","2021","30-39","Commercial","Outside London","Unknown","55","55","37310","37400"
"In post","2021","30-39","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","London","EO","35","35","28300","27690"
"In post","2021","30-39","Communications","London","G6/G7","280","275","58040","57430"
"In post","2021","30-39","Communications","London","SCS level","15","15","88650","81140"
"In post","2021","30-39","Communications","London","SEO/HEO","350","345","40210","40530"
"In post","2021","30-39","Communications","Outside London","AA/AO","30","25","21490","21140"
"In post","2021","30-39","Communications","Outside London","EO","85","80","26120","26470"
"In post","2021","30-39","Communications","Outside London","G6/G7","60","60","54060","52580"
"In post","2021","30-39","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Outside London","SEO/HEO","295","285","35930","36030"
"In post","2021","30-39","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","London","G6/G7","20","20","61120","62220"
"In post","2021","30-39","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","London","EO","15","15","28200","28780"
"In post","2021","30-39","Counter Fraud","London","G6/G7","25","25","62030","59660"
"In post","2021","30-39","Counter Fraud","London","SEO/HEO","75","75","37800","40000"
"In post","2021","30-39","Counter Fraud","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Outside London","EO","30","25","25570","25310"
"In post","2021","30-39","Counter Fraud","Outside London","SEO/HEO","40","40","35330","34390"
"In post","2021","30-39","Digital, Data and Technology","London","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","London","EO","55","55","28870","28760"
"In post","2021","30-39","Digital, Data and Technology","London","G6/G7","380","375","61130","59980"
"In post","2021","30-39","Digital, Data and Technology","London","SCS level","25","25","83220","80000"
"In post","2021","30-39","Digital, Data and Technology","London","SEO/HEO","365","360","39820","40070"
"In post","2021","30-39","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Outside London","AA/AO","80","80","21480","21590"
"In post","2021","30-39","Digital, Data and Technology","Outside London","EO","435","425","26930","26470"
"In post","2021","30-39","Digital, Data and Technology","Outside London","G6/G7","505","495","54430","52580"
"In post","2021","30-39","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Outside London","SEO/HEO","1445","1415","36550","36500"
"In post","2021","30-39","Digital, Data and Technology","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Economics","London","G6/G7","350","335","60640","59140"
"In post","2021","30-39","Economics","London","SCS level","25","25","78070","75780"
"In post","2021","30-39","Economics","London","SEO/HEO","60","60","38630","38600"
"In post","2021","30-39","Economics","Outside London","EO","5","5","[c]","[c]"
"In post","2021","30-39","Economics","Outside London","G6/G7","50","50","53990","52580"
"In post","2021","30-39","Economics","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Economics","Outside London","SEO/HEO","30","25","36460","34950"
"In post","2021","30-39","Economics","Overseas","G6/G7","25","25","56400","55620"
"In post","2021","30-39","Economics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","London","AA/AO","10","10","24260","24120"
"In post","2021","30-39","Finance","London","EO","45","40","28060","27710"
"In post","2021","30-39","Finance","London","G6/G7","285","280","61330","59730"
"In post","2021","30-39","Finance","London","SCS level","30","30","80020","76070"
"In post","2021","30-39","Finance","London","SEO/HEO","200","195","38790","39080"
"In post","2021","30-39","Finance","Outside London","AA/AO","125","110","21030","20920"
"In post","2021","30-39","Finance","Outside London","EO","250","230","26010","26200"
"In post","2021","30-39","Finance","Outside London","G6/G7","265","260","54910","52580"
"In post","2021","30-39","Finance","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","Finance","Outside London","SEO/HEO","650","625","36490","36780"
"In post","2021","30-39","Finance","Outside London","Unknown","35","35","37900","39480"
"In post","2021","30-39","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","London","AA/AO","15","15","24270","23800"
"In post","2021","30-39","Human Resources","London","EO","65","65","28240","28230"
"In post","2021","30-39","Human Resources","London","G6/G7","185","180","60780","59220"
"In post","2021","30-39","Human Resources","London","SCS level","20","20","78770","74580"
"In post","2021","30-39","Human Resources","London","SEO/HEO","235","230","38580","37990"
"In post","2021","30-39","Human Resources","Outside London","AA/AO","230","205","21340","20920"
"In post","2021","30-39","Human Resources","Outside London","EO","235","220","26240","26670"
"In post","2021","30-39","Human Resources","Outside London","G6/G7","165","160","53880","52580"
"In post","2021","30-39","Human Resources","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Outside London","SEO/HEO","565","535","34680","33300"
"In post","2021","30-39","Human Resources","Outside London","Unknown","10","10","37220","38840"
"In post","2021","30-39","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Inspector of Education and Training","London","G6/G7","15","15","74000","75500"
"In post","2021","30-39","Inspector of Education and Training","London","SEO/HEO","10","10","49840","51360"
"In post","2021","30-39","Inspector of Education and Training","Outside London","G6/G7","20","20","75180","75500"
"In post","2021","30-39","Inspector of Education and Training","Outside London","SEO/HEO","30","30","50200","51360"
"In post","2021","30-39","Intelligence Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Intelligence Analysis","London","EO","100","90","29450","29080"
"In post","2021","30-39","Intelligence Analysis","London","G6/G7","85","85","59450","59160"
"In post","2021","30-39","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Intelligence Analysis","London","SEO/HEO","165","165","39480","37640"
"In post","2021","30-39","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Intelligence Analysis","Outside London","AA/AO","15","10","21270","21430"
"In post","2021","30-39","Intelligence Analysis","Outside London","EO","275","260","26360","25560"
"In post","2021","30-39","Intelligence Analysis","Outside London","G6/G7","35","35","52820","52580"
"In post","2021","30-39","Intelligence Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Intelligence Analysis","Outside London","SEO/HEO","195","190","33870","33000"
"In post","2021","30-39","Intelligence Analysis","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Intelligence Analysis","Overseas","SEO/HEO","25","25","36140","34770"
"In post","2021","30-39","Intelligence Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","London","G6/G7","15","15","58240","57200"
"In post","2021","30-39","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","London","SEO/HEO","15","15","38380","38600"
"In post","2021","30-39","Internal Audit","Outside London","EO","10","10","26920","26670"
"In post","2021","30-39","Internal Audit","Outside London","G6/G7","25","20","52700","49930"
"In post","2021","30-39","Internal Audit","Outside London","SEO/HEO","75","70","37810","38630"
"In post","2021","30-39","International Trade","London","EO","10","10","28500","29160"
"In post","2021","30-39","International Trade","London","G6/G7","195","190","55560","51970"
"In post","2021","30-39","International Trade","London","SCS level","30","30","73730","72600"
"In post","2021","30-39","International Trade","London","SEO/HEO","90","90","36360","38160"
"In post","2021","30-39","International Trade","Outside London","EO","10","10","[c]","[c]"
"In post","2021","30-39","International Trade","Outside London","G6/G7","15","15","51740","51970"
"In post","2021","30-39","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","International Trade","Outside London","SEO/HEO","30","30","33190","31810"
"In post","2021","30-39","International Trade","Overseas","G6/G7","35","35","56590","55790"
"In post","2021","30-39","International Trade","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","International Trade","Overseas","SEO/HEO","15","15","38090","38770"
"In post","2021","30-39","Knowledge and Information Management","London","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Knowledge and Information Management","London","EO","20","15","28240","28310"
"In post","2021","30-39","Knowledge and Information Management","London","G6/G7","45","40","57260","54230"
