"Status","Year","Ethnicity","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Office for Standards in Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","Female","45","45","45660","45990"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","Male","40","40","47200","39880"
"In post","2021","Asian","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","London","Female","10","10","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","London","Male","10","10","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","London","Female","5","5","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","London","Male","5","5","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Outside London","Female","95","90","35560","32140"
"In post","2021","Asian","Scottish Government","Outside London","Male","85","85","37230","33620"
"In post","2021","Asian","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","London","Female","30","25","[c]","[c]"
"In post","2021","Asian","The National Archives","London","Male","15","15","[c]","[c]"
"In post","2021","Asian","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","London","Female","25","25","[c]","[c]"
"In post","2021","Asian","UK Export Finance","London","Male","40","40","50040","46640"
"In post","2021","Asian","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","London","Female","15","15","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","London","Male","10","10","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Outside London","Female","55","50","30060","29540"
"In post","2021","Asian","United Kingdom Statistics Authority","Outside London","Male","50","45","28270","23520"
"In post","2021","Asian","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Asian","Welsh Government","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Asian","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","London","Female","315","300","39850","31640"
"In post","2021","Black","Attorney General's Departments","London","Male","125","120","42350","32960"
"In post","2021","Black","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Outside London","Female","90","85","39560","33900"
"In post","2021","Black","Attorney General's Departments","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","London","Female","155","155","40660","35590"
"In post","2021","Black","Cabinet Office","London","Male","80","80","45860","40600"
"In post","2021","Black","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Black","Cabinet Office","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Black","Cabinet Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","London","Female","10","10","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","London","Male","10","10","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","London","Female","25","25","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","London","Male","10","10","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","London","Female","205","205","39760","35350"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","London","Male","105","105","42630","40050"
