"Status","Year","Age","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Department for Education","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Development","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Development","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport (excl. agencies)","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport (excl. agencies)","Department for Transport","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","515","[c]","25130","25110"
"Leaver CS","2021","65+","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","265","[c]","26100","26120"
"Leaver CS","2021","65+","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Disclosure Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Disclosure Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Driver and Vehicle Licensing Agency","Department for Transport","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Driver and Vehicle Licensing Agency","Department for Transport","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Driver and Vehicle Standards Agency","Department for Transport","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Driver and Vehicle Standards Agency","Department for Transport","Male","55","[c]","27590","26780"
"Leaver CS","2021","65+","Education and Skills Funding Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Education Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","FCDO Services","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","FCDO Services","Foreign, Commonwealth and Development Office","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Food Standards Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Forestry and Land Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Forestry and Land Scotland","Scottish Government","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Government Legal Department","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Government Legal Department","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","Department for Work and Pensions","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","Department for Work and Pensions","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","Ministry of Justice","Female","145","[c]","20860","20100"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","Ministry of Justice","Male","120","[c]","20520","19930"
"Leaver CS","2021","65+","HM Land Registry","HM Land Registry","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","HM Land Registry","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","Ministry of Justice","Female","155","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Prison and Probation Service","Ministry of Justice","Male","245","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","420","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","275","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury (excl. agencies)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury (excl. agencies)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","Home Office","Female","90","[c]","25610","21430"
"Leaver CS","2021","65+","Home Office (incl. agencies)","Home Office","Male","70","[c]","29730","27240"
"Leaver CS","2021","65+","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal Aid Agency","Ministry of Justice","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Maritime and Coastguard Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Maritime and Coastguard Agency","Department for Transport","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Met Office","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","130","[c]","25860","21580"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","320","[c]","29410","25950"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","National Crime Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Records of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Records of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of the Public Guardian","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of the Public Guardian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Public Health England","Department of Health and Social Care","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Public Health England","Department of Health and Social Care","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Royal Fleet Auxiliary","Ministry of Defence","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Courts and Tribunals Service","Scottish Government","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Courts and Tribunals Service","Scottish Government","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Forestry","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Forestry","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government (excl. agencies)","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government (excl. agencies)","Scottish Government","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Prison Service","Scottish Government","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Prison Service","Scottish Government","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Submarine Delivery Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Hydrographic Office","Ministry of Defence","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
