"Status","Year","Ethnicity","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other ethnicity","HM Courts and Tribunals Service","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Prison and Probation Service","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal Aid Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal Aid Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal Aid Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Maritime and Coastguard Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Met Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Met Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
