"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Chancellor's other departments","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","EO","Female","5","5","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G7","Male","5","5","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","HEO","Female","5","5","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","HEO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","Female","15","15","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6","Female","10","10","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6","Male","10","10","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G7","Female","10","10","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G7","Male","10","10","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","HEO","Female","20","20","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","HEO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO","Male","5","5","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AO","Female","55","45","22470","20880"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AO","Male","25","25","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","Female","60","60","27490","27680"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","Male","60","60","27720","27680"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6","Female","20","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6","Male","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G7","Female","70","70","54940","53600"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G7","Male","60","60","55140","53600"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","HEO","Female","105","105","34120","33640"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","HEO","Male","80","75","33910","33570"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Female","15","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO","Female","80","80","41220","40140"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO","Male","60","60","42540","40220"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","Female","10","10","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G7","Female","30","25","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G7","Male","15","15","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","HEO","Female","25","25","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","HEO","Male","25","25","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","AO","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","EO","Female","70","65","26760","26000"
"In post","2021","Asian","Department for Education","EO","Male","65","65","26270","25000"
"In post","2021","Asian","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","G6","Female","25","25","[c]","[c]"
"In post","2021","Asian","Department for Education","G6","Male","15","15","[c]","[c]"
"In post","2021","Asian","Department for Education","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","G7","Female","75","75","52320","52710"
"In post","2021","Asian","Department for Education","G7","Male","55","55","52040","50630"
"In post","2021","Asian","Department for Education","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","HEO","Female","115","115","31980","32300"
"In post","2021","Asian","Department for Education","HEO","Male","60","60","31610","30250"
"In post","2021","Asian","Department for Education","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","SEO","Female","105","100","39460","40230"
"In post","2021","Asian","Department for Education","SEO","Male","95","95","39260","38270"
"In post","2021","Asian","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AO","Female","40","35","22180","21050"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AO","Male","20","20","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","Female","50","50","27630","28170"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","Male","25","25","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6","Female","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G7","Female","20","20","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G7","Male","25","25","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","HEO","Female","45","45","33090","33120"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","HEO","Male","35","35","32670","32560"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO","Female","30","30","39290","39420"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO","Male","35","35","38780","38750"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","Female","15","15","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","Male","15","15","[c]","[c]"
"In post","2021","Asian","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G6","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G7","Female","25","25","[c]","[c]"
"In post","2021","Asian","Department for International Trade","G7","Male","30","30","51920","51970"
"In post","2021","Asian","Department for International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","HEO","Female","25","25","[c]","[c]"
"In post","2021","Asian","Department for International Trade","HEO","Male","25","25","[c]","[c]"
"In post","2021","Asian","Department for International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SEO","Female","25","25","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SEO","Male","25","25","[c]","[c]"
"In post","2021","Asian","Department for International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","AA","Female","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","AO","Female","35","30","22320","21590"
"In post","2021","Asian","Department for Transport","AO","Male","35","35","25470","24260"
"In post","2021","Asian","Department for Transport","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","EO","Female","40","40","29340","30270"
"In post","2021","Asian","Department for Transport","EO","Male","75","75","28740","29730"
"In post","2021","Asian","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","G6","Female","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport","G6","Male","20","20","[c]","[c]"
"In post","2021","Asian","Department for Transport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","G7","Female","40","35","54290","54760"
"In post","2021","Asian","Department for Transport","G7","Male","45","45","59580","55360"
"In post","2021","Asian","Department for Transport","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","HEO","Female","50","50","34390","34710"
"In post","2021","Asian","Department for Transport","HEO","Male","60","60","34560","35060"
"In post","2021","Asian","Department for Transport","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport","SEO","Female","35","35","42160","42680"
"In post","2021","Asian","Department for Transport","SEO","Male","55","55","48260","45000"
"In post","2021","Asian","Department for Transport","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","AA","Female","20","15","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","AA","Male","15","10","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","AO","Female","1370","1065","21950","21010"
"In post","2021","Asian","Department for Work and Pensions","AO","Male","835","790","21550","21010"
"In post","2021","Asian","Department for Work and Pensions","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","EO","Female","2670","2360","29150","28160"
"In post","2021","Asian","Department for Work and Pensions","EO","Male","1840","1805","28800","27570"
"In post","2021","Asian","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","G6","Female","10","10","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","G6","Male","10","10","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","G7","Female","45","45","54650","54070"
"In post","2021","Asian","Department for Work and Pensions","G7","Male","45","45","54500","54070"
"In post","2021","Asian","Department for Work and Pensions","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","HEO","Female","225","210","35280","36650"
"In post","2021","Asian","Department for Work and Pensions","HEO","Male","150","145","34750","34290"
"In post","2021","Asian","Department for Work and Pensions","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions","SEO","Female","75","75","39680","39960"
"In post","2021","Asian","Department for Work and Pensions","SEO","Male","80","80","45980","40310"
"In post","2021","Asian","Department for Work and Pensions","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","AA","Female","20","15","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","AA","Male","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","AO","Female","85","75","22260","22830"
"In post","2021","Asian","Department of Health and Social Care","AO","Male","35","35","22240","23180"
"In post","2021","Asian","Department of Health and Social Care","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","EO","Female","160","150","26930","27270"
"In post","2021","Asian","Department of Health and Social Care","EO","Male","60","60","26750","27150"
"In post","2021","Asian","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","G6","Female","30","30","67700","66560"
"In post","2021","Asian","Department of Health and Social Care","G6","Male","25","25","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","G7","Female","90","90","54000","53620"
"In post","2021","Asian","Department of Health and Social Care","G7","Male","70","70","54450","53830"
"In post","2021","Asian","Department of Health and Social Care","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","HEO","Female","185","180","32440","32790"
"In post","2021","Asian","Department of Health and Social Care","HEO","Male","80","80","33190","32960"
"In post","2021","Asian","Department of Health and Social Care","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","SCS level","Female","60","55","105710","101490"
"In post","2021","Asian","Department of Health and Social Care","SCS level","Male","35","30","100750","93000"
"In post","2021","Asian","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care","SEO","Female","130","125","40680","40650"
"In post","2021","Asian","Department of Health and Social Care","SEO","Male","75","75","40860","40650"
"In post","2021","Asian","Department of Health and Social Care","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","SCS level","Female","[c]","[c]","[c]","[c]"
