"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","EO","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","HEO","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","HEO","Male","35","[c]","34520","33630"
"Leaver CS","2021","Undeclared","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland Office","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland Office","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland Office","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland Office","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland Office","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","G7","Female","[c]","[c]","[c]","[c]"
