"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Other Cabinet Office Agencies","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","EO","EO","85","85","23420","22230"
"In post","2021","Unknown","Other Cabinet Office Agencies","G6/G7","G6","30","30","62190","61090"
"In post","2021","Unknown","Other Cabinet Office Agencies","G6/G7","G7","100","100","49600","48420"
"In post","2021","Unknown","Other Cabinet Office Agencies","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SEO/HEO","HEO","135","130","28880","28070"
"In post","2021","Unknown","Other Cabinet Office Agencies","SEO/HEO","SEO","150","145","36410","35420"
"In post","2021","Unknown","Scotland Office","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Scotland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","EO","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Scottish Government","AA/AO","AA","1085","975","21000","20810"
"In post","2021","Unknown","Scottish Government","AA/AO","AO","2300","2170","23950","24110"
"In post","2021","Unknown","Scottish Government","EO","EO","3205","3025","31040","30930"
"In post","2021","Unknown","Scottish Government","G6/G7","G6","395","385","72000","73940"
"In post","2021","Unknown","Scottish Government","G6/G7","G7","685","655","56410","56120"
"In post","2021","Unknown","Scottish Government","SCS level","SCS level","65","65","90240","83230"
"In post","2021","Unknown","Scottish Government","SEO/HEO","HEO","1480","1405","35320","35110"
"In post","2021","Unknown","Scottish Government","SEO/HEO","SEO","1130","1045","44530","45190"
"In post","2021","Unknown","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","AA/AO","AO","30","25","21830","21490"
"In post","2021","Unknown","The National Archives","EO","EO","25","25","[c]","[c]"
"In post","2021","Unknown","The National Archives","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Unknown","The National Archives","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","Unknown","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","SEO/HEO","HEO","40","35","31510","30790"
"In post","2021","Unknown","The National Archives","SEO/HEO","SEO","40","40","42260","40500"
"In post","2021","Unknown","United Kingdom Statistics Authority","AA/AO","AA","175","110","20150","19130"
"In post","2021","Unknown","United Kingdom Statistics Authority","AA/AO","AO","460","365","19540","19130"
"In post","2021","Unknown","United Kingdom Statistics Authority","EO","EO","350","335","23630","23050"
"In post","2021","Unknown","United Kingdom Statistics Authority","G6/G7","G6","40","40","60730","60170"
"In post","2021","Unknown","United Kingdom Statistics Authority","G6/G7","G7","235","230","50970","49100"
"In post","2021","Unknown","United Kingdom Statistics Authority","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","SEO/HEO","HEO","585","570","30340","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","SEO/HEO","SEO","425","420","37030","36840"
"In post","2021","Unknown","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","EO","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","SEO/HEO","HEO","25","20","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Government","AA/AO","AO","95","85","22440","22160"
"In post","2021","Unknown","Welsh Government","EO","EO","65","65","28100","28850"
"In post","2021","Unknown","Welsh Government","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Unknown","Welsh Government","G6/G7","G7","50","45","58560","60830"
"In post","2021","Unknown","Welsh Government","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Welsh Government","SEO/HEO","HEO","65","65","35850","37410"
"In post","2021","Unknown","Welsh Government","SEO/HEO","SEO","45","45","44340","47000"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","AA/AO","AO","30","[c]","22000","21590"
"Leaver CS","2021","Declared disabled","Department for Transport","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
