"Status","Year","Ethnicity","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Attorney General's Departments","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","Heterosexual / straight","80","75","36230","29280"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","Heterosexual / straight","40","40","41890","43420"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","London","Heterosexual / straight","370","365","47410","41820"
"In post","2021","Asian","Cabinet Office","London","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Cabinet Office","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Cabinet Office","London","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","Heterosexual / straight","35","35","45650","37660"
"In post","2021","Asian","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","Heterosexual / straight","95","90","45060","36860"
"In post","2021","Asian","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","420","410","43500","40050"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","LGBO","25","25","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","Undeclared","30","30","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","Heterosexual / straight","40","40","32730","30690"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Heterosexual / straight","80","75","30020","26580"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","105","100","47370","42280"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","London","Heterosexual / straight","230","225","43990","40780"
"In post","2021","Asian","Department for Education","London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","London","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","Heterosexual / straight","65","65","35520","30320"
"In post","2021","Asian","Department for Education","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","West Midlands (England)","Heterosexual / straight","180","175","36590","35000"
"In post","2021","Asian","Department for Education","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","West Midlands (England)","Unknown","40","40","41820","39930"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","Heterosexual / straight","75","70","35470","30200"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
