"Status","Year","Function_of_post","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Department for Transport","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Westminster","London","380","370","46950","43360"
"In post","2021","Analysis","Department for Transport","Worcestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sefton","Outside London","25","25","41550","39390"
"In post","2021","Analysis","Department for Work and Pensions","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South and West Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Leeds","Outside London","85","85","47560","49530"
"In post","2021","Analysis","Department of Health and Social Care","Westminster","London","200","190","53940","53360"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","London","30","25","43150","40650"
"In post","2021","Analysis","Food Standards Agency","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Westminster","London","65","65","57940","58370"
"In post","2021","Analysis","HM Land Registry","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Croydon","London","5","5","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Camden and City of London","London","15","15","42310","36160"
"In post","2021","Analysis","HM Revenue and Customs","Croydon","London","30","30","47250","41760"
"In post","2021","Analysis","HM Revenue and Customs","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Greater Manchester South West","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Hackney and Newham","London","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Liverpool","Outside London","75","70","39900","38630"
"In post","2021","Analysis","HM Revenue and Customs","Manchester","Outside London","160","155","38680","34530"
"In post","2021","Analysis","HM Revenue and Customs","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Sefton","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Southend-on-Sea","Outside London","25","25","43620","38630"
"In post","2021","Analysis","HM Revenue and Customs","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Tower Hamlets","London","135","130","48300","41760"
"In post","2021","Analysis","HM Revenue and Customs","Tyneside","Outside London","15","15","45550","51000"
"In post","2021","Analysis","HM Revenue and Customs","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Westminster","London","190","185","47980","41760"
"In post","2021","Analysis","HM Treasury","Camden and City of London","London","25","25","69150","60930"
"In post","2021","Analysis","HM Treasury","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Westminster","London","125","125","50790","52680"
"In post","2021","Analysis","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","55","55","40630","38530"
"In post","2021","Analysis","Ministry of Defence","Buckinghamshire CC","Outside London","10","10","35540","33180"
"In post","2021","Analysis","Ministry of Defence","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Central Hampshire","Outside London","350","335","40800","37700"
"In post","2021","Analysis","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Portsmouth","Outside London","15","15","34150","31480"
"In post","2021","Analysis","Ministry of Defence","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Westminster","London","85","85","43990","40640"
"In post","2021","Analysis","Ministry of Defence","Wiltshire","Outside London","115","110","37690","37320"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Bristol, City of","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Westminster","London","190","190","46840","46510"
"In post","2021","Analysis","Ministry of Justice","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Leeds","Outside London","35","35","32360","30430"
"In post","2021","Analysis","Ministry of Justice","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Tower Hamlets","London","330","315","46840","41250"
"In post","2021","Analysis","Ministry of Justice","Westminster","London","35","30","44920","40480"
"In post","2021","Analysis","Office for Standards in Education","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Bristol, City of","Outside London","90","85","39150","32010"
"In post","2021","Analysis","Office for Standards in Education","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Manchester","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Westminster","London","35","35","45600","42850"
"In post","2021","Analysis","Office for Standards in Education","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Glasgow City","Outside London","10","10","54880","63750"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Tower Hamlets","London","55","55","54980","52000"
"In post","2021","Analysis","Office of Rail and Road","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Manchester","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Tower Hamlets","London","30","30","53850","55430"
"In post","2021","Analysis","Office of Rail and Road","York","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Scottish Government","City of Edinburgh","Outside London","25","25","38080","36780"
"In post","2021","Analysis","Scottish Government","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Westminster","London","25","25","44760","38200"
"In post","2021","Analysis","United Kingdom Statistics Authority","City of Edinburgh","Outside London","10","10","44440","45040"
"In post","2021","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","Outside London","1025","975","36210","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","South Hampshire","Outside London","440","420","37170","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Westminster","London","225","225","40680","32540"
"In post","2021","Analysis","Wales Office","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Birmingham","Outside London","15","15","53360","49810"
"In post","2021","Analysis","Water Services Regulation Authority","Camden and City of London","London","20","20","71600","71740"
"In post","2021","Analysis","Welsh Government","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Westminster","London","10","10","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","York","Outside London","10","10","41500","38180"
"In post","2021","Commercial","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","25","25","85380","82000"
"In post","2021","Commercial","Cabinet Office","Berkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Birmingham","Outside London","15","15","89790","74000"
"In post","2021","Commercial","Cabinet Office","Blackpool","Outside London","30","30","56540","49700"
"In post","2021","Commercial","Cabinet Office","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Buckinghamshire CC","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Central Hampshire","Outside London","30","25","68020","67960"
"In post","2021","Commercial","Cabinet Office","Coventry","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Croydon","London","20","15","70260","68170"
"In post","2021","Commercial","Cabinet Office","Darlington","Outside London","10","10","68480","66810"
"In post","2021","Commercial","Cabinet Office","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Glasgow City","Outside London","15","15","64460","67610"
"In post","2021","Commercial","Cabinet Office","Greater Manchester South West","Outside London","50","50","61190","53460"
"In post","2021","Commercial","Cabinet Office","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Leeds","Outside London","65","60","67060","64500"
"In post","2021","Commercial","Cabinet Office","Lewisham and Southwark","London","10","10","114770","126890"
"In post","2021","Commercial","Cabinet Office","Liverpool","Outside London","70","70","64390","55840"
"In post","2021","Commercial","Cabinet Office","Manchester","Outside London","35","35","62540","56520"
"In post","2021","Commercial","Cabinet Office","Monmouthshire and Newport","Outside London","15","15","55810","51670"
"In post","2021","Commercial","Cabinet Office","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Norwich and East Norfolk","Outside London","55","55","55100","52050"
"In post","2021","Commercial","Cabinet Office","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Portsmouth","Outside London","15","15","67990","64500"
"In post","2021","Commercial","Cabinet Office","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Sheffield","Outside London","40","40","61060","50760"
"In post","2021","Commercial","Cabinet Office","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","South Lanarkshire","Outside London","20","20","65780","62130"
"In post","2021","Commercial","Cabinet Office","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Telford and Wrekin","Outside London","10","10","70410","54400"
"In post","2021","Commercial","Cabinet Office","Tower Hamlets","London","100","95","53630","54700"
"In post","2021","Commercial","Cabinet Office","Tyneside","Outside London","15","15","60310","56470"
"In post","2021","Commercial","Cabinet Office","Unknown","Unknown","15","15","62420","54700"
"In post","2021","Commercial","Cabinet Office","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Westminster","London","640","630","78260","69150"
"In post","2021","Commercial","Cabinet Office","Wiltshire","Outside London","50","50","69720","63870"
"In post","2021","Commercial","Cabinet Office","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","Westminster","London","5","5","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Sefton","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Tower Hamlets","London","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Birmingham","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Outside London","10","10","42630","42700"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Devon CC","Outside London","180","170","43100","40140"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Westminster","London","25","25","45730","44480"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Westminster","London","25","25","53430","51730"
"In post","2021","Commercial","Department for Education","Coventry","Outside London","35","30","39780","38280"
"In post","2021","Commercial","Department for Education","Darlington","Outside London","20","20","43810","38280"
"In post","2021","Commercial","Department for Education","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","Manchester","Outside London","60","60","38230","36780"
"In post","2021","Commercial","Department for Education","Nottingham","Outside London","10","10","48620","49860"
"In post","2021","Commercial","Department for Education","Sheffield","Outside London","55","55","38580","38000"
"In post","2021","Commercial","Department for Education","Tyneside","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Education","Westminster","London","15","15","51680","53950"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Berkshire","Outside London","15","15","34680","35900"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Bristol, City of","Outside London","25","25","40970","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Devon CC","Outside London","10","10","43390","38370"
