"Status","Year","Parent_department","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Outside London","SCS level","15","15","88050","84740"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Outside London","SEO/HEO","155","150","35500","34480"
"In post","2021","Cabinet Office","East Midlands (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Outside London","SEO/HEO","10","10","31960","29250"
"In post","2021","Cabinet Office","East of England","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Outside London","EO","15","10","24640","23850"
"In post","2021","Cabinet Office","East of England","Outside London","G6/G7","40","40","58390","55360"
"In post","2021","Cabinet Office","East of England","Outside London","SCS level","15","15","86590","73360"
"In post","2021","Cabinet Office","East of England","Outside London","SEO/HEO","40","40","33890","33300"
"In post","2021","Cabinet Office","London","London","AA/AO","140","135","24470","24490"
"In post","2021","Cabinet Office","London","London","EO","600","590","27960","27500"
"In post","2021","Cabinet Office","London","London","G6/G7","2370","2325","59810","56470"
"In post","2021","Cabinet Office","London","London","SCS level","760","745","94650","80420"
"In post","2021","Cabinet Office","London","London","SEO/HEO","2630","2610","34120","34550"
"In post","2021","Cabinet Office","North East (England)","Outside London","AA/AO","155","140","20800","20800"
"In post","2021","Cabinet Office","North East (England)","Outside London","EO","95","90","24800","23850"
"In post","2021","Cabinet Office","North East (England)","Outside London","G6/G7","30","30","55980","51520"
"In post","2021","Cabinet Office","North East (England)","Outside London","SCS level","10","10","70480","69500"
"In post","2021","Cabinet Office","North East (England)","Outside London","SEO/HEO","120","120","33060","32000"
"In post","2021","Cabinet Office","North West (England)","Outside London","AA/AO","20","15","21190","21130"
"In post","2021","Cabinet Office","North West (England)","Outside London","EO","15","15","24760","23850"
"In post","2021","Cabinet Office","North West (England)","Outside London","G6/G7","185","180","57630","52590"
"In post","2021","Cabinet Office","North West (England)","Outside London","SCS level","40","40","80420","71230"
"In post","2021","Cabinet Office","North West (England)","Outside London","SEO/HEO","195","190","33490","32980"
"In post","2021","Cabinet Office","Northern Ireland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Outside London","G6/G7","25","25","63810","53320"
"In post","2021","Cabinet Office","Scotland","Outside London","SCS level","15","15","66990","63330"
"In post","2021","Cabinet Office","Scotland","Outside London","SEO/HEO","35","35","31380","29250"
"In post","2021","Cabinet Office","South East (England)","Outside London","AA/AO","35","30","21010","20920"
"In post","2021","Cabinet Office","South East (England)","Outside London","EO","15","15","27010","26670"
"In post","2021","Cabinet Office","South East (England)","Outside London","G6/G7","50","50","65460","57940"
"In post","2021","Cabinet Office","South East (England)","Outside London","SCS level","20","20","76030","70360"
"In post","2021","Cabinet Office","South East (England)","Outside London","SEO/HEO","95","95","33750","33300"
"In post","2021","Cabinet Office","South West (England)","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Outside London","G6/G7","75","75","61300","54700"
"In post","2021","Cabinet Office","South West (England)","Outside London","SCS level","30","30","95360","80810"
"In post","2021","Cabinet Office","South West (England)","Outside London","SEO/HEO","75","75","33230","33300"
"In post","2021","Cabinet Office","Unknown","Unknown","AA/AO","20","20","21040","20800"
"In post","2021","Cabinet Office","Unknown","Unknown","EO","25","25","26220","27500"
"In post","2021","Cabinet Office","Unknown","Unknown","G6/G7","80","75","57410","54700"
"In post","2021","Cabinet Office","Unknown","Unknown","SCS level","20","20","95890","76390"
"In post","2021","Cabinet Office","Unknown","Unknown","SEO/HEO","455","455","31530","32000"
"In post","2021","Cabinet Office","Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Outside London","G6/G7","20","20","54650","52130"
"In post","2021","Cabinet Office","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Outside London","SEO/HEO","45","45","29610","29250"
"In post","2021","Cabinet Office","West Midlands (England)","Outside London","G6/G7","20","20","61590","53320"
"In post","2021","Cabinet Office","West Midlands (England)","Outside London","SCS level","15","15","101230","74000"
"In post","2021","Cabinet Office","West Midlands (England)","Outside London","SEO/HEO","15","15","30100","29250"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Outside London","AA/AO","170","160","20910","20920"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Outside London","EO","105","105","26410","26670"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Outside London","G6/G7","130","120","57330","52850"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Outside London","SCS level","40","40","76710","71000"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Outside London","SEO/HEO","290","280","34380","33300"
"In post","2021","Chancellor's other departments","London","London","AA/AO","20","20","23330","23010"
"In post","2021","Chancellor's other departments","London","London","EO","35","35","30060","29620"
"In post","2021","Chancellor's other departments","London","London","G6/G7","165","155","77590","72060"
"In post","2021","Chancellor's other departments","London","London","SCS level","15","15","118000","110000"
"In post","2021","Chancellor's other departments","London","London","SEO/HEO","125","120","41610","42080"
"In post","2021","Chancellor's other departments","North East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Charity Commission","London","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","London","EO","5","5","[c]","[c]"
"In post","2021","Charity Commission","London","London","G6/G7","25","25","55540","52270"
"In post","2021","Charity Commission","London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","London","SEO/HEO","35","35","34140","37910"
"In post","2021","Charity Commission","North West (England)","Outside London","AA/AO","10","10","20170","20080"
"In post","2021","Charity Commission","North West (England)","Outside London","EO","90","85","24640","24440"
"In post","2021","Charity Commission","North West (England)","Outside London","G6/G7","30","30","54730","51560"
"In post","2021","Charity Commission","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Outside London","SEO/HEO","170","160","32880","29550"
"In post","2021","Charity Commission","South West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Outside London","EO","10","10","25970","26470"
"In post","2021","Charity Commission","South West (England)","Outside London","G6/G7","10","10","59630","59200"
"In post","2021","Charity Commission","South West (England)","Outside London","SEO/HEO","25","25","32780","31360"
"In post","2021","Charity Commission","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","London","AA/AO","25","25","23300","22860"
"In post","2021","Competition and Markets Authority","London","London","EO","70","70","28600","28160"
"In post","2021","Competition and Markets Authority","London","London","G6/G7","395","375","66620","64220"
"In post","2021","Competition and Markets Authority","London","London","SCS level","110","105","109740","101590"
"In post","2021","Competition and Markets Authority","London","London","SEO/HEO","185","180","37880","35660"
"In post","2021","Competition and Markets Authority","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Outside London","G6/G7","30","30","63260","59140"
"In post","2021","Competition and Markets Authority","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Outside London","SEO/HEO","15","15","37060","34870"
"In post","2021","Competition and Markets Authority","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","AA/AO","35","30","20340","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","EO","45","45","24870","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","G6/G7","10","10","54070","52730"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","SEO/HEO","120","115","35290","34500"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Outside London","AA/AO","50","50","20980","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Outside London","EO","25","20","25720","25790"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Outside London","G6/G7","20","20","53940","51470"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Outside London","SEO/HEO","120","110","37020","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","London","AA/AO","150","145","25280","25060"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","London","EO","415","410","28720","27690"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","London","G6/G7","2360","2300","59000","56990"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","London","SCS level","330","315","83830","75880"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","London","SEO/HEO","2360","2325","38240","39080"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","AA/AO","20","20","20520","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","EO","70","65","24680","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","G6/G7","15","15","57100","55150"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","SEO/HEO","105","95","34610","33250"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","AA/AO","90","85","20760","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","EO","100","95","24770","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","G6/G7","35","35","56350","53620"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","SEO/HEO","235","220","36690","35070"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","AA/AO","10","10","22160","22490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","SEO/HEO","20","20","36450","36620"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","SEO/HEO","25","25","42320","43140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","AA/AO","80","80","21320","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","EO","90","85","25070","24500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","G6/G7","25","25","59480","53160"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","SEO/HEO","200","190","42070","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","AA/AO","55","50","21560","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","EO","20","20","25980","26290"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","G6/G7","25","25","56500","55100"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","SEO/HEO","145","135","37500","37420"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","AA/AO","150","150","21830","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","EO","210","200","26020","25780"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","G6/G7","595","565","52660","49270"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","SCS level","15","15","92660","90000"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","SEO/HEO","1100","1050","37190","38200"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","Outside London","AA/AO","630","555","21370","21140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","Outside London","EO","810","765","26300","25100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","Outside London","G6/G7","425","405","59240","59360"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","Outside London","SCS level","35","35","79200","74470"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","Outside London","SEO/HEO","880","840","38210","39210"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","AA/AO","175","160","20570","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","EO","110","105","25340","24570"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","G6/G7","85","80","55350","52930"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","SEO/HEO","295","285","36650","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","AA/AO","45","40","20650","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","EO","35","35","24950","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","G6/G7","15","15","58920","56350"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","SEO/HEO","110","105","36170","34500"
"In post","2021","Department for Digital, Culture, Media and Sport","London","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","London","London","EO","170","165","27490","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","London","London","G6/G7","780","765","58780","57300"
"In post","2021","Department for Digital, Culture, Media and Sport","London","London","SCS level","120","115","86940","77180"
"In post","2021","Department for Digital, Culture, Media and Sport","London","London","SEO/HEO","635","625","37120","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","EO","10","10","25950","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","G6/G7","15","15","53810","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","SEO/HEO","20","20","34290","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East Midlands (England)","Outside London","EO","40","35","26410","26000"
"In post","2021","Department for Education","East Midlands (England)","Outside London","G6/G7","100","95","54100","50630"
"In post","2021","Department for Education","East Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Education","East Midlands (England)","Outside London","SEO/HEO","145","135","35260","36500"
"In post","2021","Department for Education","East of England","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Department for Education","East of England","Outside London","G6/G7","35","35","56420","54030"
"In post","2021","Department for Education","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East of England","Outside London","SEO/HEO","25","25","35120","33740"
"In post","2021","Department for Education","London","London","AA/AO","30","30","24180","24100"
"In post","2021","Department for Education","London","London","EO","275","270","29250","28500"
"In post","2021","Department for Education","London","London","G6/G7","1190","1140","59250","55800"
"In post","2021","Department for Education","London","London","SCS level","200","190","84400","75290"
"In post","2021","Department for Education","London","London","SEO/HEO","935","910","38780","40230"
"In post","2021","Department for Education","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","North East (England)","Outside London","AA/AO","25","25","21030","21000"
"In post","2021","Department for Education","North East (England)","Outside London","EO","115","110","25770","26000"
"In post","2021","Department for Education","North East (England)","Outside London","G6/G7","205","200","53710","50630"
"In post","2021","Department for Education","North East (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Department for Education","North East (England)","Outside London","SEO/HEO","430","415","34520","36500"
"In post","2021","Department for Education","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","North West (England)","Outside London","AA/AO","15","10","21030","21000"
"In post","2021","Department for Education","North West (England)","Outside London","EO","165","160","25540","25000"
"In post","2021","Department for Education","North West (England)","Outside London","G6/G7","375","360","54510","50630"
"In post","2021","Department for Education","North West (England)","Outside London","SCS level","20","20","81820","74100"
"In post","2021","Department for Education","North West (England)","Outside London","SEO/HEO","570","560","34500","36500"
"In post","2021","Department for Education","North West (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Education","South West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","South West (England)","Outside London","EO","10","10","25170","25000"
"In post","2021","Department for Education","South West (England)","Outside London","G6/G7","85","80","55940","51140"
"In post","2021","Department for Education","South West (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Education","South West (England)","Outside London","SEO/HEO","120","115","35060","36500"
"In post","2021","Department for Education","Unknown","Unknown","G6/G7","10","10","57760","56930"
"In post","2021","Department for Education","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","West Midlands (England)","Outside London","AA/AO","25","25","20950","21000"
"In post","2021","Department for Education","West Midlands (England)","Outside London","EO","170","165","25430","25000"
"In post","2021","Department for Education","West Midlands (England)","Outside London","G6/G7","415","405","54660","50630"
"In post","2021","Department for Education","West Midlands (England)","Outside London","SCS level","25","25","87920","78000"
"In post","2021","Department for Education","West Midlands (England)","Outside London","SEO/HEO","640","625","34490","36500"
"In post","2021","Department for Education","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Yorkshire and The Humber","Outside London","AA/AO","15","15","21310","21000"
"In post","2021","Department for Education","Yorkshire and The Humber","Outside London","EO","175","165","25610","25000"
"In post","2021","Department for Education","Yorkshire and The Humber","Outside London","G6/G7","480","455","54530","50630"
"In post","2021","Department for Education","Yorkshire and The Humber","Outside London","SCS level","30","30","79050","74100"
"In post","2021","Department for Education","Yorkshire and The Humber","Outside London","SEO/HEO","795","760","34570","36500"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","AA/AO","40","35","20970","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","EO","60","60","25460","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","G6/G7","40","40","52960","50590"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","SEO/HEO","90","85","33800","32160"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Outside London","AA/AO","80","75","20790","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Outside London","EO","190","180","25510","25010"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Outside London","G6/G7","150","145","51870","48370"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Outside London","SEO/HEO","415","395","33490","32140"
"In post","2021","Department for Environment, Food and Rural Affairs","London","London","AA/AO","85","80","24440","24370"
"In post","2021","Department for Environment, Food and Rural Affairs","London","London","EO","300","295","28690","28270"
