"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Welsh Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","EO","80","[c]","27600","26950"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","G6/G7","95","[c]","54910","50500"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","SEO/HEO","55","[c]","42160","43920"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","AA/AO","70","[c]","22300","20800"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","EO","155","[c]","26950","27500"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","G6/G7","120","[c]","56700","54700"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","SEO/HEO","200","[c]","35850","34550"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","G6/G7","35","[c]","60670","56830"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","70","[c]","22010","21140"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","155","[c]","26640","27520"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","90","[c]","57000","53380"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","405","[c]","35620","33570"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","55","[c]","27110","26180"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","65","[c]","56050","51730"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","170","[c]","36150","34020"
"New entrant CS","2021","Declared non-disabled","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","SEO/HEO","35","[c]","36590","36570"
"New entrant CS","2021","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","230","[c]","21740","21050"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","245","[c]","25720","24920"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","125","[c]","53650","52290"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","435","[c]","33300","32560"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","EO","30","[c]","25900","26250"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","SEO/HEO","110","[c]","33010","31800"
"New entrant CS","2021","Declared non-disabled","Department for Transport","AA/AO","195","[c]","20910","21590"
"New entrant CS","2021","Declared non-disabled","Department for Transport","EO","155","[c]","26900","26130"
"New entrant CS","2021","Declared non-disabled","Department for Transport","G6/G7","70","[c]","59250","54650"
"New entrant CS","2021","Declared non-disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Transport","SEO/HEO","270","[c]","36020","34710"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions","AA/AO","4250","[c]","21650","21010"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions","EO","7905","[c]","28580","27570"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions","G6/G7","125","[c]","57320","55350"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions","SEO/HEO","335","[c]","35630","35000"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care","AA/AO","350","[c]","20570","19630"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care","EO","300","[c]","25380","25300"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care","G6/G7","200","[c]","56610","53100"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care","SCS level","55","[c]","92270","86780"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care","SEO/HEO","810","[c]","34930","33800"
"New entrant CS","2021","Declared non-disabled","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs","AA/AO","905","[c]","20360","20140"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs","EO","400","[c]","25680","25560"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs","G6/G7","45","[c]","58020","54040"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs","SEO/HEO","325","[c]","33860","31810"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Treasury","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Treasury","EO","60","[c]","25250","24300"
"New entrant CS","2021","Declared non-disabled","HM Treasury","G6/G7","35","[c]","55920","52500"
"New entrant CS","2021","Declared non-disabled","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Treasury","SEO/HEO","165","[c]","32200","32320"
"New entrant CS","2021","Declared non-disabled","Home Office","AA/AO","130","[c]","21470","21430"
"New entrant CS","2021","Declared non-disabled","Home Office","EO","155","[c]","26190","24890"
"New entrant CS","2021","Declared non-disabled","Home Office","G6/G7","35","[c]","62030","58600"
"New entrant CS","2021","Declared non-disabled","Home Office","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Home Office","SEO/HEO","75","[c]","38620","37460"
"New entrant CS","2021","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence","AA/AO","985","[c]","21500","20920"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence","EO","630","[c]","25950","26350"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence","G6/G7","165","[c]","60470","56390"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence","SEO/HEO","905","[c]","35730","34000"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence","Unknown","170","[c]","37560","33600"
"New entrant CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","AA/AO","35","[c]","21950","21270"
"New entrant CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","EO","50","[c]","26830","27850"
"New entrant CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","G6/G7","55","[c]","53400","53130"
"New entrant CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","SEO/HEO","110","[c]","34350","33210"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice","AA/AO","2805","[c]","22590","22850"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice","EO","255","[c]","24660","24620"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice","G6/G7","100","[c]","56720","55000"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice","SEO/HEO","455","[c]","32660","30990"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice","Unknown","875","[c]","23070","22920"
"New entrant CS","2021","Declared non-disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","National Crime Agency","EO","35","[c]","32510","32770"
"New entrant CS","2021","Declared non-disabled","National Crime Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","National Crime Agency","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office for Standards in Education","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office for Standards in Education","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office for Standards in Education","G6/G7","55","[c]","73060","75500"
"New entrant CS","2021","Declared non-disabled","Office for Standards in Education","SEO/HEO","70","[c]","41630","42460"
"New entrant CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","AA/AO","30","[c]","19350","19000"
"New entrant CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","EO","105","[c]","24850","23450"
"New entrant CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","45","[c]","61680","59750"
"New entrant CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","75","[c]","36540","36000"
"New entrant CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Rail and Road","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Rail and Road","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Rail and Road","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other Cabinet Office Agencies","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other Cabinet Office Agencies","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other Cabinet Office Agencies","SEO/HEO","30","[c]","36360","36150"
"New entrant CS","2021","Declared non-disabled","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scottish Government","AA/AO","340","[c]","20930","20070"
"New entrant CS","2021","Declared non-disabled","Scottish Government","EO","160","[c]","26490","26160"
"New entrant CS","2021","Declared non-disabled","Scottish Government","G6/G7","75","[c]","56330","56120"
"New entrant CS","2021","Declared non-disabled","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scottish Government","SEO/HEO","260","[c]","35280","33550"
"New entrant CS","2021","Declared non-disabled","The National Archives","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","The National Archives","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","The National Archives","SEO/HEO","30","[c]","34580","34260"
"New entrant CS","2021","Declared non-disabled","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Export Finance","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Export Finance","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Export Finance","SEO/HEO","45","[c]","42910","44080"
"New entrant CS","2021","Declared non-disabled","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Supreme Court","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","United Kingdom Statistics Authority","AA/AO","40","[c]","19170","19130"
"New entrant CS","2021","Declared non-disabled","United Kingdom Statistics Authority","EO","60","[c]","23510","23050"
"New entrant CS","2021","Declared non-disabled","United Kingdom Statistics Authority","G6/G7","35","[c]","54420","52510"
"New entrant CS","2021","Declared non-disabled","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","United Kingdom Statistics Authority","SEO/HEO","225","[c]","33080","32540"
"New entrant CS","2021","Declared non-disabled","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Water Services Regulation Authority","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Welsh Government","AA/AO","70","[c]","20570","20500"
"New entrant CS","2021","Declared non-disabled","Welsh Government","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Welsh Government","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Welsh Government","SEO/HEO","40","[c]","35590","37410"
"New entrant CS","2021","Undeclared","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","EO","55","[c]","26620","29640"
"New entrant CS","2021","Undeclared","Department for Transport","G6/G7","35","[c]","58970","54110"
"New entrant CS","2021","Undeclared","Department for Transport","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","SEO/HEO","105","[c]","33910","34710"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","AA/AO","210","[c]","21650","21010"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","EO","415","[c]","28650","27570"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","AA/AO","40","[c]","20090","19630"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","EO","30","[c]","24800","23630"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","G6/G7","40","[c]","57870","57000"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","SEO/HEO","120","[c]","35020","33760"
"New entrant CS","2021","Undeclared","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","SEO/HEO","50","[c]","35620","37350"
"New entrant CS","2021","Undeclared","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","SEO/HEO","65","[c]","32380","32320"
"New entrant CS","2021","Undeclared","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","AA/AO","55","[c]","21980","20920"
"New entrant CS","2021","Undeclared","Ministry of Defence","EO","35","[c]","25840","26350"
"New entrant CS","2021","Undeclared","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","SEO/HEO","40","[c]","36850","36500"
"New entrant CS","2021","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","AA/AO","110","[c]","21950","20600"
"New entrant CS","2021","Undeclared","Ministry of Justice","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","Unknown","30","[c]","22800","22920"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
