"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Cambridgeshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","EO","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","EO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","SEO/HEO","Female","55","55","37190","37320"
"In post","2021","Commercial","Central Hampshire","SEO/HEO","Male","30","30","38220","40170"
"In post","2021","Commercial","Central Hampshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","EO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Coventry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Coventry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Coventry","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Croydon","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Croydon","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Croydon","EO","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Croydon","EO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Croydon","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Croydon","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Croydon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","SEO/HEO","Female","50","50","42500","43640"
"In post","2021","Commercial","Croydon","SEO/HEO","Male","35","35","45260","46050"
"In post","2021","Commercial","Darlington","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Darlington","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Darlington","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2021","Commercial","Darlington","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Derby","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derby","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","EO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Devon CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","G6/G7","Female","40","40","51390","48020"
"In post","2021","Commercial","Devon CC","G6/G7","Male","50","50","52050","48350"
"In post","2021","Commercial","Devon CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","SEO/HEO","Female","50","50","35940","36430"
"In post","2021","Commercial","Devon CC","SEO/HEO","Male","40","40","37550","37810"
"In post","2021","Commercial","Dorset CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Durham CC","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","East Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","East Surrey","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","EO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Glasgow City","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Glasgow City","EO","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Glasgow City","EO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Glasgow City","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Glasgow City","SEO/HEO","Male","30","30","37340","36300"
"In post","2021","Commercial","Glasgow City","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","AA/AO","Female","[c]","[c]","[c]","[c]"
