"Status","Year","Function_of_post","Organisation","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Cheshire","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Cheshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Cheshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Cheshire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Cheshire","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Inner London - East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Inner London - East","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","West Midlands","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","West Midlands","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Inner London - East","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","West Central Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","West Central Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Inner London - East","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Inner London - East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Inner London - East","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Inner London - East","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Inner London - East","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Inner London - East","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Inner London - East","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Inner London - East","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Inner London - East","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Kent","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Outer London - West and North West","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","West Yorkshire","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Eastern Scotland","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","North Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","West Central Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","20","[c]","25640","21000"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","Outer London - West and North West","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","Inner London - West","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","Inner London - West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Dorset and Somerset","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","East Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","Inner London - West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","East Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","East Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","East Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","East Wales","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","East Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Hampshire and Isle of Wight","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Hampshire and Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Inner London - West","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Inner London - West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Inner London - West","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Inner London - West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","West Midlands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","West Midlands","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","West Midlands","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","East Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","East Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Inner London - West","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Inner London - West","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Inner London - West","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Merseyside","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Northumberland and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","South Yorkshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","West Central Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","West Midlands","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Inner London - West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Inner London - West","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","East Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","Inner London - West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Inner London - West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Merseyside","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","East Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Inner London - East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Inner London - East","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Inner London - East","G7","15","[c]","54870","53530"
"New entrant CS","2021","Legal","Competition and Markets Authority","Inner London - East","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Eastern Scotland","SEO","15","[c]","33550","33550"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","North Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Southern Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","West Central Scotland","SEO","10","[c]","33550","33550"
"New entrant CS","2021","Legal","Crown Prosecution Service","Bedfordshire and Hertfordshire","AO","10","[c]","21090","21000"
"New entrant CS","2021","Legal","Crown Prosecution Service","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Cheshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Cumbria","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Derbyshire and Nottinghamshire","AO","20","[c]","19650","18740"
"New entrant CS","2021","Legal","Crown Prosecution Service","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Derbyshire and Nottinghamshire","G7","15","[c]","48570","48080"
"New entrant CS","2021","Legal","Crown Prosecution Service","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Devon","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Devon","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Devon","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Devon","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","East Anglia","AO","10","[c]","19300","18740"
"New entrant CS","2021","Legal","Crown Prosecution Service","East Anglia","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","East Anglia","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","East Anglia","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","East Wales","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","East Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","East Wales","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","East Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Essex","AO","10","[c]","20400","20120"
"New entrant CS","2021","Legal","Crown Prosecution Service","Essex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Essex","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Essex","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Greater Manchester","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Greater Manchester","G7","10","[c]","49810","48080"
"New entrant CS","2021","Legal","Crown Prosecution Service","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Hampshire and Isle of Wight","AO","25","[c]","20460","20120"
"New entrant CS","2021","Legal","Crown Prosecution Service","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Hampshire and Isle of Wight","G7","15","[c]","52470","50520"
"New entrant CS","2021","Legal","Crown Prosecution Service","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Hampshire and Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Inner London - East","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Inner London - West","AO","65","[c]","20930","20120"
"New entrant CS","2021","Legal","Crown Prosecution Service","Inner London - West","EO","25","[c]","27410","26970"
"New entrant CS","2021","Legal","Crown Prosecution Service","Inner London - West","G7","55","[c]","53040","51700"
"New entrant CS","2021","Legal","Crown Prosecution Service","Inner London - West","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Kent","AO","10","[c]","21320","20560"
"New entrant CS","2021","Legal","Crown Prosecution Service","Kent","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Kent","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Kent","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Kent","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Lancashire","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Lancashire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Lancashire","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Lancashire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Merseyside","AO","15","[c]","20440","20340"
"New entrant CS","2021","Legal","Crown Prosecution Service","Merseyside","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Merseyside","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Merseyside","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Merseyside","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","North Yorkshire","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Northumberland and Tyne and Wear","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Northumberland and Tyne and Wear","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Northumberland and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Outer London - East and North East","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Outer London - South","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Outer London - West and North West","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","South Yorkshire","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","South Yorkshire","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Surrey, East and West Sussex","AO","10","[c]","20820","20120"
"New entrant CS","2021","Legal","Crown Prosecution Service","Surrey, East and West Sussex","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Surrey, East and West Sussex","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Surrey, East and West Sussex","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","West Midlands","AO","20","[c]","19930","18740"
"New entrant CS","2021","Legal","Crown Prosecution Service","West Midlands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","West Midlands","G7","25","[c]","52020","48080"
"New entrant CS","2021","Legal","Crown Prosecution Service","West Midlands","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","West Wales and The Valleys","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","West Yorkshire","AO","10","[c]","19380","18740"
"New entrant CS","2021","Legal","Crown Prosecution Service","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","West Yorkshire","G7","15","[c]","50250","48080"
"New entrant CS","2021","Legal","Crown Prosecution Service","West Yorkshire","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","South Yorkshire","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","West Midlands","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Inner London - West","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Inner London - West","EO","80","[c]","27820","26950"
"New entrant CS","2021","Legal","Government Legal Department","Inner London - West","G6","20","[c]","69250","68200"
"New entrant CS","2021","Legal","Government Legal Department","Inner London - West","G7","80","[c]","51460","50500"
"New entrant CS","2021","Legal","Government Legal Department","Inner London - West","HEO","55","[c]","43450","43920"
"New entrant CS","2021","Legal","Government Legal Department","Outer London - South","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Cheshire","HEO","[c]","[c]","[c]","[c]"
