"Status","Year","Disability","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Other","AA/AO","40","[c]","20490","20920"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Other","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Security","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
