"Status","Year","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","North East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","AO","Female","110","95","20780","21010"
"In post","2021","Asian","North East (England)","AO","Male","70","65","20930","21010"
"In post","2021","Asian","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","EO","Female","45","40","26360","25560"
"In post","2021","Asian","North East (England)","EO","Male","45","45","26550","25900"
"In post","2021","Asian","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","G7","Female","10","10","[c]","[c]"
"In post","2021","Asian","North East (England)","G7","Male","15","15","[c]","[c]"
"In post","2021","Asian","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","HEO","Female","25","25","[c]","[c]"
"In post","2021","Asian","North East (England)","HEO","Male","25","20","[c]","[c]"
"In post","2021","Asian","North East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","SEO","Female","15","15","[c]","[c]"
"In post","2021","Asian","North East (England)","SEO","Male","20","20","[c]","[c]"
"In post","2021","Asian","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","AA","Female","25","20","[c]","[c]"
"In post","2021","Asian","North West (England)","AA","Male","20","15","[c]","[c]"
"In post","2021","Asian","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","AO","Female","470","375","20730","20920"
"In post","2021","Asian","North West (England)","AO","Male","520","490","20850","21010"
"In post","2021","Asian","North West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","EO","Female","375","340","26500","27570"
"In post","2021","Asian","North West (England)","EO","Male","460","450","26680","27570"
"In post","2021","Asian","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","G6","Female","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","G6","Male","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","G7","Female","45","45","52630","52580"
"In post","2021","Asian","North West (England)","G7","Male","65","65","53050","52580"
"In post","2021","Asian","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","HEO","Female","115","110","31470","31810"
"In post","2021","Asian","North West (England)","HEO","Male","215","205","32160","31810"
"In post","2021","Asian","North West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","SEO","Female","60","60","38000","38630"
"In post","2021","Asian","North West (England)","SEO","Male","95","95","40410","38630"
"In post","2021","Asian","North West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Unknown","Female","45","40","27220","23840"
"In post","2021","Asian","North West (England)","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Asian","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","EO","Female","10","10","[c]","[c]"
"In post","2021","Asian","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","G6","Female","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","G6","Male","10","10","[c]","[c]"
"In post","2021","Asian","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","G7","Female","15","15","[c]","[c]"
"In post","2021","Asian","Overseas","G7","Male","10","10","[c]","[c]"
"In post","2021","Asian","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","HEO","Female","15","15","[c]","[c]"
"In post","2021","Asian","Overseas","HEO","Male","20","20","[c]","[c]"
"In post","2021","Asian","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","SEO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Asian","Overseas","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","AA","Female","15","10","[c]","[c]"
"In post","2021","Asian","Scotland","AA","Male","10","10","[c]","[c]"
"In post","2021","Asian","Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","AO","Female","95","80","21280","21010"
"In post","2021","Asian","Scotland","AO","Male","70","65","21800","21010"
"In post","2021","Asian","Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","EO","Female","80","75","26860","27570"
"In post","2021","Asian","Scotland","EO","Male","55","55","27170","27570"
"In post","2021","Asian","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","G6","Female","5","5","[c]","[c]"
"In post","2021","Asian","Scotland","G6","Male","10","10","[c]","[c]"
"In post","2021","Asian","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","G7","Female","15","15","[c]","[c]"
"In post","2021","Asian","Scotland","G7","Male","15","15","[c]","[c]"
"In post","2021","Asian","Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","HEO","Female","30","30","31920","32140"
"In post","2021","Asian","Scotland","HEO","Male","30","30","33010","32140"
"In post","2021","Asian","Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","SEO","Female","30","30","43050","42190"
"In post","2021","Asian","Scotland","SEO","Male","40","40","53350","46080"
"In post","2021","Asian","Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","AA","Female","30","25","21450","21500"
"In post","2021","Asian","South East (England)","AA","Male","70","65","20720","19560"
"In post","2021","Asian","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","AO","Female","225","190","22730","22110"
"In post","2021","Asian","South East (England)","AO","Male","145","135","25060","23520"
"In post","2021","Asian","South East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","EO","Female","335","300","28440","28550"
"In post","2021","Asian","South East (England)","EO","Male","195","190","28640","28130"
"In post","2021","Asian","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","G7","Female","30","25","[c]","[c]"
"In post","2021","Asian","South East (England)","G7","Male","40","40","58430","56760"
"In post","2021","Asian","South East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","HEO","Female","80","75","33290","33000"
"In post","2021","Asian","South East (England)","HEO","Male","80","75","34720","33300"
"In post","2021","Asian","South East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Asian","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","SEO","Female","55","50","41790","40570"
"In post","2021","Asian","South East (England)","SEO","Male","50","45","41410","40300"
"In post","2021","Asian","South East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","Unknown","Female","25","20","[c]","[c]"
"In post","2021","Asian","South East (England)","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Asian","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","AA","Female","5","5","[c]","[c]"
"In post","2021","Asian","South West (England)","AA","Male","10","10","[c]","[c]"
"In post","2021","Asian","South West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","AO","Female","70","60","21120","21010"
"In post","2021","Asian","South West (England)","AO","Male","40","35","22360","21030"
"In post","2021","Asian","South West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","EO","Female","90","80","25320","26490"
"In post","2021","Asian","South West (England)","EO","Male","90","90","25970","27130"
"In post","2021","Asian","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","G6","Female","10","10","[c]","[c]"
"In post","2021","Asian","South West (England)","G6","Male","5","5","[c]","[c]"
"In post","2021","Asian","South West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","G7","Female","25","20","[c]","[c]"
"In post","2021","Asian","South West (England)","G7","Male","45","45","53530","52580"
"In post","2021","Asian","South West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","HEO","Female","95","85","30950","31810"
"In post","2021","Asian","South West (England)","HEO","Male","95","95","32370","31950"
"In post","2021","Asian","South West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Asian","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","SEO","Female","50","50","40100","39930"
"In post","2021","Asian","South West (England)","SEO","Male","95","95","41150","41000"
"In post","2021","Asian","South West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Asian","South West (England)","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Asian","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","AO","Female","50","35","24130","25110"
"In post","2021","Asian","Unknown","AO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","EO","Female","45","40","29430","30330"
"In post","2021","Asian","Unknown","EO","Male","25","25","[c]","[c]"
"In post","2021","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","HEO","Female","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","HEO","Male","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","SEO","Female","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","AA","Female","5","5","[c]","[c]"
"In post","2021","Asian","Wales","AA","Male","5","5","[c]","[c]"
"In post","2021","Asian","Wales","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","AO","Female","70","60","21090","21010"
"In post","2021","Asian","Wales","AO","Male","80","75","20970","20520"
"In post","2021","Asian","Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","EO","Female","60","55","26570","27380"
"In post","2021","Asian","Wales","EO","Male","60","60","26570","25560"
"In post","2021","Asian","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","G6","Female","5","5","[c]","[c]"
"In post","2021","Asian","Wales","G6","Male","5","5","[c]","[c]"
"In post","2021","Asian","Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","G7","Female","15","15","[c]","[c]"
"In post","2021","Asian","Wales","G7","Male","15","15","[c]","[c]"
"In post","2021","Asian","Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","HEO","Female","30","25","[c]","[c]"
"In post","2021","Asian","Wales","HEO","Male","30","30","[c]","[c]"
"In post","2021","Asian","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","SEO","Female","20","20","[c]","[c]"
"In post","2021","Asian","Wales","SEO","Male","20","20","[c]","[c]"
"In post","2021","Asian","Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","AA","Female","45","35","18630","17990"
"In post","2021","Asian","West Midlands (England)","AA","Male","35","35","19720","19560"
"In post","2021","Asian","West Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","AO","Female","795","670","20650","20440"
"In post","2021","Asian","West Midlands (England)","AO","Male","580","555","21030","20180"
"In post","2021","Asian","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","EO","Female","825","750","26510","27570"
"In post","2021","Asian","West Midlands (England)","EO","Male","645","630","26470","27570"
"In post","2021","Asian","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","G6","Female","15","15","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","G6","Male","15","15","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","G7","Female","95","90","52180","51200"
"In post","2021","Asian","West Midlands (England)","G7","Male","80","80","52350","52580"
"In post","2021","Asian","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","HEO","Female","245","235","31950","31810"
"In post","2021","Asian","West Midlands (England)","HEO","Male","260","255","32130","31810"
"In post","2021","Asian","West Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","SEO","Female","140","135","39210","38630"
"In post","2021","Asian","West Midlands (England)","SEO","Male","145","145","39890","38630"
"In post","2021","Asian","West Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Unknown","Female","95","90","28800","28200"
"In post","2021","Asian","West Midlands (England)","Unknown","Male","35","30","27950","23840"
"In post","2021","Asian","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","AA","Female","15","10","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","AA","Male","15","15","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","AO","Female","405","325","20710","21010"
"In post","2021","Asian","Yorkshire and The Humber","AO","Male","355","335","21180","21010"
"In post","2021","Asian","Yorkshire and The Humber","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","EO","Female","405","355","26410","27570"
