"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Attorney General's Departments","Counter Fraud","London","75","70","45980","40270"
"In post","2021","Unknown","Attorney General's Departments","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Human Resources","London","15","15","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Legal","London","360","335","63570","64680"
"In post","2021","Unknown","Attorney General's Departments","Legal","Outside London","270","250","53980","55610"
"In post","2021","Unknown","Attorney General's Departments","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Operational Delivery","London","105","100","26990","27440"
"In post","2021","Unknown","Attorney General's Departments","Operational Delivery","Outside London","220","200","24720","23520"
"In post","2021","Unknown","Attorney General's Departments","Other","London","50","50","33630","29420"
"In post","2021","Unknown","Attorney General's Departments","Other","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Policy","London","10","10","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Other","London","10","10","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Unknown","London","2445","2425","46900","34550"
"In post","2021","Unknown","Cabinet Office","Unknown","Outside London","1120","1095","45260","35310"
"In post","2021","Unknown","Cabinet Office","Unknown","Unknown","440","435","34500","31920"
"In post","2021","Unknown","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","Other","London","5","5","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Communications","London","5","5","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Legal","London","5","5","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Unknown","London","15","15","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Unknown","Outside London","45","45","30070","24440"
"In post","2021","Unknown","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Economics","London","10","5","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Legal","London","10","10","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Project Delivery","London","30","25","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Communications","London","40","40","43950","43790"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","70","65","36650","36060"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","155","150","37260","34530"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Economics","London","45","45","42630","35840"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Finance","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Finance","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Legal","London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Legal","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","130","125","38730","34500"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","965","930","25630","23320"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Policy","London","385","375","46540","40220"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Policy","Outside London","55","55","43250","39420"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","45","40","41670","39650"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","10","5","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","210","195","42380","40700"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Commercial","London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Economics","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Finance","London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Other","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Policy","London","125","120","47450","51730"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Project Delivery","London","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Commercial","London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Education","Commercial","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Education","Communications","London","40","40","37650","36660"
"In post","2021","Unknown","Department for Education","Communications","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Education","Digital, Data and Technology","London","35","30","47610","53420"
"In post","2021","Unknown","Department for Education","Digital, Data and Technology","Outside London","100","100","38220","36500"
"In post","2021","Unknown","Department for Education","Finance","London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Education","Finance","Outside London","45","45","37520","36500"
"In post","2021","Unknown","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Human Resources","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Operational Delivery","London","35","35","40590","40430"
"In post","2021","Unknown","Department for Education","Operational Delivery","Outside London","85","80","36890","36500"
"In post","2021","Unknown","Department for Education","Policy","London","245","235","50030","53420"
"In post","2021","Unknown","Department for Education","Policy","Outside London","165","160","38120","36500"
"In post","2021","Unknown","Department for Education","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Property","London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Education","Property","Outside London","30","30","51120","50130"
"In post","2021","Unknown","Department for Education","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Commercial","Outside London","25","20","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Communications","London","40","35","46930","52290"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Communications","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","80","75","41030","38080"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Economics","London","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Finance","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Finance","Outside London","40","35","42660","37590"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Human Resources","London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","30","25","40070","37830"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","860","815","24680","21050"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Policy","London","310","295","46950","39800"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Policy","Outside London","140","135","39410","36520"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Project Delivery","London","20","15","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","65","60","37630","35900"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Property","London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Property","Outside London","45","40","31700","26990"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","60","55","30110","27960"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","45","40","42640","37480"
"In post","2021","Unknown","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Communications","London","55","55","44230","38410"
"In post","2021","Unknown","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Digital, Data and Technology","London","35","35","50170","51970"
"In post","2021","Unknown","Department for International Trade","Economics","London","40","40","40290","31800"
"In post","2021","Unknown","Department for International Trade","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Finance","London","20","20","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Human Resources","London","20","20","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","International Trade","London","325","320","45220","39440"
"In post","2021","Unknown","Department for International Trade","International Trade","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","International Trade","Overseas","40","40","59250","53750"
"In post","2021","Unknown","Department for International Trade","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Operational Delivery","London","35","35","35400","30100"
"In post","2021","Unknown","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Other","London","65","65","40630","32120"
"In post","2021","Unknown","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Policy","London","65","65","45540","39760"
"In post","2021","Unknown","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Project Delivery","London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Security","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Statistics","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Commercial","London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Communications","London","40","40","48430","43360"
"In post","2021","Unknown","Department for Transport","Communications","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Digital, Data and Technology","Outside London","160","160","37090","31410"
"In post","2021","Unknown","Department for Transport","Economics","London","35","35","45220","54110"
"In post","2021","Unknown","Department for Transport","Finance","London","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Finance","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Human Resources","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","International Trade","London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Medicine","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Operational Delivery","London","85","80","31560","30580"
"In post","2021","Unknown","Department for Transport","Operational Delivery","Outside London","1200","1115","24330","21590"
"In post","2021","Unknown","Department for Transport","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Other","London","85","75","37090","32740"
"In post","2021","Unknown","Department for Transport","Other","Outside London","40","40","41170","31040"
"In post","2021","Unknown","Department for Transport","Policy","London","175","175","44900","42470"
"In post","2021","Unknown","Department for Transport","Policy","Outside London","30","30","35070","32690"
"In post","2021","Unknown","Department for Transport","Project Delivery","London","75","75","46180","42470"
"In post","2021","Unknown","Department for Transport","Project Delivery","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Property","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Science and Engineering","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Security","London","30","30","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Security","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Social Research","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Statistics","London","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Unknown","London","50","50","47360","42470"
"In post","2021","Unknown","Department for Transport","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Operational Delivery","London","25","20","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Operational Delivery","Outside London","190","175","43090","41690"
"In post","2021","Unknown","Department for Work and Pensions","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Science and Engineering","Outside London","55","50","44720","44820"
"In post","2021","Unknown","Department for Work and Pensions","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","London","800","770","36390","31060"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","Outside London","5110","4660","26500","27570"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","Unknown","70","70","32670","27570"
"In post","2021","Unknown","Department of Health and Social Care","Commercial","London","70","70","54790","44710"
"In post","2021","Unknown","Department of Health and Social Care","Commercial","Outside London","50","50","39490","36820"
"In post","2021","Unknown","Department of Health and Social Care","Communications","London","80","80","40580","32790"
"In post","2021","Unknown","Department of Health and Social Care","Communications","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Digital, Data and Technology","London","70","70","44690","40650"
"In post","2021","Unknown","Department of Health and Social Care","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Economics","London","30","30","40200","32880"
"In post","2021","Unknown","Department of Health and Social Care","Economics","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Finance","London","95","95","38660","32790"
"In post","2021","Unknown","Department of Health and Social Care","Finance","Outside London","70","70","35430","28970"
"In post","2021","Unknown","Department of Health and Social Care","Human Resources","London","40","40","33370","27270"
"In post","2021","Unknown","Department of Health and Social Care","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Intelligence Analysis","London","110","105","55730","53360"
"In post","2021","Unknown","Department of Health and Social Care","Intelligence Analysis","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Knowledge and Information Management","London","10","5","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Medicine","London","15","15","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Medicine","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Operational Delivery","London","95","90","46380","37140"
"In post","2021","Unknown","Department of Health and Social Care","Operational Delivery","Outside London","40","35","41060","37450"
"In post","2021","Unknown","Department of Health and Social Care","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Policy","London","735","730","47220","40650"
"In post","2021","Unknown","Department of Health and Social Care","Policy","Outside London","250","245","41650","36820"
"In post","2021","Unknown","Department of Health and Social Care","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Property","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Science and Engineering","London","25","25","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Statistics","London","5","5","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Unknown","London","45","45","52530","53360"
"In post","2021","Unknown","Department of Health and Social Care","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Operational Delivery","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Policy","London","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Policy","Outside London","5","5","[c]","[c]"
