"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Ministry of Defence","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Other","Outside London","45","[c]","25980","26510"
"Leaver CS","2021","Undeclared","Ministry of Defence","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Property","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Science and Engineering","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Security","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Operational Delivery","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Operational Delivery","Outside London","80","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Operational Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Digital, Data and Technology","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Economics","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","Outside London","60","[c]","22770","19130"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Social Research","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Legal","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Legal","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Operational Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Unknown","London","75","[c]","48880","40600"
"Leaver CS","2021","Unknown","Cabinet Office","Unknown","Outside London","35","[c]","28340","25970"
"Leaver CS","2021","Unknown","Cabinet Office","Unknown","Unknown","90","[c]","56440","42330"
"Leaver CS","2021","Unknown","Chancellor's other departments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chancellor's other departments","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","55","[c]","24320","24250"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Policy","London","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Policy","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Policy","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
