"Status","Year","Age","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","50-59","White","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Maritime and Coastguard Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Ministry of Defence (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Ministry of Defence (excl. agencies)","Outside London","35","[c]","38330","33300"
"Leaver Dept.","2021","50-59","White","Ministry of Defence (excl. agencies)","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Ministry of Housing, Communities and Local Government (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Ministry of Justice (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Ministry of Justice (excl. agencies)","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Office of the Public Guardian","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Scottish Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","United Kingdom Statistics Authority","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for International Development","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Home Office (incl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for International Development","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Home Office (incl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for International Development","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Home Office (incl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for International Development","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Home Office (incl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
