"Status","Year","Parent_department","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for International Trade","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Outside London","SEO","Female","15","15","[c]","[c]"
"In post","2021","Department for International Trade","Outside London","SEO","Male","20","20","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","G6","Female","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","G6","Male","20","20","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","G7","Female","15","15","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","G7","Male","40","40","54720","53750"
"In post","2021","Department for International Trade","Overseas","HEO","Female","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","HEO","Male","15","15","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","SEO","Female","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","SEO","Male","20","20","[c]","[c]"
"In post","2021","Department for Transport","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","London","AO","Female","35","35","26700","25730"
"In post","2021","Department for Transport","London","AO","Male","110","95","31250","32740"
"In post","2021","Department for Transport","London","EO","Female","245","235","30020","30270"
"In post","2021","Department for Transport","London","EO","Male","350","340","30770","30720"
"In post","2021","Department for Transport","London","G6","Female","150","140","66330","66230"
"In post","2021","Department for Transport","London","G6","Male","205","205","67130","66230"
"In post","2021","Department for Transport","London","G7","Female","340","325","54860","54760"
"In post","2021","Department for Transport","London","G7","Male","460","455","55720","54760"
"In post","2021","Department for Transport","London","HEO","Female","310","305","34980","35060"
"In post","2021","Department for Transport","London","HEO","Male","420","420","35200","35060"
"In post","2021","Department for Transport","London","SCS level","Female","90","85","84380","78670"
"In post","2021","Department for Transport","London","SCS level","Male","115","110","90620","82540"
"In post","2021","Department for Transport","London","SEO","Female","250","240","43200","42890"
"In post","2021","Department for Transport","London","SEO","Male","360","355","43550","43360"
"In post","2021","Department for Transport","Outside London","AA","Female","880","635","18120","18060"
"In post","2021","Department for Transport","Outside London","AA","Male","435","400","18910","18060"
"In post","2021","Department for Transport","Outside London","AO","Female","2420","2035","21720","21590"
"In post","2021","Department for Transport","Outside London","AO","Male","1825","1765","23680","21590"
"In post","2021","Department for Transport","Outside London","EO","Female","1300","1175","26860","26700"
"In post","2021","Department for Transport","Outside London","EO","Male","2285","2175","28040","26780"
"In post","2021","Department for Transport","Outside London","G6","Female","55","45","77340","83320"
"In post","2021","Department for Transport","Outside London","G6","Male","115","110","76440","73920"
"In post","2021","Department for Transport","Outside London","G7","Female","180","170","53970","51480"
"In post","2021","Department for Transport","Outside London","G7","Male","375","365","60560","56490"
"In post","2021","Department for Transport","Outside London","HEO","Female","625","590","32320","32020"
"In post","2021","Department for Transport","Outside London","HEO","Male","935","915","33630","32490"
"In post","2021","Department for Transport","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Department for Transport","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Department for Transport","Outside London","SEO","Female","385","370","41010","40480"
"In post","2021","Department for Transport","Outside London","SEO","Male","685","675","44170","42290"
"In post","2021","Department for Transport","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","SEO","Male","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","London","AA","Female","10","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","London","AA","Male","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","London","AO","Female","1095","925","24470","25110"
"In post","2021","Department for Work and Pensions","London","AO","Male","515","500","24600","25110"
"In post","2021","Department for Work and Pensions","London","EO","Female","4185","3850","31090","31060"
"In post","2021","Department for Work and Pensions","London","EO","Male","2115","2070","31130","31060"
"In post","2021","Department for Work and Pensions","London","G6","Female","95","90","70320","67820"
"In post","2021","Department for Work and Pensions","London","G6","Male","85","80","70260","69680"
"In post","2021","Department for Work and Pensions","London","G7","Female","240","230","56130","54070"
"In post","2021","Department for Work and Pensions","London","G7","Male","205","200","57590","57010"
"In post","2021","Department for Work and Pensions","London","HEO","Female","570","550","37210","36650"
"In post","2021","Department for Work and Pensions","London","HEO","Male","420","415","37300","36650"
"In post","2021","Department for Work and Pensions","London","SCS level","Female","70","65","89380","80430"
"In post","2021","Department for Work and Pensions","London","SCS level","Male","60","60","98250","86870"
"In post","2021","Department for Work and Pensions","London","SEO","Female","255","240","42300","41400"
"In post","2021","Department for Work and Pensions","London","SEO","Male","255","250","43430","42160"
"In post","2021","Department for Work and Pensions","Outside London","AA","Female","135","100","20110","20230"
"In post","2021","Department for Work and Pensions","Outside London","AA","Male","135","120","20120","20230"
"In post","2021","Department for Work and Pensions","Outside London","AO","Female","18460","14935","20970","21010"
"In post","2021","Department for Work and Pensions","Outside London","AO","Male","9070","8610","21020","21010"
"In post","2021","Department for Work and Pensions","Outside London","EO","Female","28050","24395","27660","27570"
"In post","2021","Department for Work and Pensions","Outside London","EO","Male","14170","13585","27690","27570"
"In post","2021","Department for Work and Pensions","Outside London","G6","Female","280","265","63870","61570"
"In post","2021","Department for Work and Pensions","Outside London","G6","Male","390","380","67460","66510"
"In post","2021","Department for Work and Pensions","Outside London","G7","Female","905","855","51910","49170"
"In post","2021","Department for Work and Pensions","Outside London","G7","Male","1015","985","54710","53030"
"In post","2021","Department for Work and Pensions","Outside London","HEO","Female","4160","3810","32980","32170"
"In post","2021","Department for Work and Pensions","Outside London","HEO","Male","2325","2235","32990","31990"
"In post","2021","Department for Work and Pensions","Outside London","SCS level","Female","60","60","84110","77800"
"In post","2021","Department for Work and Pensions","Outside London","SCS level","Male","80","80","88350","81100"
"In post","2021","Department for Work and Pensions","Outside London","SEO","Female","1695","1570","38670","37000"
"In post","2021","Department for Work and Pensions","Outside London","SEO","Male","1515","1470","42570","38910"
"In post","2021","Department for Work and Pensions","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","AO","Female","120","105","22770","21930"
"In post","2021","Department for Work and Pensions","Unknown","AO","Male","45","45","21810","21010"
"In post","2021","Department for Work and Pensions","Unknown","EO","Female","310","285","28040","27570"
"In post","2021","Department for Work and Pensions","Unknown","EO","Male","190","185","27960","27570"
"In post","2021","Department for Work and Pensions","Unknown","G6","Female","15","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","G6","Male","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","G7","Female","25","20","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","G7","Male","20","20","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","HEO","Female","60","55","32720","31990"
"In post","2021","Department for Work and Pensions","Unknown","HEO","Male","35","35","33050","31990"
