"Status","Year","Age","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Asian","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Work and Pensions","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Revenue and Customs","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Revenue and Customs","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Home Office","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Justice","London","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Justice","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Work and Pensions","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","HM Revenue and Customs","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Ministry of Justice","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
