"Status","Year","Age","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Other","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other","Unknown","35","35","18640","15940"
"In post","2021","16-19","Other","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Other","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Manchester","5","5","[c]","[c]"
"In post","2021","16-19","Policy","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","Westminster","25","25","25350","24540"
"In post","2021","16-19","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Milton Keynes","10","10","[c]","[c]"
"In post","2021","16-19","Property","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Bath and North East Somerset, North Somerset and South Gloucestershire","55","55","17660","17780"
"In post","2021","16-19","Science and Engineering","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","East Ayrshire and North Ayrshire mainland","10","10","17080","16780"
"In post","2021","16-19","Science and Engineering","Flintshire and Wrexham","15","15","16570","16780"
"In post","2021","16-19","Science and Engineering","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Plymouth","10","10","17720","16780"
"In post","2021","16-19","Science and Engineering","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Wiltshire","15","15","17440","17710"
"In post","2021","16-19","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Birmingham","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Cardiff and Vale of Glamorgan","15","15","20520","20140"
"In post","2021","16-19","Tax","City of Edinburgh","15","15","20140","20140"
"In post","2021","16-19","Tax","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Greater Manchester South West","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Leeds","20","20","20140","20140"
"In post","2021","16-19","Tax","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Liverpool","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Mid Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","Tax","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Nottingham","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Sefton","20","20","20140","20140"
"In post","2021","16-19","Tax","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Sunderland","10","10","20140","20140"
"In post","2021","16-19","Tax","Tyneside","20","20","20380","20140"
"In post","2021","16-19","Tax","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Birmingham","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Blackpool","15","15","21010","21010"
"In post","2021","16-19","Unknown","Bradford","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Central Valleys","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","City of Edinburgh","45","45","21320","21150"
"In post","2021","16-19","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derby","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Sussex CC","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Glasgow City","25","25","21010","21010"
"In post","2021","16-19","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester South East","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Leeds","15","15","20740","21010"
"In post","2021","16-19","Unknown","Leicester","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Sheffield","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Swansea","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tyneside","40","35","21490","21010"
"In post","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Westminster","10","10","25610","26000"
"In post","2021","16-19","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","York","[c]","[c]","[c]","[c]"
