"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Revenue and Customs","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","London","20","20","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Outside London","35","35","38540","37320"
"In post","2021","Asian","Commercial","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Ministry of Justice","London","40","40","39560","36260"
"In post","2021","Asian","Commercial","Ministry of Justice","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Other Cabinet Office Agencies","London","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Other Cabinet Office Agencies","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","The National Archives","London","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","UK Export Finance","London","25","20","[c]","[c]"
"In post","2021","Asian","Commercial","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cabinet Office","London","20","20","[c]","[c]"
"In post","2021","Asian","Communications","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Competition and Markets Authority","London","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Education","London","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Department for Education","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","London","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","London","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department of Health and Social Care","London","15","15","[c]","[c]"
"In post","2021","Asian","Communications","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Revenue and Customs","London","15","10","[c]","[c]"
"In post","2021","Asian","Communications","HM Revenue and Customs","Outside London","265","260","28370","25560"
"In post","2021","Asian","Communications","HM Treasury","London","5","5","[c]","[c]"
"In post","2021","Asian","Communications","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","London","60","55","25990","21650"
"In post","2021","Asian","Communications","Ministry of Defence","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government","London","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","London","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Export Finance","London","5","5","[c]","[c]"
"In post","2021","Asian","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Attorney General's Departments","London","15","15","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","HM Revenue and Customs","London","245","230","34900","32520"
"In post","2021","Asian","Counter Fraud","HM Revenue and Customs","Outside London","330","315","29620","27910"
"In post","2021","Asian","Counter Fraud","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","HM Revenue and Customs","London","130","110","26610","25630"
"In post","2021","Asian","Debt","HM Revenue and Customs","Outside London","215","190","21650","20140"
"In post","2021","Asian","Debt","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Attorney General's Departments","London","25","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Cabinet Office","London","100","100","48750","54700"
"In post","2021","Asian","Digital, Data & Technology","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Competition and Markets Authority","London","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for Education","Outside London","65","65","36670","36500"
"In post","2021","Asian","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for International Trade","London","15","15","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for Transport","London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for Transport","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Department of Health and Social Care","London","50","50","44410","41020"
"In post","2021","Asian","Digital, Data & Technology","Department of Health and Social Care","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","HM Land Registry","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","HM Revenue and Customs","London","40","35","42100","36160"
"In post","2021","Asian","Digital, Data & Technology","HM Revenue and Customs","Outside London","120","120","37970","31810"
"In post","2021","Asian","Digital, Data & Technology","HM Treasury","London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Ministry of Defence","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","London","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Ministry of Justice","London","70","70","48750","45000"
"In post","2021","Asian","Digital, Data & Technology","Ministry of Justice","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","National Crime Agency","London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","National Crime Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Office for Standards in Education","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","The National Archives","London","15","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","UK Export Finance","London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","United Kingdom Statistics Authority","London","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","United Kingdom Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Attorney General's Departments","London","15","15","[c]","[c]"
"In post","2021","Asian","Finance","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Cabinet Office","London","15","15","[c]","[c]"
"In post","2021","Asian","Finance","Chancellor's other departments","London","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Department for Business, Energy and Industrial Strategy","London","25","25","[c]","[c]"
"In post","2021","Asian","Finance","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Department for Education","London","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Department for Education","Outside London","55","55","35980","31000"
"In post","2021","Asian","Finance","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Department for Environment, Food and Rural Affairs","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Finance","Department for International Trade","London","15","15","[c]","[c]"
"In post","2021","Asian","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Department for Transport","London","20","20","[c]","[c]"
"In post","2021","Asian","Finance","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Department of Health and Social Care","London","35","35","41360","40070"
"In post","2021","Asian","Finance","Department of Health and Social Care","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Finance","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
