"Status","Year","Function_of_post","Organisation","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","55","55","40490","37050"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Outside London","30","30","36410","33300"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Inner London - West","London","85","85","43990","40640"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Inner London - West","London","190","190","46840","46510"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Inner London - East","London","320","310","46810","41090"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Inner London - West","London","30","30","45060","40680"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","West Yorkshire","Outside London","35","35","32450","30430"
"In post","2021","Analysis","National Savings and Investments","Inner London - West","London","10","10","38090","33290"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","90","85","39150","32010"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Inner London - West","London","35","35","45600","42850"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Inner London - East","London","55","55","54980","52000"
"In post","2021","Analysis","Office of Gas and Electricity Markets","West Central Scotland","Outside London","10","10","54880","63750"
"In post","2021","Analysis","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Inner London - East","London","30","30","53850","55430"
"In post","2021","Analysis","Office of Rail and Road","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Eastern Scotland","Outside London","20","20","38010","36780"
"In post","2021","Analysis","Registers of Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Cumbria","Outside London","15","15","28910","29180"
"In post","2021","Analysis","Rural Payments Agency","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Northumberland and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Inner London - West","London","25","25","44760","38200"
"In post","2021","Analysis","UK Intellectual Property Office","East Wales","Outside London","15","15","49150","55600"
"In post","2021","Analysis","UK Intellectual Property Office","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","East Wales","Outside London","1025","975","36210","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Eastern Scotland","Outside London","10","10","44440","45040"
"In post","2021","Analysis","United Kingdom Statistics Authority","Hampshire and Isle of Wight","Outside London","440","420","37170","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Inner London - West","London","225","225","40680","32540"
"In post","2021","Analysis","Valuation Office Agency","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Inner London - East","London","20","20","51160","46630"
"In post","2021","Analysis","Valuation Office Agency","Northumberland and Tyne and Wear","Outside London","15","15","45110","46750"
"In post","2021","Analysis","Valuation Office Agency","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Inner London - West","London","20","20","71600","71740"
"In post","2021","Analysis","Water Services Regulation Authority","West Midlands","Outside London","15","15","53360","49810"
"In post","2021","Analysis","Welsh Revenue Authority","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","15","15","26080","24920"
"In post","2021","Commercial","Animal and Plant Health Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","35070","34450"
"In post","2021","Commercial","Animal and Plant Health Agency","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","15","15","34470","28600"
"In post","2021","Commercial","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","72830","74000"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","East Anglia","Outside London","65","65","57230","54620"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","East Wales","Outside London","15","15","57450","53570"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","85","85","73750","64500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","90","85","61760","56210"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","50","45","66180","64500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Inner London - East","London","110","110","60160","56510"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Inner London - West","London","640","630","78260","69150"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Lancashire","Outside London","30","30","56540","49700"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Merseyside","Outside London","70","70","63830","55750"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Outside London","15","15","60310","56470"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outer London - South","London","20","15","70260","68170"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Outside London","10","10","70410","54400"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","South Yorkshire","Outside London","40","40","61060","50760"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Southern Scotland","Outside London","20","20","65780","62130"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Tees Valley and Durham","Outside London","10","10","68480","66810"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Unknown","15","15","62420","54700"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","West Central Scotland","Outside London","15","15","64460","67610"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","West Midlands","Outside London","20","20","84110","71390"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","West Yorkshire","Outside London","65","60","67060","64500"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Outside London","10","10","42600","40320"
"In post","2021","Commercial","Charity Commission","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Companies House","East Wales","Outside London","5","5","[c]","[c]"
