"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Attorney General's Departments","SEO/HEO","40","40","37880","40000"
"In post","2021","No function","Cabinet Office","AA/AO","110","105","24160","24490"
"In post","2021","No function","Cabinet Office","EO","335","330","27940","27500"
"In post","2021","No function","Cabinet Office","G6/G7","945","930","58240","54700"
"In post","2021","No function","Cabinet Office","SCS level","250","250","86750","77000"
"In post","2021","No function","Cabinet Office","SEO/HEO","2525","2515","31970","32000"
"In post","2021","No function","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","EO","10","10","30450","31440"
"In post","2021","No function","Chancellor's other departments","G6/G7","40","40","58290","54870"
"In post","2021","No function","Chancellor's other departments","SCS level","15","15","108120","100700"
"In post","2021","No function","Chancellor's other departments","SEO/HEO","45","45","40260","40290"
"In post","2021","No function","Charity Commission","EO","10","10","[c]","[c]"
"In post","2021","No function","Charity Commission","G6/G7","5","5","[c]","[c]"
"In post","2021","No function","Charity Commission","SEO/HEO","15","15","33530","31500"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","AA/AO","1340","1230","21570","20880"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","EO","1385","1315","26100","26290"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","G6/G7","2340","2270","58500","56830"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","SCS level","300","290","82790","74860"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","3245","3140","37450","36740"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","EO","120","120","27680","26180"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","525","515","57320","53000"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","SCS level","85","80","85550","75500"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","455","450","35830","34020"
"In post","2021","No function","Department for Education","AA/AO","55","50","22120","21000"
"In post","2021","No function","Department for Education","EO","470","455","26650","26000"
"In post","2021","No function","Department for Education","G6/G7","1500","1445","56140","53760"
"In post","2021","No function","Department for Education","SCS level","135","130","79540","74100"
"In post","2021","No function","Department for Education","SEO/HEO","1990","1920","35170","36500"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","AA/AO","845","790","22050","21050"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","EO","1010","960","26730","26390"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","G6/G7","1185","1140","55310","53870"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","SCS level","145","140","83430","76920"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","2340","2255","35530","35900"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","AA/AO","25","20","24840","25140"
"In post","2021","No function","Department for International Trade","EO","160","155","27180","26510"
"In post","2021","No function","Department for International Trade","G6/G7","750","745","55390","52450"
"In post","2021","No function","Department for International Trade","SCS level","140","135","86470","75570"
"In post","2021","No function","Department for International Trade","SEO/HEO","810","805","35430","34980"
"In post","2021","No function","Department for Transport","AA/AO","5355","4635","21780","21590"
"In post","2021","No function","Department for Transport","EO","3400","3180","28210","26780"
"In post","2021","No function","Department for Transport","G6/G7","980","955","61800","57070"
"In post","2021","No function","Department for Transport","SCS level","135","130","88350","79860"
"In post","2021","No function","Department for Transport","SEO/HEO","2100","2055","37860","35980"
"In post","2021","No function","Department for Work and Pensions","AA/AO","240","215","22150","22160"
"In post","2021","No function","Department for Work and Pensions","EO","380","355","28020","27740"
"In post","2021","No function","Department for Work and Pensions","G6/G7","410","390","61720","59150"
"In post","2021","No function","Department for Work and Pensions","SCS level","30","30","87300","80000"
"In post","2021","No function","Department for Work and Pensions","SEO/HEO","1145","1085","45700","43830"
"In post","2021","No function","Department of Health and Social Care","AA/AO","880","770","21170","20230"
"In post","2021","No function","Department of Health and Social Care","EO","1105","1020","26170","26880"
"In post","2021","No function","Department of Health and Social Care","G6/G7","2495","2375","58040","54230"
"In post","2021","No function","Department of Health and Social Care","SCS level","630","560","103880","98480"
"In post","2021","No function","Department of Health and Social Care","SEO/HEO","3285","3045","36040","36330"
"In post","2021","No function","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","ESTYN","EO","15","15","28090","28850"
"In post","2021","No function","ESTYN","G6/G7","65","60","74270","74730"
"In post","2021","No function","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","AA/AO","5","5","[c]","[c]"
"In post","2021","No function","Food Standards Agency","EO","400","385","27260","26750"
"In post","2021","No function","Food Standards Agency","G6/G7","125","120","55980","56130"
"In post","2021","No function","Food Standards Agency","SCS level","10","10","82490","78080"
"In post","2021","No function","Food Standards Agency","SEO/HEO","410","405","35940","37350"
"In post","2021","No function","Foreign, Commonwealth and Development Office","AA/AO","295","285","26240","24750"
"In post","2021","No function","Foreign, Commonwealth and Development Office","EO","395","390","30890","30430"
"In post","2021","No function","Foreign, Commonwealth and Development Office","G6/G7","1195","1180","60070","58470"
"In post","2021","No function","Foreign, Commonwealth and Development Office","SCS level","355","350","87410","78010"
"In post","2021","No function","Foreign, Commonwealth and Development Office","SEO/HEO","1435","1425","37210","36360"
"In post","2021","No function","HM Land Registry","AA/AO","1765","1675","22490","22350"
"In post","2021","No function","HM Land Registry","EO","1860","1610","27250","27130"
"In post","2021","No function","HM Land Registry","G6/G7","40","40","60910","58020"
"In post","2021","No function","HM Land Registry","SCS level","5","5","[c]","[c]"
"In post","2021","No function","HM Land Registry","SEO/HEO","1360","1185","36030","33840"
"In post","2021","No function","HM Revenue and Customs","AA/AO","14685","12660","20630","20140"
"In post","2021","No function","HM Revenue and Customs","EO","5990","5420","26230","25560"
"In post","2021","No function","HM Revenue and Customs","G6/G7","2585","2480","56870","52580"
"In post","2021","No function","HM Revenue and Customs","SCS level","125","125","83370","78000"
"In post","2021","No function","HM Revenue and Customs","SEO/HEO","8135","7715","34260","31810"
"In post","2021","No function","HM Treasury","AA/AO","25","20","23450","23500"
"In post","2021","No function","HM Treasury","EO","160","160","27270","26780"
"In post","2021","No function","HM Treasury","G6/G7","690","675","57900","55430"
"In post","2021","No function","HM Treasury","SCS level","135","130","84780","77000"
"In post","2021","No function","HM Treasury","SEO/HEO","610","610","33910","32320"
"In post","2021","No function","Ministry of Defence","AA/AO","160","160","19250","20170"
"In post","2021","No function","Ministry of Defence","EO","280","265","26250","26740"
"In post","2021","No function","Ministry of Defence","G6/G7","1215","1165","51180","46720"
"In post","2021","No function","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Ministry of Defence","SEO/HEO","1480","1440","33590","33290"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","AA/AO","195","180","22230","22560"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","EO","285","275","27980","27850"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","G6/G7","1105","1040","57190","54700"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","SCS level","100","95","86030","76700"
"In post","2021","No function","Ministry of Housing, Communities and Local Government","SEO/HEO","845","825","35920","34860"
"In post","2021","No function","Ministry of Justice","AA/AO","40270","37350","24440","23240"
"In post","2021","No function","Ministry of Justice","EO","9475","9020","28450","27380"
"In post","2021","No function","Ministry of Justice","G6/G7","1195","1165","63720","60300"
"In post","2021","No function","Ministry of Justice","SCS level","175","170","89320","83000"
"In post","2021","No function","Ministry of Justice","SEO/HEO","8060","7720","38060","36800"
"In post","2021","No function","Ministry of Justice","Unknown","12010","11095","29870","28320"
"In post","2021","No function","National Crime Agency","AA/AO","250","235","23950","24220"
"In post","2021","No function","National Crime Agency","EO","2295","2245","33640","34140"
"In post","2021","No function","National Crime Agency","G6/G7","235","235","65600","64410"
"In post","2021","No function","National Crime Agency","SCS level","25","25","114650","95000"
"In post","2021","No function","National Crime Agency","SEO/HEO","1925","1890","44900","43710"
"In post","2021","No function","Northern Ireland Office","AA/AO","5","5","[c]","[c]"
"In post","2021","No function","Northern Ireland Office","EO","15","15","26420","26410"
"In post","2021","No function","Northern Ireland Office","G6/G7","40","40","54310","52850"
"In post","2021","No function","Northern Ireland Office","SCS level","15","15","88050","77440"
"In post","2021","No function","Northern Ireland Office","SEO/HEO","50","50","35380","34990"
"In post","2021","No function","Office for Standards in Education","AA/AO","205","185","21240","21160"
"In post","2021","No function","Office for Standards in Education","EO","140","135","26380","25880"
"In post","2021","No function","Office for Standards in Education","G6/G7","485","480","74680","75500"
"In post","2021","No function","Office for Standards in Education","SCS level","20","20","113440","109300"
"In post","2021","No function","Office for Standards in Education","SEO/HEO","490","470","46410","51360"
"In post","2021","No function","Office of Gas and Electricity Markets","AA/AO","45","45","19450","18780"
"In post","2021","No function","Office of Gas and Electricity Markets","EO","225","225","25450","24650"
"In post","2021","No function","Office of Gas and Electricity Markets","G6/G7","265","260","59290","56940"
"In post","2021","No function","Office of Gas and Electricity Markets","SCS level","30","25","100220","91560"
"In post","2021","No function","Office of Gas and Electricity Markets","SEO/HEO","295","290","35940","35400"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","EO","20","20","24340","24510"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","G6/G7","75","75","52740","48350"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","SCS level","15","15","100240","87910"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","85","85","35610","34780"
"In post","2021","No function","Office of Rail and Road","AA/AO","10","10","23930","23260"
"In post","2021","No function","Office of Rail and Road","EO","10","10","29210","29510"
"In post","2021","No function","Office of Rail and Road","G6/G7","130","125","62230","61880"
"In post","2021","No function","Office of Rail and Road","SCS level","10","10","114180","101190"
"In post","2021","No function","Office of Rail and Road","SEO/HEO","60","55","39440","38880"
"In post","2021","No function","Other Cabinet Office Agencies","AA/AO","25","25","19640","18870"
"In post","2021","No function","Other Cabinet Office Agencies","EO","25","25","23430","22230"
"In post","2021","No function","Other Cabinet Office Agencies","G6/G7","70","70","54720","55000"
"In post","2021","No function","Other Cabinet Office Agencies","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Other Cabinet Office Agencies","SEO/HEO","60","60","32490","34670"
"In post","2021","No function","Scottish Government","AA/AO","2255","2095","23110","22220"
"In post","2021","No function","Scottish Government","EO","2640","2495","31840","33650"
"In post","2021","No function","Scottish Government","G6/G7","120","115","62800","60630"
"In post","2021","No function","Scottish Government","SCS level","10","10","85750","84710"
"In post","2021","No function","Scottish Government","SEO/HEO","1105","1010","38610","39500"
"In post","2021","No function","The National Archives","AA/AO","65","55","20970","20650"
"In post","2021","No function","The National Archives","EO","50","50","25480","24960"
"In post","2021","No function","The National Archives","G6/G7","45","45","52200","48580"
"In post","2021","No function","The National Archives","SCS level","10","10","[c]","[c]"
"In post","2021","No function","The National Archives","SEO/HEO","175","170","34290","34260"
"In post","2021","No function","United Kingdom Statistics Authority","AA/AO","1380","960","19640","19520"
"In post","2021","No function","United Kingdom Statistics Authority","EO","415","390","23910","23050"
"In post","2021","No function","United Kingdom Statistics Authority","G6/G7","155","150","52400","50090"
"In post","2021","No function","United Kingdom Statistics Authority","SCS level","20","20","81140","75260"
"In post","2021","No function","United Kingdom Statistics Authority","SEO/HEO","600","570","32920","31700"
"In post","2021","No function","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Wales Office","EO","5","5","[c]","[c]"
"In post","2021","No function","Wales Office","G6/G7","10","10","[c]","[c]"
"In post","2021","No function","Wales Office","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Wales Office","SEO/HEO","10","10","[c]","[c]"
"In post","2021","No function","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Water Services Regulation Authority","EO","15","15","29160","28600"
"In post","2021","No function","Water Services Regulation Authority","G6/G7","35","30","76880","75150"
"In post","2021","No function","Water Services Regulation Authority","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Water Services Regulation Authority","SEO/HEO","55","55","48760","48760"
"In post","2021","Project Delivery","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Attorney General's Departments","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Attorney General's Departments","G6/G7","10","10","63000","65180"
"In post","2021","Project Delivery","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Attorney General's Departments","SEO/HEO","15","15","35980","35000"
"In post","2021","Project Delivery","Cabinet Office","AA/AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Cabinet Office","EO","15","15","28020","28330"
"In post","2021","Project Delivery","Cabinet Office","G6/G7","65","65","60190","58940"
"In post","2021","Project Delivery","Cabinet Office","SCS level","65","65","109830","108390"
"In post","2021","Project Delivery","Cabinet Office","SEO/HEO","35","35","35310","34550"
"In post","2021","Project Delivery","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Charity Commission","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Charity Commission","SEO/HEO","10","10","33180","34130"
"In post","2021","Project Delivery","Competition and Markets Authority","AA/AO","20","20","23300","22860"
"In post","2021","Project Delivery","Competition and Markets Authority","EO","45","40","28400","27920"
"In post","2021","Project Delivery","Competition and Markets Authority","G6/G7","175","170","66220","62890"
"In post","2021","Project Delivery","Competition and Markets Authority","SCS level","60","60","110090","102030"
"In post","2021","Project Delivery","Competition and Markets Authority","SEO/HEO","75","75","36250","34870"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","AA/AO","10","10","21730","21080"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","EO","65","60","26480","25660"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","330","320","55070","53480"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","20","20","82390","77780"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO/HEO","480","465","37750","39380"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","EO","30","30","26380","26180"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","100","100","57710","54120"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","15","15","89860","81460"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","65","65","35930","34020"
"In post","2021","Project Delivery","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for Education","EO","65","65","26610","26000"
"In post","2021","Project Delivery","Department for Education","G6/G7","290","285","58770","57600"
"In post","2021","Project Delivery","Department for Education","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Department for Education","SEO/HEO","165","155","34780","36300"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs","AA/AO","35","30","21830","21050"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs","EO","70","65","25740","25100"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs","G6/G7","135","130","54190","52510"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs","SEO/HEO","255","245","34220","35900"
"In post","2021","Project Delivery","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department for International Trade","G6/G7","25","25","57030","51970"
"In post","2021","Project Delivery","Department for International Trade","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Department for International Trade","SEO/HEO","15","15","34370","32120"
"In post","2021","Project Delivery","Department for Transport","AA/AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Department for Transport","EO","50","50","27460","26780"
"In post","2021","Project Delivery","Department for Transport","G6/G7","235","230","58830","55810"
"In post","2021","Project Delivery","Department for Transport","SCS level","55","55","92980","84990"
"In post","2021","Project Delivery","Department for Transport","SEO/HEO","270","265","38130","38650"
"In post","2021","Project Delivery","Department for Work and Pensions","AA/AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Department for Work and Pensions","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Department for Work and Pensions","G6/G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Department for Work and Pensions","SEO/HEO","25","20","39060","39390"
"In post","2021","Project Delivery","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department of Health and Social Care","G6/G7","15","10","59450","56870"
"In post","2021","Project Delivery","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Department of Health and Social Care","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Food Standards Agency","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Food Standards Agency","SEO/HEO","10","10","35790","37350"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","AA/AO","45","45","23330","23000"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","EO","145","140","28100","26920"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","G6/G7","1280","1250","58310","56610"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","SCS level","85","85","82330","77650"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office","SEO/HEO","495","480","37420","38600"
"In post","2021","Project Delivery","HM Land Registry","AA/AO","15","15","22350","22350"
"In post","2021","Project Delivery","HM Land Registry","EO","10","10","[c]","[c]"
"In post","2021","Project Delivery","HM Land Registry","G6/G7","25","25","58500","56750"
"In post","2021","Project Delivery","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HM Land Registry","SEO/HEO","90","90","39070","38550"
"In post","2021","Project Delivery","HM Revenue and Customs","AA/AO","85","75","21780","21440"
"In post","2021","Project Delivery","HM Revenue and Customs","EO","565","500","26740","25560"
"In post","2021","Project Delivery","HM Revenue and Customs","G6/G7","1595","1545","57760","58130"
"In post","2021","Project Delivery","HM Revenue and Customs","SCS level","140","140","83760","78330"
"In post","2021","Project Delivery","HM Revenue and Customs","SEO/HEO","2180","2060","36180","38630"
"In post","2021","Project Delivery","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","HM Treasury","G6/G7","15","15","59480","61000"
"In post","2021","Project Delivery","HM Treasury","SEO/HEO","15","10","38480","37900"
"In post","2021","Project Delivery","Ministry of Defence","AA/AO","285","265","20550","20920"
"In post","2021","Project Delivery","Ministry of Defence","EO","3340","3210","24040","25310"
"In post","2021","Project Delivery","Ministry of Defence","G6/G7","2595","2535","56420","54960"
"In post","2021","Project Delivery","Ministry of Defence","SCS level","170","165","93150","86700"
"In post","2021","Project Delivery","Ministry of Defence","SEO/HEO","8705","8435","36290","36060"
"In post","2021","Project Delivery","Ministry of Defence","Unknown","1355","1335","42310","40180"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government","AA/AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government","EO","15","15","27880","27780"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government","G6/G7","55","55","54990","53130"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government","SCS level","10","10","88910","82210"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government","SEO/HEO","65","60","36540","36340"
"In post","2021","Project Delivery","Ministry of Justice","AA/AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Ministry of Justice","EO","65","65","24520","26410"
"In post","2021","Project Delivery","Ministry of Justice","G6/G7","195","195","55160","54120"
"In post","2021","Project Delivery","Ministry of Justice","SCS level","25","25","82480","75640"
"In post","2021","Project Delivery","Ministry of Justice","SEO/HEO","425","420","34120","32870"
"In post","2021","Project Delivery","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","National Crime Agency","EO","10","10","30670","29670"
"In post","2021","Project Delivery","National Crime Agency","G6/G7","20","20","62820","57450"
"In post","2021","Project Delivery","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","National Crime Agency","SEO/HEO","60","55","43320","45480"
"In post","2021","Project Delivery","Office for Standards in Education","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education","G6/G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education","SEO/HEO","15","15","37270","39850"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","G6/G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other Cabinet Office Agencies","G6/G7","30","30","55140","54850"
"In post","2021","Project Delivery","Other Cabinet Office Agencies","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Other Cabinet Office Agencies","SEO/HEO","25","25","35230","34800"
"In post","2021","Project Delivery","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scottish Government","AA/AO","80","75","23030","22920"
"In post","2021","Project Delivery","Scottish Government","EO","65","60","30490","30160"
"In post","2021","Project Delivery","Scottish Government","G6/G7","35","30","58760","56800"
"In post","2021","Project Delivery","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scottish Government","SEO/HEO","110","105","40810","38450"
"In post","2021","Project Delivery","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","UK Export Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","EO","15","15","23530","23050"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","G6/G7","90","85","52380","49120"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","SEO/HEO","120","120","33700","36030"
"In post","2021","Project Delivery","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Water Services Regulation Authority","SEO/HEO","10","10","46150","45810"
"In post","2021","Property","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cabinet Office","EO","10","5","[c]","[c]"
"In post","2021","Property","Cabinet Office","G6/G7","50","50","56400","54700"
"In post","2021","Property","Cabinet Office","SCS level","10","10","98540","80840"
"In post","2021","Property","Cabinet Office","SEO/HEO","35","30","34720","34550"
"In post","2021","Property","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy","AA/AO","25","25","20370","20160"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy","EO","20","20","25880","25630"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy","G6/G7","15","15","55390","53380"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","20","36040","36110"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Education","EO","35","30","26330","25000"
"In post","2021","Property","Department for Education","G6/G7","175","170","59210","61350"
"In post","2021","Property","Department for Education","SEO/HEO","60","60","34920","36500"
"In post","2021","Property","Department for Environment, Food and Rural Affairs","AA/AO","55","45","21330","21050"
"In post","2021","Property","Department for Environment, Food and Rural Affairs","EO","75","70","25570","25100"
"In post","2021","Property","Department for Environment, Food and Rural Affairs","G6/G7","90","85","54250","53200"
"In post","2021","Property","Department for Environment, Food and Rural Affairs","SCS level","10","10","88550","86600"
"In post","2021","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","160","155","34260","35900"
"In post","2021","Property","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Transport","AA/AO","35","30","21540","21590"
"In post","2021","Property","Department for Transport","EO","35","30","26710","26620"
"In post","2021","Property","Department for Transport","G6/G7","20","15","56570","54710"
"In post","2021","Property","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Transport","SEO/HEO","70","70","35890","34730"
"In post","2021","Property","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Work and Pensions","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care","AA/AO","5","5","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care","G6/G7","10","10","55400","54550"
"In post","2021","Property","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care","SEO/HEO","20","20","35300","34480"
"In post","2021","Property","ESTYN","EO","[c]","[c]","[c]","[c]"
