"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","SEO/HEO","25","25","39350","37290"
"In post","2021","Communications","HM Revenue and Customs","AA/AO","260","215","20790","20660"
"In post","2021","Communications","HM Revenue and Customs","EO","2395","2305","25750","25560"
"In post","2021","Communications","HM Revenue and Customs","G6/G7","170","170","56190","52580"
"In post","2021","Communications","HM Revenue and Customs","SCS level","15","15","81220","78000"
"In post","2021","Communications","HM Revenue and Customs","SEO/HEO","1340","1315","33350","31810"
"In post","2021","Communications","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","G6/G7","20","15","61730","61500"
"In post","2021","Communications","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","SEO/HEO","20","20","39830","38250"
"In post","2021","Communications","Ministry of Defence","AA/AO","100","95","21350","21020"
"In post","2021","Communications","Ministry of Defence","EO","330","315","23960","25040"
"In post","2021","Communications","Ministry of Defence","G6/G7","70","70","60180","61550"
"In post","2021","Communications","Ministry of Defence","SCS level","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","SEO/HEO","360","350","36310","35300"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","EO","20","20","28120","27850"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","G6/G7","30","30","56220","53130"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","SEO/HEO","50","50","36640","34200"
"In post","2021","Communications","Ministry of Justice","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","G6/G7","40","40","58490","57950"
"In post","2021","Communications","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","SEO/HEO","95","95","37500","36800"
"In post","2021","Communications","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2021","Communications","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","SEO/HEO","25","20","45680","45480"
"In post","2021","Communications","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","SEO/HEO","25","25","37000","35010"
"In post","2021","Communications","Office of Gas and Electricity Markets","EO","10","10","28310","28880"
"In post","2021","Communications","Office of Gas and Electricity Markets","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","SEO/HEO","15","15","37820","37200"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","SEO/HEO","15","15","33050","33750"
"In post","2021","Communications","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","EO","15","10","29570","30080"
"In post","2021","Communications","Scottish Government","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Scottish Government","SEO/HEO","30","30","38320","36780"
"In post","2021","Communications","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","UK Export Finance","SEO/HEO","20","20","40260","41000"
"In post","2021","Communications","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","EO","10","10","23710","23050"
"In post","2021","Communications","United Kingdom Statistics Authority","G6/G7","15","15","55360","52620"
"In post","2021","Communications","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","SEO/HEO","55","55","33220","32540"
"In post","2021","Communications","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","SEO/HEO","10","10","47890","49620"
"In post","2021","Communications","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","EO","35","30","27260","26320"
"In post","2021","Counter Fraud","Attorney General's Departments","G6/G7","75","75","64250","63000"
"In post","2021","Counter Fraud","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","SEO/HEO","130","125","37120","36050"
"In post","2021","Counter Fraud","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","EO","15","15","26910","27500"
"In post","2021","Counter Fraud","Cabinet Office","G6/G7","45","40","58540","56660"
"In post","2021","Counter Fraud","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","SEO/HEO","30","30","34980","34550"
"In post","2021","Counter Fraud","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","AA/AO","10","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","G6/G7","20","20","57520","57670"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","250","240","38680","39170"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","AA/AO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","EO","40","35","27430","26780"
"In post","2021","Counter Fraud","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","SEO/HEO","15","15","36000","34360"
"In post","2021","Counter Fraud","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","SEO/HEO","45","45","35380","34510"
"In post","2021","Counter Fraud","HM Revenue and Customs","AA/AO","835","730","21470","21440"
"In post","2021","Counter Fraud","HM Revenue and Customs","EO","3315","3115","26980","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs","G6/G7","945","900","56880","52770"
"In post","2021","Counter Fraud","HM Revenue and Customs","SCS level","30","30","81270","78760"
"In post","2021","Counter Fraud","HM Revenue and Customs","SEO/HEO","3710","3525","34890","32480"
"In post","2021","Counter Fraud","HM Treasury","G6/G7","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","SEO/HEO","30","25","36350","34890"
"In post","2021","Debt","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","AA/AO","3415","3070","20950","20140"
"In post","2021","Debt","HM Revenue and Customs","EO","955","865","26830","25560"
"In post","2021","Debt","HM Revenue and Customs","G6/G7","40","40","54530","52580"
"In post","2021","Debt","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","SEO/HEO","240","220","34290","31810"
"In post","2021","Debt","HM Treasury","G6/G7","5","5","[c]","[c]"
"In post","2021","Debt","HM Treasury","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Debt","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","EO","35","35","27410","27500"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","G6/G7","30","30","59300","57440"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","SEO/HEO","90","90","37000","38180"
