"Status","Year","Age","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","16-19","Lancashire","Outside London","Heterosexual / straight","30","30","20890","21010"
"In post","2021","16-19","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","16-19","Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","40","40","21140","21010"
"In post","2021","16-19","Northumberland and Tyne and Wear","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","Outside London","Unknown","35","35","20640","20140"
"In post","2021","16-19","Outer London - East and North East","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","London","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","South Yorkshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","South Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Southern Scotland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Tees Valley and Durham","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Tees Valley and Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tees Valley and Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","40","40","18910","15940"
"In post","2021","16-19","West Central Scotland","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","West Central Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Central Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Central Scotland","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","16-19","West Midlands","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","West Midlands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","West Wales and The Valleys","Outside London","Heterosexual / straight","35","30","20940","21010"
"In post","2021","16-19","West Wales and The Valleys","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","West Wales and The Valleys","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Wales and The Valleys","Outside London","Unknown","25","15","[c]","[c]"
"In post","2021","16-19","West Yorkshire","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","16-19","West Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Yorkshire","Outside London","Unknown","35","35","20360","20140"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","505","495","28650","29060"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Outside London","LGBO","50","50","28130","28490"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Outside London","Undeclared","30","30","29450","29600"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Outside London","Unknown","115","110","26870","27540"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","975","965","27850","27570"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","105","105","26800","26640"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","90","90","27520","27570"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","310","310","26920","26610"
"In post","2021","20-29","Cheshire","Outside London","Heterosexual / straight","440","435","27440","27570"
"In post","2021","20-29","Cheshire","Outside London","LGBO","55","55","26440","27150"
"In post","2021","20-29","Cheshire","Outside London","Undeclared","40","40","28110","27570"
"In post","2021","20-29","Cheshire","Outside London","Unknown","100","100","24850","24040"
"In post","2021","20-29","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","85","85","23640","21010"
"In post","2021","20-29","Cornwall and Isles of Scilly","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Cornwall and Isles of Scilly","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Cornwall and Isles of Scilly","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Cumbria","Outside London","Heterosexual / straight","110","110","24470","23540"
"In post","2021","20-29","Cumbria","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Cumbria","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Cumbria","Outside London","Unknown","85","80","22150","21050"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","1110","1090","26410","25560"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Outside London","LGBO","105","105","24770","24630"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Outside London","Undeclared","75","70","25950","25560"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Outside London","Unknown","570","560","25250","25560"
"In post","2021","20-29","Devon","Outside London","Heterosexual / straight","515","500","25290","24440"
"In post","2021","20-29","Devon","Outside London","LGBO","65","65","24800","23970"
"In post","2021","20-29","Devon","Outside London","Undeclared","40","35","24230","22850"
"In post","2021","20-29","Devon","Outside London","Unknown","420","415","26910","25630"
"In post","2021","20-29","Dorset and Somerset","Outside London","Heterosexual / straight","360","355","25530","25830"
"In post","2021","20-29","Dorset and Somerset","Outside London","LGBO","45","45","25150","25790"
"In post","2021","20-29","Dorset and Somerset","Outside London","Undeclared","35","35","25900","25400"
"In post","2021","20-29","Dorset and Somerset","Outside London","Unknown","110","110","24450","22850"
"In post","2021","20-29","East Anglia","Outside London","Heterosexual / straight","1005","980","25760","25560"
"In post","2021","20-29","East Anglia","Outside London","LGBO","100","100","25390","24920"
"In post","2021","20-29","East Anglia","Outside London","Undeclared","75","70","25390","24890"
"In post","2021","20-29","East Anglia","Outside London","Unknown","325","320","25560","25300"
"In post","2021","20-29","East Wales","Outside London","Heterosexual / straight","2010","1980","26750","25560"
"In post","2021","20-29","East Wales","Outside London","LGBO","250","250","27200","25560"
"In post","2021","20-29","East Wales","Outside London","Undeclared","145","140","27390","26290"
"In post","2021","20-29","East Wales","Outside London","Unknown","1065","1050","25570","23840"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","425","420","24220","24440"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","35","35","23940","24440"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","145","145","23460","22350"
"In post","2021","20-29","Eastern Scotland","Outside London","Heterosexual / straight","1435","1410","27850","26570"
"In post","2021","20-29","Eastern Scotland","Outside London","LGBO","210","210","27500","26160"
"In post","2021","20-29","Eastern Scotland","Outside London","Undeclared","250","245","25910","23340"
"In post","2021","20-29","Eastern Scotland","Outside London","Unknown","1065","1045","25630","24110"
"In post","2021","20-29","Essex","Outside London","Heterosexual / straight","450","445","26780","25560"
"In post","2021","20-29","Essex","Outside London","LGBO","45","45","26470","25680"
"In post","2021","20-29","Essex","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Essex","Outside London","Unknown","150","145","26180","25560"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","3795","3745","27730","27540"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","360","355","27540","27540"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","335","325","28680","28650"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","855","845","27460","26670"
"In post","2021","20-29","Greater Manchester","Outside London","Heterosexual / straight","1905","1880","27270","25560"
"In post","2021","20-29","Greater Manchester","Outside London","LGBO","260","255","26490","25560"
"In post","2021","20-29","Greater Manchester","Outside London","Undeclared","150","140","27100","25560"
"In post","2021","20-29","Greater Manchester","Outside London","Unknown","965","950","25970","25560"
"In post","2021","20-29","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","1300","1275","27680","27570"
"In post","2021","20-29","Hampshire and Isle of Wight","Outside London","LGBO","140","140","26400","27470"
"In post","2021","20-29","Hampshire and Isle of Wight","Outside London","Undeclared","95","95","27470","26670"
"In post","2021","20-29","Hampshire and Isle of Wight","Outside London","Unknown","395","380","27080","26670"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","365","355","23610","22920"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","40","40","23420","22920"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","110","110","23370","22920"
"In post","2021","20-29","Highlands and Islands","Outside London","Heterosexual / straight","105","105","24480","22920"
"In post","2021","20-29","Highlands and Islands","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","Outside London","Unknown","65","65","24700","22920"
"In post","2021","20-29","Inner London - East","London","Heterosexual / straight","1980","1955","33580","31060"
"In post","2021","20-29","Inner London - East","London","LGBO","215","215","34380","31060"
"In post","2021","20-29","Inner London - East","London","Undeclared","230","220","33460","31060"
"In post","2021","20-29","Inner London - East","London","Unknown","620","615","32580","31060"
"In post","2021","20-29","Inner London - West","London","Heterosexual / straight","9430","9395","37690","34640"
"In post","2021","20-29","Inner London - West","London","LGBO","1380","1375","38990","35070"
"In post","2021","20-29","Inner London - West","London","Undeclared","990","985","38320","35040"
"In post","2021","20-29","Inner London - West","London","Unknown","4685","4665","36080","32790"
"In post","2021","20-29","Kent","Outside London","Heterosexual / straight","830","820","26880","26210"
"In post","2021","20-29","Kent","Outside London","LGBO","95","95","27770","29290"
"In post","2021","20-29","Kent","Outside London","Undeclared","55","55","27200","25840"
"In post","2021","20-29","Kent","Outside London","Unknown","230","230","25950","25580"
"In post","2021","20-29","Lancashire","Outside London","Heterosexual / straight","1015","990","24200","22850"
"In post","2021","20-29","Lancashire","Outside London","LGBO","100","100","23600","21010"
"In post","2021","20-29","Lancashire","Outside London","Undeclared","55","55","24310","21010"
"In post","2021","20-29","Lancashire","Outside London","Unknown","390","380","23890","22850"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","590","580","24190","22920"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","55","55","23860","22350"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","200","195","23190","22350"
"In post","2021","20-29","Lincolnshire","Outside London","Heterosexual / straight","205","205","25370","26300"
"In post","2021","20-29","Lincolnshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Lincolnshire","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Lincolnshire","Outside London","Unknown","40","40","27480","26460"
"In post","2021","20-29","Merseyside","Outside London","Heterosexual / straight","1800","1745","24860","24890"
"In post","2021","20-29","Merseyside","Outside London","LGBO","165","160","24730","24890"
"In post","2021","20-29","Merseyside","Outside London","Undeclared","95","90","24600","22920"
"In post","2021","20-29","Merseyside","Outside London","Unknown","600","585","24170","22350"
"In post","2021","20-29","North Eastern Scotland","Outside London","Heterosexual / straight","110","105","27590","27150"
"In post","2021","20-29","North Eastern Scotland","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","North Eastern Scotland","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","North Eastern Scotland","Outside London","Unknown","85","80","26560","26010"
"In post","2021","20-29","North Yorkshire","Outside London","Heterosexual / straight","330","325","26460","26370"
"In post","2021","20-29","North Yorkshire","Outside London","LGBO","50","50","27040","27270"
"In post","2021","20-29","North Yorkshire","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","North Yorkshire","Outside London","Unknown","130","130","24690","23540"
"In post","2021","20-29","Northern Ireland","Outside London","Heterosexual / straight","200","190","24420","21430"
"In post","2021","20-29","Northern Ireland","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Outside London","Unknown","195","190","22300","20140"
"In post","2021","20-29","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","1500","1470","25640","25560"
"In post","2021","20-29","Northumberland and Tyne and Wear","Outside London","LGBO","195","195","25260","24000"
"In post","2021","20-29","Northumberland and Tyne and Wear","Outside London","Undeclared","75","75","27050","25560"
"In post","2021","20-29","Northumberland and Tyne and Wear","Outside London","Unknown","915","890","24600","24500"
"In post","2021","20-29","Outer London - East and North East","London","Heterosexual / straight","465","455","29580","31060"
"In post","2021","20-29","Outer London - East and North East","London","LGBO","40","40","30210","31060"
"In post","2021","20-29","Outer London - East and North East","London","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Outer London - East and North East","London","Unknown","155","155","28130","30150"
"In post","2021","20-29","Outer London - South","London","Heterosexual / straight","865","860","32750","30880"
"In post","2021","20-29","Outer London - South","London","LGBO","60","55","33380","31060"
"In post","2021","20-29","Outer London - South","London","Undeclared","65","65","33530","31060"
"In post","2021","20-29","Outer London - South","London","Unknown","410","410","30420","29200"
"In post","2021","20-29","Outer London - West and North West","London","Heterosexual / straight","995","980","29640","29250"
"In post","2021","20-29","Outer London - West and North West","London","LGBO","80","80","30120","31060"
"In post","2021","20-29","Outer London - West and North West","London","Undeclared","85","85","30500","29250"
"In post","2021","20-29","Outer London - West and North West","London","Unknown","235","235","29310","30450"
"In post","2021","20-29","Overseas","Overseas","Heterosexual / straight","180","180","36290","33860"
"In post","2021","20-29","Overseas","Overseas","LGBO","30","30","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","Unknown","85","85","38990","38600"
"In post","2021","20-29","Shropshire and Staffordshire","Outside London","Heterosexual / straight","740","725","25230","25300"
"In post","2021","20-29","Shropshire and Staffordshire","Outside London","LGBO","85","80","24490","24120"
"In post","2021","20-29","Shropshire and Staffordshire","Outside London","Undeclared","40","35","25440","26810"
"In post","2021","20-29","Shropshire and Staffordshire","Outside London","Unknown","255","250","24360","23970"
"In post","2021","20-29","South Yorkshire","Outside London","Heterosexual / straight","975","955","26790","25000"
"In post","2021","20-29","South Yorkshire","Outside London","LGBO","105","105","27750","25830"
"In post","2021","20-29","South Yorkshire","Outside London","Undeclared","75","75","27710","25220"
"In post","2021","20-29","South Yorkshire","Outside London","Unknown","255","250","26390","24440"
"In post","2021","20-29","Southern Scotland","Outside London","Heterosexual / straight","320","315","26940","26120"
"In post","2021","20-29","Southern Scotland","Outside London","LGBO","30","30","[c]","[c]"
"In post","2021","20-29","Southern Scotland","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Southern Scotland","Outside London","Unknown","340","335","24480","21490"
"In post","2021","20-29","Surrey, East and West Sussex","Outside London","Heterosexual / straight","715","710","27050","27570"
"In post","2021","20-29","Surrey, East and West Sussex","Outside London","LGBO","125","120","26050","26410"
"In post","2021","20-29","Surrey, East and West Sussex","Outside London","Undeclared","75","70","26750","25990"
"In post","2021","20-29","Surrey, East and West Sussex","Outside London","Unknown","195","190","27260","26970"
"In post","2021","20-29","Tees Valley and Durham","Outside London","Heterosexual / straight","825","795","24340","22850"
"In post","2021","20-29","Tees Valley and Durham","Outside London","LGBO","70","70","23830","22350"
"In post","2021","20-29","Tees Valley and Durham","Outside London","Undeclared","50","45","23700","22350"
"In post","2021","20-29","Tees Valley and Durham","Outside London","Unknown","300","295","23770","22350"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","155","155","30220","27570"
"In post","2021","20-29","Unknown","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Unknown","705","700","29800","29250"
"In post","2021","20-29","West Central Scotland","Outside London","Heterosexual / straight","1400","1365","26130","24890"
