"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","EO","Unknown","20","15","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Dorset and Somerset","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","East Anglia","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","East Anglia","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Analysis","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","East Anglia","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","G6/G7","Unknown","45","40","52070","48080"
"In post","2021","Analysis","East Anglia","SEO/HEO","Heterosexual / straight","65","60","32880","30660"
"In post","2021","Analysis","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Anglia","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","East Anglia","SEO/HEO","Unknown","120","115","33140","30660"
"In post","2021","Analysis","East Wales","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","East Wales","EO","Heterosexual / straight","80","70","24030","23520"
"In post","2021","Analysis","East Wales","EO","LGBO","10","5","[c]","[c]"
"In post","2021","Analysis","East Wales","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","East Wales","EO","Unknown","50","45","24180","23050"
"In post","2021","Analysis","East Wales","G6/G7","Heterosexual / straight","150","145","52310","50090"
"In post","2021","Analysis","East Wales","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","East Wales","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","East Wales","G6/G7","Unknown","50","50","52460","49120"
"In post","2021","Analysis","East Wales","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","SEO/HEO","Heterosexual / straight","365","350","33880","36030"
"In post","2021","Analysis","East Wales","SEO/HEO","LGBO","40","40","34290","37020"
"In post","2021","Analysis","East Wales","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","East Wales","SEO/HEO","Unknown","195","190","32940","30390"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","50","50","56240","57540"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","160","150","35280","36300"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","G6/G7","Heterosexual / straight","35","30","53830","52580"
"In post","2021","Analysis","Greater Manchester","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","SEO/HEO","Heterosexual / straight","100","95","35420","33190"
"In post","2021","Analysis","Greater Manchester","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","SEO/HEO","Unknown","35","35","34410","31810"
"In post","2021","Analysis","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","EO","Heterosexual / straight","35","35","25240","24380"
"In post","2021","Analysis","Hampshire and Isle of Wight","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","200","190","50450","49100"
"In post","2021","Analysis","Hampshire and Isle of Wight","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","G6/G7","Unknown","45","40","51980","50090"
"In post","2021","Analysis","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","330","315","33770","36030"
"In post","2021","Analysis","Hampshire and Isle of Wight","SEO/HEO","LGBO","35","35","31820","29840"
"In post","2021","Analysis","Hampshire and Isle of Wight","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","SEO/HEO","Unknown","80","75","33390","31700"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Analysis","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","Inner London - East","G6/G7","Heterosexual / straight","200","190","61960","59160"
"In post","2021","Analysis","Inner London - East","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Analysis","Inner London - East","G6/G7","Undeclared","35","30","62070","59160"
"In post","2021","Analysis","Inner London - East","G6/G7","Unknown","45","45","61210","59160"
"In post","2021","Analysis","Inner London - East","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Inner London - East","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Inner London - East","SEO/HEO","Heterosexual / straight","200","200","38370","38430"
"In post","2021","Analysis","Inner London - East","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Analysis","Inner London - East","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Inner London - East","SEO/HEO","Unknown","55","55","38770","37650"
"In post","2021","Analysis","Inner London - West","AA/AO","Heterosexual / straight","35","35","24540","24900"
"In post","2021","Analysis","Inner London - West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - West","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Inner London - West","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Inner London - West","EO","Heterosexual / straight","130","130","29100","28880"
"In post","2021","Analysis","Inner London - West","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Analysis","Inner London - West","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Inner London - West","EO","Unknown","45","45","28800","28160"
"In post","2021","Analysis","Inner London - West","G6/G7","Heterosexual / straight","735","705","62700","59160"
"In post","2021","Analysis","Inner London - West","G6/G7","LGBO","65","60","59250","57850"
"In post","2021","Analysis","Inner London - West","G6/G7","Undeclared","85","80","64830","59540"
"In post","2021","Analysis","Inner London - West","G6/G7","Unknown","240","235","60310","56660"
"In post","2021","Analysis","Inner London - West","SCS level","Heterosexual / straight","65","60","87300","78440"
"In post","2021","Analysis","Inner London - West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - West","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Inner London - West","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Inner London - West","SEO/HEO","Heterosexual / straight","845","830","37870","36160"
"In post","2021","Analysis","Inner London - West","SEO/HEO","LGBO","95","95","37500","36160"
"In post","2021","Analysis","Inner London - West","SEO/HEO","Undeclared","85","85","38800","37890"
"In post","2021","Analysis","Inner London - West","SEO/HEO","Unknown","225","225","37080","36160"
"In post","2021","Analysis","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","G6/G7","Heterosexual / straight","35","30","50940","52580"
"In post","2021","Analysis","Merseyside","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Merseyside","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","SEO/HEO","Heterosexual / straight","45","40","35150","33840"
"In post","2021","Analysis","Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Merseyside","SEO/HEO","Unknown","10","5","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
