"Status","Year","Ethnicity","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","London","AA/AO","640","[c]","24360","22680"
"New entrant CS","2021","Unknown","Ministry of Justice","London","EO","70","[c]","26080","26410"
"New entrant CS","2021","Unknown","Ministry of Justice","London","G6/G7","60","[c]","60620","58030"
"New entrant CS","2021","Unknown","Ministry of Justice","London","SEO/HEO","185","[c]","34990","32870"
"New entrant CS","2021","Unknown","Ministry of Justice","London","Unknown","70","[c]","25720","26810"
"New entrant CS","2021","Unknown","Ministry of Justice","Outside London","AA/AO","1840","[c]","21270","20600"
"New entrant CS","2021","Unknown","Ministry of Justice","Outside London","EO","130","[c]","23180","22570"
"New entrant CS","2021","Unknown","Ministry of Justice","Outside London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Outside London","SEO/HEO","140","[c]","30570","28150"
"New entrant CS","2021","Unknown","Ministry of Justice","Outside London","Unknown","325","[c]","21740","22920"
"New entrant CS","2021","Unknown","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","London","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Outside London","EO","35","[c]","31310","30640"
"New entrant CS","2021","Unknown","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Outside London","AA/AO","455","[c]","21070","20810"
"New entrant CS","2021","Unknown","Scottish Government","Outside London","EO","145","[c]","26560","26160"
"New entrant CS","2021","Unknown","Scottish Government","Outside London","G6/G7","135","[c]","55410","48930"
"New entrant CS","2021","Unknown","Scottish Government","Outside London","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Outside London","SEO/HEO","265","[c]","35200","32650"
"New entrant CS","2021","Unknown","Scottish Government","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","London","SEO/HEO","35","[c]","34810","32540"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","AA/AO","50","[c]","19350","19130"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","EO","40","[c]","23240","23050"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","SEO/HEO","95","[c]","32180","29540"
"New entrant CS","2021","Unknown","Wales Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Outside London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","London","AA/AO","35","[c]","21150","20220"
"New entrant CS","2021","White","Attorney General's Departments","London","EO","85","[c]","27540","26970"
"New entrant CS","2021","White","Attorney General's Departments","London","G6/G7","105","[c]","54870","51250"
"New entrant CS","2021","White","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","London","SEO/HEO","55","[c]","41720","43920"
"New entrant CS","2021","White","Attorney General's Departments","Outside London","AA/AO","150","[c]","20260","20120"
"New entrant CS","2021","White","Attorney General's Departments","Outside London","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","Outside London","G6/G7","110","[c]","50890","48080"
"New entrant CS","2021","White","Attorney General's Departments","Outside London","SEO/HEO","75","[c]","37690","38000"
"New entrant CS","2021","White","Cabinet Office","London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","London","EO","120","[c]","27230","27500"
"New entrant CS","2021","White","Cabinet Office","London","G6/G7","80","[c]","57130","54700"
"New entrant CS","2021","White","Cabinet Office","London","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","London","SEO/HEO","120","[c]","35730","34550"
"New entrant CS","2021","White","Cabinet Office","Outside London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","Outside London","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","Unknown","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","London","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","London","EO","65","[c]","28410","27680"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","London","G6/G7","60","[c]","58430","54000"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","290","[c]","35790","33570"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","75","[c]","21260","20880"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","EO","95","[c]","25080","24250"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","35","[c]","53620","51510"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","115","[c]","34660","32060"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","London","EO","40","[c]","27650","26180"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","London","G6/G7","50","[c]","56690","52000"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","London","SEO/HEO","130","[c]","35760","34020"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","London","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","London","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","London","SEO/HEO","35","[c]","36370","36460"
"New entrant CS","2021","White","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","Outside London","EO","90","[c]","25210","25000"
"New entrant CS","2021","White","Department for Education","Outside London","G6/G7","40","[c]","52460","49860"
"New entrant CS","2021","White","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","Outside London","SEO/HEO","135","[c]","33500","36500"
"New entrant CS","2021","White","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","London","EO","50","[c]","28150","27960"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","London","G6/G7","45","[c]","54490","52290"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","London","SEO/HEO","175","[c]","33970","32560"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","190","[c]","21660","21050"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","EO","195","[c]","24950","24920"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","80","[c]","53060","50290"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","255","[c]","32610","30320"
"New entrant CS","2021","White","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","London","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","London","SEO/HEO","100","[c]","33890","31800"
"New entrant CS","2021","White","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Transport","London","EO","50","[c]","28640","29970"
"New entrant CS","2021","White","Department for Transport","London","G6/G7","40","[c]","57580","54380"
"New entrant CS","2021","White","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Transport","London","SEO/HEO","135","[c]","35890","34710"
"New entrant CS","2021","White","Department for Transport","Outside London","AA/AO","205","[c]","21050","21590"
"New entrant CS","2021","White","Department for Transport","Outside London","EO","95","[c]","26020","26130"
"New entrant CS","2021","White","Department for Transport","Outside London","G6/G7","35","[c]","60680","57050"
"New entrant CS","2021","White","Department for Transport","Outside London","SEO/HEO","115","[c]","36340","36040"
"New entrant CS","2021","White","Department for Work and Pensions","London","AA/AO","160","[c]","25070","25110"
"New entrant CS","2021","White","Department for Work and Pensions","London","EO","635","[c]","31060","31060"
"New entrant CS","2021","White","Department for Work and Pensions","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Work and Pensions","London","SEO/HEO","60","[c]","37080","36650"
"New entrant CS","2021","White","Department for Work and Pensions","Outside London","AA/AO","3700","[c]","21210","21010"
"New entrant CS","2021","White","Department for Work and Pensions","Outside London","EO","5635","[c]","27770","27570"
"New entrant CS","2021","White","Department for Work and Pensions","Outside London","G6/G7","95","[c]","56790","55350"
"New entrant CS","2021","White","Department for Work and Pensions","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Work and Pensions","Outside London","SEO/HEO","200","[c]","35130","31990"
"New entrant CS","2021","White","Department for Work and Pensions","Unknown","AA/AO","45","[c]","21430","21010"
"New entrant CS","2021","White","Department for Work and Pensions","Unknown","EO","115","[c]","27610","27570"
"New entrant CS","2021","White","Department for Work and Pensions","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Work and Pensions","Unknown","SEO/HEO","30","[c]","35490","35310"
"New entrant CS","2021","White","Department of Health and Social Care","London","AA/AO","60","[c]","22330","22920"
"New entrant CS","2021","White","Department of Health and Social Care","London","EO","150","[c]","26320","26880"
"New entrant CS","2021","White","Department of Health and Social Care","London","G6/G7","150","[c]","57150","53360"
"New entrant CS","2021","White","Department of Health and Social Care","London","SCS level","35","[c]","90620","84670"
"New entrant CS","2021","White","Department of Health and Social Care","London","SEO/HEO","390","[c]","35910","35010"
"New entrant CS","2021","White","Department of Health and Social Care","Outside London","AA/AO","250","[c]","19930","19630"
"New entrant CS","2021","White","Department of Health and Social Care","Outside London","EO","110","[c]","23860","23140"
"New entrant CS","2021","White","Department of Health and Social Care","Outside London","G6/G7","80","[c]","55760","51200"
"New entrant CS","2021","White","Department of Health and Social Care","Outside London","SCS level","35","[c]","94280","91000"
"New entrant CS","2021","White","Department of Health and Social Care","Outside London","SEO/HEO","425","[c]","33880","32790"
"New entrant CS","2021","White","ESTYN","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","ESTYN","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","Outside London","SEO/HEO","30","[c]","34930","37350"
"New entrant CS","2021","White","Foreign, Commonwealth and Development Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Foreign, Commonwealth and Development Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","Outside London","AA/AO","300","[c]","22340","22350"
"New entrant CS","2021","White","HM Land Registry","Outside London","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","Outside London","SEO/HEO","30","[c]","38980","38550"
"New entrant CS","2021","White","HM Revenue and Customs","London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Revenue and Customs","London","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Revenue and Customs","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Revenue and Customs","London","SEO/HEO","50","[c]","36800","36160"
"New entrant CS","2021","White","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Revenue and Customs","Outside London","AA/AO","795","[c]","20210","20140"
"New entrant CS","2021","White","HM Revenue and Customs","Outside London","EO","380","[c]","25450","25560"
"New entrant CS","2021","White","HM Revenue and Customs","Outside London","G6/G7","45","[c]","57810","52580"
"New entrant CS","2021","White","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Revenue and Customs","Outside London","SEO/HEO","245","[c]","33000","31810"
"New entrant CS","2021","White","HM Revenue and Customs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Treasury","London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Treasury","London","EO","40","[c]","25600","24300"
"New entrant CS","2021","White","HM Treasury","London","G6/G7","35","[c]","56170","54000"
"New entrant CS","2021","White","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Treasury","London","SEO/HEO","170","[c]","31340","28500"
"New entrant CS","2021","White","HM Treasury","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Treasury","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Treasury","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","London","EO","45","[c]","29430","28650"
"New entrant CS","2021","White","Home Office","London","G6/G7","40","[c]","61250","57430"
"New entrant CS","2021","White","Home Office","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","London","SEO/HEO","70","[c]","38930","37640"
"New entrant CS","2021","White","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","Outside London","AA/AO","130","[c]","20870","21430"
"New entrant CS","2021","White","Home Office","Outside London","EO","175","[c]","25290","24880"
"New entrant CS","2021","White","Home Office","Outside London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","Outside London","SEO/HEO","40","[c]","34650","33900"
"New entrant CS","2021","White","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","London","AA/AO","40","[c]","24990","22770"
"New entrant CS","2021","White","Ministry of Defence","London","EO","40","[c]","28420","28700"
"New entrant CS","2021","White","Ministry of Defence","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","London","SEO/HEO","65","[c]","38060","37000"
"New entrant CS","2021","White","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","Outside London","AA/AO","1045","[c]","21320","20920"
"New entrant CS","2021","White","Ministry of Defence","Outside London","EO","620","[c]","25670","26350"
"New entrant CS","2021","White","Ministry of Defence","Outside London","G6/G7","150","[c]","60030","55000"
"New entrant CS","2021","White","Ministry of Defence","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","Outside London","SEO/HEO","840","[c]","35530","33300"
"New entrant CS","2021","White","Ministry of Defence","Outside London","Unknown","170","[c]","37330","33000"
"New entrant CS","2021","White","Ministry of Defence","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
