"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Education (excl. agencies)","Policy","25","20","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Social Research","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Statistics","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Driver and Vehicle Standards Agency","Operational Research","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","ESTYN","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","ESTYN","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","ESTYN","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Government Actuary's Department","Other","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Government Internal Audit Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Health and Safety Executive","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Health and Safety Executive","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Courts and Tribunals Service","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Courts and Tribunals Service","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Prison and Probation Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","30","30","44270","41760"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury (excl. agencies)","Economics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury (excl. agencies)","Policy","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Maritime and Coastguard Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Statistics","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Economics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Operational Research","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Social Research","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Statistics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","National Savings and Investments","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Planning Inspectorate","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Planning Inspectorate","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Registers of Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Scottish Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Intellectual Property Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","Economics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","Operational Delivery","35","35","29520","30130"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","Social Research","60","55","37510","37020"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","Statistics","45","45","41640","37020"
"In post","2021","Declared disabled","Analysis","Valuation Office Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Valuation Office Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Valuation Office Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wales Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Animal and Plant Health Agency","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","30","30","56660","54700"
"In post","2021","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Companies House","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Crown Commercial Service","Commercial","25","25","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Equipment and Support","Commercial","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Equipment and Support","Other","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Equipment and Support","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Science and Technology Laboratory","Commercial","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Education (excl. agencies)","Commercial","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","20","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","10","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Commercial","15","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Commercial","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Prison and Probation Service","Commercial","85","85","46550","46550"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","Commercial","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Legal Aid Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Met Office","Commercial","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Commercial","85","80","37610","35710"
"In post","2021","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","100","100","34070","30870"
"In post","2021","Declared disabled","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Commercial","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
