"Status","Year","Disability","Function_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Commercial","South East (England)","Outside London","450","435","36730","34250"
"In post","2021","Declared non-disabled","Commercial","South West (England)","Outside London","940","910","40200","38200"
"In post","2021","Declared non-disabled","Commercial","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Wales","Outside London","230","220","35630","32020"
"In post","2021","Declared non-disabled","Commercial","West Midlands (England)","Outside London","220","215","38720","34800"
"In post","2021","Declared non-disabled","Commercial","Yorkshire and The Humber","Outside London","205","200","42490","37870"
"In post","2021","Declared non-disabled","Communications","East Midlands (England)","Outside London","250","245","31290","26930"
"In post","2021","Declared non-disabled","Communications","East of England","Outside London","65","60","34510","31630"
"In post","2021","Declared non-disabled","Communications","London","London","1450","1415","45590","41300"
"In post","2021","Declared non-disabled","Communications","North East (England)","Outside London","920","870","28750","25560"
"In post","2021","Declared non-disabled","Communications","North West (England)","Outside London","395","380","31850","30440"
"In post","2021","Declared non-disabled","Communications","Northern Ireland","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Scotland","Outside London","150","140","33280","31810"
"In post","2021","Declared non-disabled","Communications","South East (England)","Outside London","195","190","33750","33300"
"In post","2021","Declared non-disabled","Communications","South West (England)","Outside London","260","245","35760","33300"
"In post","2021","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Wales","Outside London","550","530","29920","25560"
"In post","2021","Declared non-disabled","Communications","West Midlands (England)","Outside London","185","180","34510","31810"
"In post","2021","Declared non-disabled","Communications","Yorkshire and The Humber","Outside London","275","265","31390","26830"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","Outside London","340","315","34780","31810"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","Outside London","250","235","29150","25560"
"In post","2021","Declared non-disabled","Counter Fraud","London","London","1425","1380","40010","36160"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","Outside London","330","315","32470","31810"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","Outside London","1015","950","34110","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","Outside London","245","230","32140","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","Outside London","545","500","31120","28130"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","Outside London","255","240","31130","29570"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","Outside London","240","225","35300","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","Outside London","255","240","31640","31810"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","Outside London","450","415","32550","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","Outside London","580","540","33200","31810"
"In post","2021","Declared non-disabled","Debt","East Midlands (England)","Outside London","105","95","22830","20140"
"In post","2021","Declared non-disabled","Debt","East of England","Outside London","90","80","25160","25560"
"In post","2021","Declared non-disabled","Debt","London","London","295","265","27890","25630"
"In post","2021","Declared non-disabled","Debt","North East (England)","Outside London","240","215","22480","20140"
"In post","2021","Declared non-disabled","Debt","North West (England)","Outside London","210","195","24320","21440"
"In post","2021","Declared non-disabled","Debt","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Scotland","Outside London","685","610","22440","20140"
"In post","2021","Declared non-disabled","Debt","South East (England)","Outside London","70","55","28390","28130"
"In post","2021","Declared non-disabled","Debt","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Wales","Outside London","170","160","24390","21440"
"In post","2021","Declared non-disabled","Debt","West Midlands (England)","Outside London","215","190","23730","21440"
"In post","2021","Declared non-disabled","Debt","Yorkshire and The Humber","Outside London","200","175","25110","21440"
"In post","2021","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","Outside London","160","155","39050","35900"
"In post","2021","Declared non-disabled","Digital, Data & Technology","East of England","Outside London","330","315","36550","33430"
"In post","2021","Declared non-disabled","Digital, Data & Technology","London","London","2110","2070","50110","51730"
"In post","2021","Declared non-disabled","Digital, Data & Technology","North East (England)","Outside London","470","450","39640","38310"
"In post","2021","Declared non-disabled","Digital, Data & Technology","North West (England)","Outside London","530","515","38940","35900"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Scotland","Outside London","345","340","39110","35070"
"In post","2021","Declared non-disabled","Digital, Data & Technology","South East (England)","Outside London","545","525","39130","36400"
"In post","2021","Declared non-disabled","Digital, Data & Technology","South West (England)","Outside London","1685","1615","40070","39650"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Wales","Outside London","1140","1110","40200","38000"
"In post","2021","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","Outside London","625","605","41010","38630"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","Outside London","545","525","39940","36500"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","Outside London","160","155","36680","31810"
"In post","2021","Declared non-disabled","Finance","East of England","Outside London","325","305","36320","33000"
"In post","2021","Declared non-disabled","Finance","London","London","1725","1685","49570","45200"
"In post","2021","Declared non-disabled","Finance","North East (England)","Outside London","295","275","37670","36960"
"In post","2021","Declared non-disabled","Finance","North West (England)","Outside London","435","420","39040","36180"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scotland","Outside London","555","485","29240","25560"
"In post","2021","Declared non-disabled","Finance","South East (England)","Outside London","725","690","36290","33000"
"In post","2021","Declared non-disabled","Finance","South West (England)","Outside London","905","870","40140","35990"
"In post","2021","Declared non-disabled","Finance","Wales","Outside London","280","260","34910","31270"
"In post","2021","Declared non-disabled","Finance","West Midlands (England)","Outside London","340","330","39610","36790"
"In post","2021","Declared non-disabled","Finance","Yorkshire and The Humber","Outside London","535","490","34300","29180"
"In post","2021","Declared non-disabled","Grants Management","East Midlands (England)","Outside London","65","65","25570","25190"
"In post","2021","Declared non-disabled","Grants Management","East of England","Outside London","45","45","26200","25190"
"In post","2021","Declared non-disabled","Grants Management","London","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","North East (England)","Outside London","235","215","25380","21050"
"In post","2021","Declared non-disabled","Grants Management","North West (England)","Outside London","660","590","23960","21050"
"In post","2021","Declared non-disabled","Grants Management","South East (England)","Outside London","155","145","28560","25340"
"In post","2021","Declared non-disabled","Grants Management","South West (England)","Outside London","205","185","26790","25210"
"In post","2021","Declared non-disabled","Grants Management","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","West Midlands (England)","Outside London","130","120","25150","24920"
"In post","2021","Declared non-disabled","Grants Management","Yorkshire and The Humber","Outside London","180","170","26450","24920"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","Outside London","325","310","38310","33650"
