"Status","Year","Disability","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","London","Outer London - South","Bromley","70","65","31360","31060"
"In post","2021","Declared disabled","London","Outer London - South","Croydon","940","875","36830","32520"
"In post","2021","Declared disabled","London","Outer London - South","Merton, Kingston upon Thames and Sutton","70","65","30370","31060"
"In post","2021","Declared disabled","London","Outer London - West and North West","Barnet","120","115","35020","31060"
"In post","2021","Declared disabled","London","Outer London - West and North West","Brent","60","55","31360","31060"
"In post","2021","Declared disabled","London","Outer London - West and North West","Ealing","85","75","31600","31060"
"In post","2021","Declared disabled","London","Outer London - West and North West","Harrow and Hillingdon","355","315","31360","30410"
"In post","2021","Declared disabled","London","Outer London - West and North West","Hounslow and Richmond upon Thames","260","245","31750","31060"
"In post","2021","Declared disabled","North East (England)","Northumberland and Tyne and Wear","Northumberland","55","50","28210","27570"
"In post","2021","Declared disabled","North East (England)","Northumberland and Tyne and Wear","Sunderland","530","445","25210","21440"
"In post","2021","Declared disabled","North East (England)","Northumberland and Tyne and Wear","Tyneside","1735","1540","27290","25560"
"In post","2021","Declared disabled","North East (England)","Tees Valley and Durham","Darlington","100","95","34030","30200"
"In post","2021","Declared disabled","North East (England)","Tees Valley and Durham","Durham CC","545","480","26620","25310"
"In post","2021","Declared disabled","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","230","200","26900","27570"
"In post","2021","Declared disabled","North East (England)","Tees Valley and Durham","South Teesside","215","195","26110","27570"
"In post","2021","Declared disabled","North West (England)","Cheshire","Cheshire East","95","85","30400","27570"
"In post","2021","Declared disabled","North West (England)","Cheshire","Cheshire West and Chester","85","70","26000","27570"
"In post","2021","Declared disabled","North West (England)","Cheshire","Warrington","225","210","29820","27570"
"In post","2021","Declared disabled","North West (England)","Cumbria","East Cumbria","105","95","28030","25930"
"In post","2021","Declared disabled","North West (England)","Cumbria","West Cumbria","140","120","27570","25230"
"In post","2021","Declared disabled","North West (England)","Greater Manchester","Greater Manchester North East","170","155","27520","27570"
"In post","2021","Declared disabled","North West (England)","Greater Manchester","Greater Manchester North West","285","245","24570","21590"
"In post","2021","Declared disabled","North West (England)","Greater Manchester","Greater Manchester South East","180","165","25630","21630"
"In post","2021","Declared disabled","North West (England)","Greater Manchester","Greater Manchester South West","560","515","29720","27570"
"In post","2021","Declared disabled","North West (England)","Greater Manchester","Manchester","945","885","32190","28130"
"In post","2021","Declared disabled","North West (England)","Lancashire","Blackburn with Darwen","70","65","27350","27570"
"In post","2021","Declared disabled","North West (England)","Lancashire","Blackpool","765","680","27480","27570"
"In post","2021","Declared disabled","North West (England)","Lancashire","Chorley and West Lancashire","125","115","28640","27470"
"In post","2021","Declared disabled","North West (England)","Lancashire","East Lancashire","90","80","25780","27570"
"In post","2021","Declared disabled","North West (England)","Lancashire","Lancaster and Wyre","120","115","27690","26780"
"In post","2021","Declared disabled","North West (England)","Lancashire","Mid Lancashire","770","680","26510","24920"
"In post","2021","Declared disabled","North West (England)","Merseyside","East Merseyside","170","145","27140","27570"
"In post","2021","Declared disabled","North West (England)","Merseyside","Liverpool","1080","975","28590","25560"
"In post","2021","Declared disabled","North West (England)","Merseyside","Sefton","645","570","28400","25560"
"In post","2021","Declared disabled","North West (England)","Merseyside","Wirral","385","325","25160","22350"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","15","15","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","Ards and North Down","20","20","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","Belfast","240","220","28350","25560"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","40","40","26490","25100"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Overseas","Overseas","225","225","48160","45750"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","Angus and Dundee City","260","235","24050","21010"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","City of Edinburgh","1100","1040","36250","31810"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","Clackmannanshire and Fife","170","160","30170","27570"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","East Lothian and Midlothian","25","25","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","Falkirk","185","160","27740","27570"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","Perth and Kinross and Stirling","130","125","31310","30930"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","West Lothian","50","45","29650","27570"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","20","20","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","110","100","28640","27570"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","20","20","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","Na h-Eileanan Siar","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","130","125","33610","27570"
"In post","2021","Declared disabled","Scotland","Southern Scotland","Dumfries and Galloway","30","25","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","85","70","25200","27150"
"In post","2021","Declared disabled","Scotland","Southern Scotland","Scottish Borders","40","40","28820","24110"
"In post","2021","Declared disabled","Scotland","Southern Scotland","South Ayrshire","30","30","27280","27570"
"In post","2021","Declared disabled","Scotland","Southern Scotland","South Lanarkshire","320","280","29820","26120"
"In post","2021","Declared disabled","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","170","155","29480","27570"
"In post","2021","Declared disabled","Scotland","West Central Scotland","Glasgow City","1185","1080","28920","26160"
"In post","2021","Declared disabled","Scotland","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","105","90","28810","27570"
"In post","2021","Declared disabled","Scotland","West Central Scotland","North Lanarkshire","285","230","25410","21440"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","325","310","33310","30890"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","190","180","30340","28200"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","210","200","30500","27570"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","275","260","31790","29530"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","Central Hampshire","435","420","34270","33300"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","Isle of Wight","120","105","27360","26680"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","North Hampshire","115","110","28910","27570"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","Portsmouth","425","385","28780","27320"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","South Hampshire","430","365","29830","27570"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","Southampton","150","135","28970","27570"
"In post","2021","Declared disabled","South East (England)","Kent","East Kent","450","415","28380","27370"
"In post","2021","Declared disabled","South East (England)","Kent","Kent Thames Gateway","180","165","29790","29290"
"In post","2021","Declared disabled","South East (England)","Kent","Medway","155","150","31190","29290"
"In post","2021","Declared disabled","South East (England)","Kent","Mid Kent","110","105","29540","29290"
"In post","2021","Declared disabled","South East (England)","Kent","West Kent","60","55","33370","29290"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","Brighton and Hove","95","90","28460","27570"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","East Surrey","90","85","31710","31060"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","East Sussex CC","280","245","25640","26120"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","West Surrey","225","210","31160","29290"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","90","80","31020","27700"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","155","140","29470","27570"
"In post","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","210","185","26460","27570"
"In post","2021","Declared disabled","South West (England)","Devon","Devon CC","580","515","29000","27570"
"In post","2021","Declared disabled","South West (England)","Devon","Plymouth","320","290","28680","27570"
"In post","2021","Declared disabled","South West (England)","Devon","Torbay","60","55","25770","27570"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","Bournemouth and Poole","120","105","26060","27570"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","Dorset CC","235","220","29260","27570"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","Somerset","235","215","29600","27570"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","1350","1290","36550","33370"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","670","610","32550","27570"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","160","140","27410","27570"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","75","65","29790","27570"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","750","710","34530","33240"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","195","180","31390","27570"
"In post","2021","Declared disabled","Wales","East Wales","Cardiff and Vale of Glamorgan","1080","990","31610","27570"
"In post","2021","Declared disabled","Wales","East Wales","Flintshire and Wrexham","215","195","27590","26780"
"In post","2021","Declared disabled","Wales","East Wales","Monmouthshire and Newport","440","410","32240","29540"
"In post","2021","Declared disabled","Wales","East Wales","Powys","50","45","28770","27570"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","110","95","26500","27570"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","Central Valleys","180","165","28700","27570"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","Conwy and Denbighshire","75","70","32240","27570"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","Gwent Valleys","165","145","26090","27570"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","Gwynedd","85","80","23900","21010"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","Isle of Anglesey","30","30","27060","27570"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","South West Wales","165","145","27980","27570"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","Swansea","950","795","24940","21590"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","35","30","29180","27570"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","170","150","26090","24660"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","235","220","28780","27570"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","135","125","28800","27570"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","470","440","30100","27570"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","215","200","25200","21170"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","240","215","31740","27570"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","Birmingham","1275","1160","29350","27570"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","Coventry","240","220","33700","29730"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","Dudley","165","145","25140","25630"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","Sandwell","65","60","27790","27570"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","Solihull","120","110","28180","27570"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","Walsall","90","75","25140","27570"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","Wolverhampton","150","130","25280","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","165","160","28010","26930"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","250","210","26740","27130"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","90","75","25980","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","180","165","28620","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","York","275","260","35070","30610"
"In post","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","415","365","26890","27380"
"In post","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","Sheffield","815","735","31700","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","Bradford","340","285","26100","25560"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","185","165","26690","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","Leeds","1105","1020","31970","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","Wakefield","170","155","31280","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","735","645","26750","23840"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","285","245","27060","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","660","620","29540","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","4970","4630","32880","28130"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","850","775","33350","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","545","510","30780","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","1750","1575","27460","27130"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","1380","1290","29250","26810"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","350","310","25790","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","755","690","27220","25130"
"In post","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","Lincolnshire","1970","1860","28080","26750"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Bedford","570","535","30750","28610"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","315","305","29870","27570"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Hertfordshire","1835","1720","34560","30750"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Luton","405","350","26540","27190"
"In post","2021","Declared non-disabled","East of England","East Anglia","Breckland and South Norfolk","390","370","28390","26750"
"In post","2021","Declared non-disabled","East of England","East Anglia","Cambridgeshire CC","2210","2110","34110","31220"
"In post","2021","Declared non-disabled","East of England","East Anglia","North and West Norfolk","705","650","27930","27260"
"In post","2021","Declared non-disabled","East of England","East Anglia","Norwich and East Norfolk","1245","1125","28800","27570"
"In post","2021","Declared non-disabled","East of England","East Anglia","Peterborough","1210","1080","28060","25580"
"In post","2021","Declared non-disabled","East of England","East Anglia","Suffolk","2770","2605","28600","27570"
"In post","2021","Declared non-disabled","East of England","Essex","Essex Haven Gateway","820","775","31930","29290"
"In post","2021","Declared non-disabled","East of England","Essex","Essex Thames Gateway","685","610","27920","29050"
"In post","2021","Declared non-disabled","East of England","Essex","Heart of Essex","755","710","32610","29310"
"In post","2021","Declared non-disabled","East of England","Essex","Southend-on-Sea","795","715","32480","31810"
"In post","2021","Declared non-disabled","East of England","Essex","Thurrock","265","250","26540","25310"
"In post","2021","Declared non-disabled","East of England","Essex","West Essex","535","470","29990","29290"
"In post","2021","Declared non-disabled","London","Inner London - East","Hackney and Newham","2050","1895","34530","31060"
"In post","2021","Declared non-disabled","London","Inner London - East","Haringey and Islington","920","870","31590","31060"
"In post","2021","Declared non-disabled","London","Inner London - East","Lambeth","2455","2310","43690","38890"
"In post","2021","Declared non-disabled","London","Inner London - East","Lewisham and Southwark","975","940","33200","31060"
"In post","2021","Declared non-disabled","London","Inner London - East","Tower Hamlets","4600","4445","49340","44670"
"In post","2021","Declared non-disabled","London","Inner London - West","Camden and City of London","2265","2170","38500","32520"
"In post","2021","Declared non-disabled","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","605","580","32700","31060"
"In post","2021","Declared non-disabled","London","Inner London - West","Wandsworth","545","520","32520","31540"
"In post","2021","Declared non-disabled","London","Inner London - West","Westminster","36055","35040","49050","45200"
"In post","2021","Declared non-disabled","London","Outer London - East and North East","Barking & Dagenham and Havering","435","400","30540","31060"
"In post","2021","Declared non-disabled","London","Outer London - East and North East","Bexley and Greenwich","1145","1090","32200","31060"
"In post","2021","Declared non-disabled","London","Outer London - East and North East","Enfield","270","250","30110","31060"
"In post","2021","Declared non-disabled","London","Outer London - East and North East","Redbridge and Waltham Forest","765","690","29290","31060"
"In post","2021","Declared non-disabled","London","Outer London - South","Bromley","340","310","29090","31060"
"In post","2021","Declared non-disabled","London","Outer London - South","Croydon","6915","6560","38780","35070"
"In post","2021","Declared non-disabled","London","Outer London - South","Merton, Kingston upon Thames and Sutton","445","420","30850","31060"
"In post","2021","Declared non-disabled","London","Outer London - West and North West","Barnet","1085","1025","36960","32330"
"In post","2021","Declared non-disabled","London","Outer London - West and North West","Brent","440","405","31350","31060"
"In post","2021","Declared non-disabled","London","Outer London - West and North West","Ealing","360","340","31330","31060"
"In post","2021","Declared non-disabled","London","Outer London - West and North West","Harrow and Hillingdon","2620","2365","31250","29380"
"In post","2021","Declared non-disabled","London","Outer London - West and North West","Hounslow and Richmond upon Thames","1985","1880","32570","31060"
"In post","2021","Declared non-disabled","North East (England)","Northumberland and Tyne and Wear","Northumberland","295","265","28390","27570"
"In post","2021","Declared non-disabled","North East (England)","Northumberland and Tyne and Wear","Sunderland","2860","2420","25360","21440"
"In post","2021","Declared non-disabled","North East (England)","Northumberland and Tyne and Wear","Tyneside","10805","9835","29960","26620"
"In post","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","Darlington","695","660","35870","32300"
"In post","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","Durham CC","3785","3385","27370","25560"
"In post","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","1075","975","27070","27380"
"In post","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","South Teesside","800","720","26740","25670"
"In post","2021","Declared non-disabled","North West (England)","Cheshire","Cheshire East","535","495","30380","27570"
"In post","2021","Declared non-disabled","North West (England)","Cheshire","Cheshire West and Chester","335","315","25960","26470"
"In post","2021","Declared non-disabled","North West (England)","Cheshire","Warrington","1375","1290","32270","29180"
"In post","2021","Declared non-disabled","North West (England)","Cumbria","East Cumbria","740","665","27140","24920"
"In post","2021","Declared non-disabled","North West (England)","Cumbria","West Cumbria","945","860","28020","25100"
"In post","2021","Declared non-disabled","North West (England)","Greater Manchester","Greater Manchester North East","835","780","27650","27570"
"In post","2021","Declared non-disabled","North West (England)","Greater Manchester","Greater Manchester North West","1475","1325","25400","24440"
"In post","2021","Declared non-disabled","North West (England)","Greater Manchester","Greater Manchester South East","1030","945","25550","22080"
"In post","2021","Declared non-disabled","North West (England)","Greater Manchester","Greater Manchester South West","3700","3490","31370","27570"
"In post","2021","Declared non-disabled","North West (England)","Greater Manchester","Manchester","6075","5765","34540","30200"
"In post","2021","Declared non-disabled","North West (England)","Lancashire","Blackburn with Darwen","370","330","26840","27570"
"In post","2021","Declared non-disabled","North West (England)","Lancashire","Blackpool","3935","3600","29310","27570"
"In post","2021","Declared non-disabled","North West (England)","Lancashire","Chorley and West Lancashire","825","760","29910","27570"
"In post","2021","Declared non-disabled","North West (England)","Lancashire","East Lancashire","350","310","25910","27570"
"In post","2021","Declared non-disabled","North West (England)","Lancashire","Lancaster and Wyre","720","670","29190","26780"
"In post","2021","Declared non-disabled","North West (England)","Lancashire","Mid Lancashire","3600","3235","28100","25560"
"In post","2021","Declared non-disabled","North West (England)","Merseyside","East Merseyside","770","685","27550","27570"
"In post","2021","Declared non-disabled","North West (England)","Merseyside","Liverpool","7230","6675","28680","25040"
"In post","2021","Declared non-disabled","North West (England)","Merseyside","Sefton","3980","3630","29980","27280"
"In post","2021","Declared non-disabled","North West (England)","Merseyside","Wirral","1455","1255","26390","27130"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","135","130","25420","20310"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Ards and North Down","135","130","27100","21590"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Belfast","1650","1535","29760","25560"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Causeway Coast and Glens","50","50","20840","20310"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Derry City and Strabane","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Fermanagh and Omagh","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","275","265","27700","24890"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","Newry, Mourne and Down","40","40","21370","20310"
"In post","2021","Declared non-disabled","Overseas","Overseas","Overseas","2570","2560","49430","47490"
"In post","2021","Declared non-disabled","Scotland","Eastern Scotland","Angus and Dundee City","1165","1075","26700","23120"
"In post","2021","Declared non-disabled","Scotland","Eastern Scotland","City of Edinburgh","6375","6090","39590","34190"
"In post","2021","Declared non-disabled","Scotland","Eastern Scotland","Clackmannanshire and Fife","675","625","29450","27570"
"In post","2021","Declared non-disabled","Scotland","Eastern Scotland","East Lothian and Midlothian","75","70","28190","27570"
"In post","2021","Declared non-disabled","Scotland","Eastern Scotland","Falkirk","1005","875","26050","22220"
"In post","2021","Declared non-disabled","Scotland","Eastern Scotland","Perth and Kinross and Stirling","475","440","30480","27570"
