"Status","Year","Disability","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Counter Fraud","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","East Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","East of England","Heterosexual / straight","30","30","34700","31810"
"In post","2021","Declared disabled","Digital, Data and Technology","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","East of England","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","London","Heterosexual / straight","165","165","46530","42850"
"In post","2021","Declared disabled","Digital, Data and Technology","London","LGBO","30","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","London","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","North East (England)","Heterosexual / straight","40","40","39100","37100"
"In post","2021","Declared disabled","Digital, Data and Technology","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","North West (England)","Heterosexual / straight","60","55","38730","35280"
"In post","2021","Declared disabled","Digital, Data and Technology","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Scotland","Heterosexual / straight","40","40","37220","33930"
"In post","2021","Declared disabled","Digital, Data and Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","South East (England)","Heterosexual / straight","65","65","35720","33300"
"In post","2021","Declared disabled","Digital, Data and Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","South West (England)","Heterosexual / straight","125","120","38460","37370"
"In post","2021","Declared disabled","Digital, Data and Technology","South West (England)","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","South West (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","South West (England)","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Wales","Heterosexual / straight","80","75","39220","36350"
"In post","2021","Declared disabled","Digital, Data and Technology","Wales","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Wales","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Wales","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","55","50","38680","35000"
"In post","2021","Declared disabled","Digital, Data and Technology","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","Heterosexual / straight","65","60","37000","32050"
"In post","2021","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Economics","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","London","Heterosexual / straight","65","60","47510","46220"
"In post","2021","Declared disabled","Economics","London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Economics","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","South West (England)","LGBO","[c]","[c]","[c]","[c]"
