"Status","Year","Age","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Asian","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","UK Export Finance","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Cabinet Office (excl. agencies)","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Defence Equipment and Support","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","295","[c]","28720","29290"
"New entrant CS","2021","40-49","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","HM Courts and Tribunals Service","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","HM Prison and Probation Service","Ministry of Justice","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Home Office (incl. agencies)","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Public Health England","Department of Health and Social Care","45","[c]","38260","35210"
"New entrant CS","2021","40-49","Black","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
