"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","AA/AO","Heterosexual / straight","275","[c]","20900","20100"
"Leaver CS","2021","40-49","No function","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","AA/AO","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","AA/AO","Unknown","225","[c]","21320","21300"
"Leaver CS","2021","40-49","No function","EO","Heterosexual / straight","90","[c]","27180","26590"
"Leaver CS","2021","40-49","No function","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","EO","Unknown","45","[c]","26750","25890"
"Leaver CS","2021","40-49","No function","G6/G7","Heterosexual / straight","65","[c]","58880","54980"
"Leaver CS","2021","40-49","No function","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","G6/G7","Unknown","35","[c]","57610","57620"
"Leaver CS","2021","40-49","No function","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","SEO/HEO","Heterosexual / straight","135","[c]","37170","37290"
"Leaver CS","2021","40-49","No function","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","SEO/HEO","Unknown","50","[c]","37490","36030"
"Leaver CS","2021","40-49","No function","Unknown","Heterosexual / straight","65","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","AA/AO","Heterosexual / straight","215","[c]","21200","21010"
"Leaver CS","2021","40-49","Unknown","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","AA/AO","Unknown","485","[c]","21140","21010"
"Leaver CS","2021","40-49","Unknown","EO","Heterosexual / straight","200","[c]","28310","27570"
"Leaver CS","2021","40-49","Unknown","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","EO","Unknown","245","[c]","28350","27570"
"Leaver CS","2021","40-49","Unknown","G6/G7","Heterosexual / straight","60","[c]","63220","60830"
"Leaver CS","2021","40-49","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","G6/G7","Unknown","60","[c]","62360","59640"
"Leaver CS","2021","40-49","Unknown","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SEO/HEO","Heterosexual / straight","100","[c]","37360","36960"
"Leaver CS","2021","40-49","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SEO/HEO","Unknown","145","[c]","36720","37760"
"Leaver CS","2021","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
