"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Finance","SEO/HEO","Unknown","65","[c]","34370","32790"
"New entrant CS","2021","20-29","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","AA/AO","Heterosexual / straight","60","[c]","21130","20920"
"New entrant CS","2021","20-29","Human Resources","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","AA/AO","Unknown","30","[c]","19750","19160"
"New entrant CS","2021","20-29","Human Resources","EO","Heterosexual / straight","70","[c]","26050","26610"
