"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Black","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","AA/AO","AO","40","[c]","21800","21300"
"Leaver Dept.","2021","Black","Operational Delivery","EO","EO","35","[c]","26300","26410"
"Leaver Dept.","2021","Black","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","EO","EO","80","[c]","28280","27570"
"Leaver Dept.","2021","Black","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SEO/HEO","HEO","50","[c]","35480","35590"
"Leaver Dept.","2021","Black","Unknown","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
