"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","White","Security","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AA/AO","AA","225","[c]","20590","21150"
"Leaver CS","2021","White","Unknown","AA/AO","AO","3050","[c]","21190","21010"
"Leaver CS","2021","White","Unknown","EO","EO","2240","[c]","27560","27570"
"Leaver CS","2021","White","Unknown","G6/G7","G6","205","[c]","70970","70880"
"Leaver CS","2021","White","Unknown","G6/G7","G7","365","[c]","55210","55210"
"Leaver CS","2021","White","Unknown","SCS level","SCS level","100","[c]","93470","85600"
"Leaver CS","2021","White","Unknown","SEO/HEO","HEO","950","[c]","33800","33960"
"Leaver CS","2021","White","Unknown","SEO/HEO","SEO","520","[c]","41290","40670"
"Leaver CS","2021","White","Unknown","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","AA/AO","AO","90","[c]","21050","19930"
"Leaver Dept.","2021","Asian","Operational Delivery","EO","EO","60","[c]","25960","26410"
"Leaver Dept.","2021","Asian","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","SEO/HEO","SEO","35","[c]","39560","39440"
"Leaver Dept.","2021","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","AA/AO","AO","120","[c]","22150","21010"
"Leaver Dept.","2021","Asian","Unknown","EO","EO","125","[c]","28620","27570"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SEO/HEO","HEO","85","[c]","33850","33960"
"Leaver Dept.","2021","Asian","Unknown","SEO/HEO","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
