"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","Male","40","[c]","57920","54250"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Male","50","[c]","36550","35330"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Female","40","[c]","20530","20470"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Male","70","[c]","36610","38000"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","SEO/HEO","Female","35","[c]","37340","35670"
"Leaver CS","2021","Department for Education","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","SEO/HEO","Female","40","[c]","36330","36780"
"Leaver CS","2021","Department for Education","Outside London","SEO/HEO","Male","45","[c]","35840","36780"
"Leaver CS","2021","Department for Education","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Female","90","[c]","21620","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Male","60","[c]","21310","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Female","45","[c]","25160","25100"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Male","35","[c]","25280","25880"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Male","30","[c]","56010","54940"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Female","60","[c]","35390","35900"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Male","50","[c]","36210","36520"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Outside London","AA/AO","Female","190","[c]","20800","21590"
"Leaver CS","2021","Department for Transport","Outside London","AA/AO","Male","140","[c]","21430","21590"
"Leaver CS","2021","Department for Transport","Outside London","EO","Female","45","[c]","26950","26470"
"Leaver CS","2021","Department for Transport","Outside London","EO","Male","105","[c]","27420","26780"
"Leaver CS","2021","Department for Transport","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Outside London","G6/G7","Male","30","[c]","66310","62720"
"Leaver CS","2021","Department for Transport","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Outside London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Outside London","SEO/HEO","Male","75","[c]","39590","36180"
"Leaver CS","2021","Department for Work and Pensions","London","AA/AO","Female","80","[c]","24750","25110"
"Leaver CS","2021","Department for Work and Pensions","London","AA/AO","Male","50","[c]","24890","25110"
"Leaver CS","2021","Department for Work and Pensions","London","EO","Female","180","[c]","30930","31060"
"Leaver CS","2021","Department for Work and Pensions","London","EO","Male","110","[c]","31060","31060"
"Leaver CS","2021","Department for Work and Pensions","London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","London","SEO/HEO","Female","30","[c]","36520","38510"
"Leaver CS","2021","Department for Work and Pensions","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Outside London","AA/AO","Female","1220","[c]","20910","21010"
"Leaver CS","2021","Department for Work and Pensions","Outside London","AA/AO","Male","705","[c]","21040","21010"
"Leaver CS","2021","Department for Work and Pensions","Outside London","EO","Female","1005","[c]","27520","27570"
"Leaver CS","2021","Department for Work and Pensions","Outside London","EO","Male","560","[c]","27540","27570"
"Leaver CS","2021","Department for Work and Pensions","Outside London","G6/G7","Female","55","[c]","55560","53000"
