"Status","Year","Ethnicity","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
