"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","15","[c]","59440","61400"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","25","[c]","32910","31810"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","75","[c]","20780","20920"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","10","[c]","25970","26930"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","15","[c]","37210","34000"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","30","[c]","30310","30920"
"New entrant CS","2021","Human Resources","National Crime Agency","National Crime Agency","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","National Crime Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","National Crime Agency","SEO/HEO","15","[c]","40080","40170"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Department of Health and Social Care","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Department of Health and Social Care","SEO/HEO","15","[c]","35030","36330"
"New entrant CS","2021","Human Resources","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Scottish Government","AA/AO","10","[c]","20600","20810"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","Unknown","25","[c]","28090","22200"
"New entrant CS","2021","Human Resources","The National Archives","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","UK Export Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO/HEO","25","[c]","32570","29920"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","SEO/HEO","15","[c]","41830","41720"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","G6/G7","15","[c]","56730","53530"
"New entrant CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","30","[c]","33550","33550"
"New entrant CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","AA/AO","305","[c]","20420","20120"
"New entrant CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","EO","80","[c]","26650","26970"
"New entrant CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","G6/G7","215","[c]","51320","50520"
"New entrant CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","95","[c]","38690","38000"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Department for Education","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Attorney General's Departments","EO","85","[c]","27790","26950"
"New entrant CS","2021","Legal","Government Legal Department","Attorney General's Departments","G6/G7","100","[c]","54690","50500"
"New entrant CS","2021","Legal","Government Legal Department","Attorney General's Departments","SEO/HEO","60","[c]","43140","43920"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","EO","10","[c]","23000","22570"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","130","[c]","27470","26550"
"New entrant CS","2021","Legal","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","HM Land Registry","G6/G7","15","[c]","58490","57000"
"New entrant CS","2021","Legal","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","15","[c]","56410","59160"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","15","[c]","38100","36160"
"New entrant CS","2021","Legal","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal Aid Agency","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","20","[c]","26410","26410"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","National Crime Agency","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","National Crime Agency","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","75","[c]","20600","20850"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Serious Fraud Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","UK Supreme Court","SEO/HEO","10","[c]","37230","37230"
"New entrant CS","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Revenue Authority","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","110","[c]","24360","24250"
"New entrant CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","[c]","31640","30950"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","230","[c]","22010","21050"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","190","[c]","25980","24920"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","50","[c]","35090","35900"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","45","[c]","22620","24490"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","EO","115","[c]","27480","27500"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","70","[c]","57520","54700"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","15","[c]","97270","90000"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","660","[c]","29340","28000"
"New entrant CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Charity Commission","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","20","[c]","20060","19850"
"New entrant CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","10","[c]","26920","26550"
"New entrant CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","AA/AO","10","[c]","18930","18870"
"New entrant CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","EO","15","[c]","22830","22230"
"New entrant CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","G6/G7","10","[c]","55830","55250"
"New entrant CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","SEO/HEO","20","[c]","31930","31000"
"New entrant CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","85","[c]","20790","20760"
"New entrant CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","EO","25","[c]","25410","25410"
"New entrant CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","40","[c]","17420","17180"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","25","[c]","48910","46080"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","65","[c]","31410","28650"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","15","[c]","23530","24900"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","95","[c]","28080","27680"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","90","[c]","57860","53380"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","400","[c]","35500","33570"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","45","[c]","27790","26180"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","45","[c]","55860","51730"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
