"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Finance","Unknown","10","5","[c]","[c]"
"In post","2021","16-19","Finance","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Legal","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","No function","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Heterosexual / straight","145","135","21250","20760"
"In post","2021","16-19","No function","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Undeclared","15","10","[c]","[c]"
"In post","2021","16-19","No function","Operational Delivery","Unknown","120","115","20720","20480"
"In post","2021","16-19","No function","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","No function","Policy","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","No function","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","No function","Science and Engineering","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","No function","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","Heterosexual / straight","35","30","20140","20140"
"In post","2021","16-19","No function","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tax","Unknown","60","60","20140","20140"
"In post","2021","16-19","No function","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","Project Delivery","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Project Delivery","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Other","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Project Delivery","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Science and Engineering","Heterosexual / straight","50","50","17970","17780"
"In post","2021","16-19","Project Delivery","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Science and Engineering","Unknown","45","45","16860","16780"
"In post","2021","16-19","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Property","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Property","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Property","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Security","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Security","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Heterosexual / straight","30","25","21750","21430"
"In post","2021","16-19","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Unknown","35","35","21450","21430"
"In post","2021","16-19","Unknown","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Unknown","40","40","19100","15940"
"In post","2021","16-19","Unknown","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","200","200","22480","21010"
"In post","2021","16-19","Unknown","Unknown","LGBO","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","30","30","21560","21010"
"In post","2021","20-29","Analysis","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Digital, Data and Technology","Heterosexual / straight","30","30","39120","38530"
"In post","2021","20-29","Analysis","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Economics","Heterosexual / straight","495","490","37960","34090"
"In post","2021","20-29","Analysis","Economics","LGBO","55","55","38240","34090"
"In post","2021","20-29","Analysis","Economics","Undeclared","45","45","38480","34090"
"In post","2021","20-29","Analysis","Economics","Unknown","165","165","34450","32540"
"In post","2021","20-29","Analysis","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Intelligence Analysis","Heterosexual / straight","30","30","44650","44450"
"In post","2021","20-29","Analysis","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Intelligence Analysis","Unknown","40","40","48860","53360"
"In post","2021","20-29","Analysis","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Operational Delivery","Heterosexual / straight","60","60","31060","29540"
"In post","2021","20-29","Analysis","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Operational Delivery","Unknown","35","35","31680","29540"
"In post","2021","20-29","Analysis","Operational Research","Heterosexual / straight","120","115","35150","33170"
"In post","2021","20-29","Analysis","Operational Research","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Analysis","Operational Research","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","Operational Research","Unknown","30","30","[c]","[c]"
"In post","2021","20-29","Analysis","Other","Heterosexual / straight","45","45","36970","35240"
"In post","2021","20-29","Analysis","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Other","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Other","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Policy","Heterosexual / straight","100","100","42370","41990"
"In post","2021","20-29","Analysis","Policy","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Policy","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Policy","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Science and Engineering","Heterosexual / straight","50","50","28630","28650"
"In post","2021","20-29","Analysis","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Science and Engineering","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Science and Engineering","Unknown","45","45","26070","24920"
"In post","2021","20-29","Analysis","Social Research","Heterosexual / straight","245","245","35540","32540"
"In post","2021","20-29","Analysis","Social Research","LGBO","30","30","34530","32080"
"In post","2021","20-29","Analysis","Social Research","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Social Research","Unknown","65","65","32340","29540"
"In post","2021","20-29","Analysis","Statistics","Heterosexual / straight","355","350","35710","34090"
"In post","2021","20-29","Analysis","Statistics","LGBO","65","65","34720","31810"
"In post","2021","20-29","Analysis","Statistics","Undeclared","35","35","35420","33120"
"In post","2021","20-29","Analysis","Statistics","Unknown","115","115","32720","31810"
"In post","2021","20-29","Analysis","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Tax","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Commercial","Heterosexual / straight","370","370","31130","29750"
"In post","2021","20-29","Commercial","Commercial","LGBO","40","40","30870","28970"
"In post","2021","20-29","Commercial","Commercial","Undeclared","35","35","31040","32710"
"In post","2021","20-29","Commercial","Commercial","Unknown","155","155","32280","29260"
"In post","2021","20-29","Commercial","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Knowledge and Information Management","Heterosexual / straight","65","65","25650","25390"
"In post","2021","20-29","Commercial","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Operational Delivery","Heterosexual / straight","50","50","33010","33000"
"In post","2021","20-29","Commercial","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Heterosexual / straight","55","55","38660","34550"
"In post","2021","20-29","Commercial","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","Unknown","60","60","53240","54700"
"In post","2021","20-29","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Communications","Heterosexual / straight","420","420","34160","33060"
"In post","2021","20-29","Communications","Communications","LGBO","45","45","35450","33660"
"In post","2021","20-29","Communications","Communications","Undeclared","35","35","33410","33100"
"In post","2021","20-29","Communications","Communications","Unknown","240","235","33410","31780"
"In post","2021","20-29","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Operational Delivery","Heterosexual / straight","160","160","28180","25560"
"In post","2021","20-29","Communications","Operational Delivery","LGBO","20","15","[c]","[c]"
"In post","2021","20-29","Communications","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Operational Delivery","Unknown","105","105","27850","25560"
"In post","2021","20-29","Communications","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Other","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Tax","Heterosexual / straight","295","295","26860","25560"
"In post","2021","20-29","Communications","Tax","LGBO","40","40","27140","25560"
"In post","2021","20-29","Communications","Tax","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Communications","Tax","Unknown","385","385","26190","25560"
"In post","2021","20-29","Communications","Unknown","Heterosexual / straight","120","120","31110","27500"
"In post","2021","20-29","Communications","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Communications","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Communications","Unknown","Unknown","120","120","30910","27500"
"In post","2021","20-29","Counter Fraud","Counter Fraud","Heterosexual / straight","40","40","31700","32350"
"In post","2021","20-29","Counter Fraud","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Counter Fraud","Unknown","15","15","[c]","[c]"
