"Status","Year","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Welsh Revenue Authority","Welsh Government","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","20","[c]","33630","33030"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","140","[c]","25330","24250"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","30","[c]","30930","31460"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","460","[c]","24760","24370"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","1215","[c]","41150","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","305","[c]","36130","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","220","[c]","36740","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","30","[c]","31470","29270"
"New entrant CS","2021","Charity Commission","Charity Commission","London","15","[c]","36790","29160"
"New entrant CS","2021","Charity Commission","Charity Commission","Outside London","45","[c]","33720","29160"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","75","[c]","34700","34170"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","70","[c]","49450","53530"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","25","[c]","26530","26550"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","15","[c]","44290","40400"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","150","[c]","34480","30500"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","150","[c]","25090","20760"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","London","180","[c]","34450","26970"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Outside London","545","[c]","33070","26970"
"New entrant CS","2021","Debt Management Office","HM Treasury","London","10","[c]","40000","40500"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","London","15","[c]","22270","19520"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Outside London","710","[c]","32290","29000"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","220","[c]","32220","28650"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","685","[c]","38330","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","40","[c]","33090","30360"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","355","[c]","39110","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","40","[c]","39120","34020"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","London","215","[c]","38660","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","395","[c]","33960","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","520","[c]","37770","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","510","[c]","35870","30320"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","345","[c]","34370","31800"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","50","[c]","35970","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","465","[c]","37550","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","95","[c]","33360","30730"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","3240","[c]","30570","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","13420","[c]","25830","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","320","[c]","28900","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","805","[c]","40580","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","305","[c]","37650","32790"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Outside London","45","[c]","23650","20060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","340","[c]","23790","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","260","[c]","28610","26130"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Outside London","90","[c]","34230","30320"
"New entrant CS","2021","Education Scotland","Scottish Government","Outside London","15","[c]","44710","48930"
"New entrant CS","2021","ESTYN","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","London","40","[c]","35210","32350"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Outside London","55","[c]","34260","30350"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Outside London","50","[c]","31310","30650"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Outside London","95","[c]","27350","25140"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","London","35","[c]","42310","36860"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","London","20","[c]","46170","43160"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Outside London","15","[c]","41080","39980"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","London","255","[c]","42050","43920"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","35","[c]","45380","40010"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","London","20","[c]","45860","36040"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","170","[c]","30650","26370"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","London","785","[c]","24700","22680"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","1395","[c]","20450","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","London","50","[c]","35140","25850"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Outside London","650","[c]","25510","22350"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","London","855","[c]","28180","27530"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","4895","[c]","23190","22850"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","325","[c]","35290","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","4495","[c]","24010","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","320","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","London","375","[c]","33000","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Outside London","25","[c]","23770","23750"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","London","930","[c]","39060","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Outside London","1225","[c]","26200","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","20","[c]","29250","26200"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","185","[c]","24010","20880"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","London","20","[c]","42540","40430"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","25","[c]","38050","36570"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Outside London","60","[c]","20860","18880"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","205","[c]","33150","30730"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","150","[c]","40690","39850"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","30","[c]","35680","32960"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","130","[c]","33770","30930"
"New entrant CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","London","260","[c]","33370","30200"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","2705","[c]","28700","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","40","[c]","38360","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","215","[c]","39990","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","120","[c]","36920","32570"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","London","490","[c]","39810","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","240","[c]","34440","30990"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","National Crime Agency","London","345","[c]","38280","36200"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Outside London","705","[c]","32300","32770"
"New entrant CS","2021","National Crime Agency","National Crime Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HM Treasury","London","15","[c]","42500","40000"
"New entrant CS","2021","National Records of Scotland","Scottish Government","Outside London","40","[c]","33940","30650"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","London","10","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chancellor's other departments","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Northern Ireland Office","Outside London","10","[c]","39420","36520"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","50","[c]","48690","46360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","120","[c]","49630","46360"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","140","[c]","40250","33400"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","170","[c]","29640","23450"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","40","[c]","41360","31180"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","London","20","[c]","38440","35670"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Outside London","15","[c]","49780","50810"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Outside London","25","[c]","27170","22570"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","95","[c]","30280","26050"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","London","925","[c]","38260","32330"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Outside London","1100","[c]","32430","28590"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Outside London","15","[c]","45770","39350"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","60","[c]","24100","21050"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Outside London","10","[c]","43130","34140"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Outside London","100","[c]","23200","20850"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Outside London","30","[c]","29760","28120"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Outside London","790","[c]","37270","30650"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Outside London","275","[c]","22010","20810"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","London","30","[c]","38070","30250"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Outside London","390","[c]","25920","20060"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Outside London","25","[c]","23000","20060"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Outside London","195","[c]","35750","32000"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","London","60","[c]","32670","31960"
"New entrant CS","2021","Transport Scotland","Scottish Government","Outside London","30","[c]","35350","30650"
"New entrant CS","2021","UK Export Finance","UK Export Finance","London","90","[c]","45700","44080"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Outside London","75","[c]","28000","20820"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","180","[c]","28520","23320"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","15","[c]","36670","33750"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","London","20","[c]","38120","37230"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","260","[c]","37390","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","800","[c]","29840","29540"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","London","25","[c]","31240","27880"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","235","[c]","24770","20880"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","Outside London","25","[c]","26000","21590"
"New entrant CS","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","40340","40610"
"New entrant CS","2021","Wales Office","Wales Office","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","London","10","[c]","52330","48810"
"New entrant CS","2021","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","30","[c]","52560","54250"
"New entrant CS","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","195","[c]","27640","20500"
"New entrant CS","2021","Welsh Revenue Authority","Welsh Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","","",""
"Organisation","Executive Agencies, Ministerial and Non-Ministerial Departments, Crown Non-departmental Public Bodies.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
