"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East of England","East Anglia","Suffolk","45","45","27780","27570"
"In post","2021","Asian","East of England","Essex","Essex Haven Gateway","20","20","[c]","[c]"
"In post","2021","Asian","East of England","Essex","Essex Thames Gateway","40","35","28140","28000"
"In post","2021","Asian","East of England","Essex","Heart of Essex","30","30","30610","29290"
"In post","2021","Asian","East of England","Essex","Southend-on-Sea","40","35","35280","31810"
"In post","2021","Asian","East of England","Essex","Thurrock","15","15","[c]","[c]"
"In post","2021","Asian","East of England","Essex","West Essex","65","60","37820","29290"
"In post","2021","Asian","London","Inner London - East","Hackney and Newham","695","620","31410","31060"
"In post","2021","Asian","London","Inner London - East","Haringey and Islington","155","145","29000","31060"
"In post","2021","Asian","London","Inner London - East","Lambeth","385","360","41070","34950"
"In post","2021","Asian","London","Inner London - East","Lewisham and Southwark","150","145","31980","30890"
"In post","2021","Asian","London","Inner London - East","Tower Hamlets","1135","1095","40940","35940"
"In post","2021","Asian","London","Inner London - West","Camden and City of London","575","545","33280","29570"
"In post","2021","Asian","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","110","105","33010","31060"
"In post","2021","Asian","London","Inner London - West","Wandsworth","90","80","30230","31060"
"In post","2021","Asian","London","Inner London - West","Westminster","5220","5065","42570","38160"
"In post","2021","Asian","London","Outer London - East and North East","Barking & Dagenham and Havering","140","130","30720","31060"
"In post","2021","Asian","London","Outer London - East and North East","Bexley and Greenwich","105","100","30500","31060"
"In post","2021","Asian","London","Outer London - East and North East","Enfield","70","60","30170","31060"
"In post","2021","Asian","London","Outer London - East and North East","Redbridge and Waltham Forest","385","345","28870","30780"
"In post","2021","Asian","London","Outer London - South","Bromley","20","20","[c]","[c]"
"In post","2021","Asian","London","Outer London - South","Croydon","1610","1500","34290","29570"
"In post","2021","Asian","London","Outer London - South","Merton, Kingston upon Thames and Sutton","75","70","30150","31060"
"In post","2021","Asian","London","Outer London - West and North West","Barnet","400","375","37740","32090"
"In post","2021","Asian","London","Outer London - West and North West","Brent","140","125","29920","31060"
"In post","2021","Asian","London","Outer London - West and North West","Ealing","195","175","31380","31060"
"In post","2021","Asian","London","Outer London - West and North West","Harrow and Hillingdon","1240","1135","29850","29080"
"In post","2021","Asian","London","Outer London - West and North West","Hounslow and Richmond upon Thames","655","605","29820","29080"
"In post","2021","Asian","North East (England)","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Northumberland and Tyne and Wear","Sunderland","35","30","24940","25560"
"In post","2021","Asian","North East (England)","Northumberland and Tyne and Wear","Tyneside","250","230","28730","25190"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","Darlington","15","15","[c]","[c]"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","Durham CC","55","45","25090","21430"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","20","20","[c]","[c]"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","South Teesside","25","20","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire","Cheshire East","15","15","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire","Warrington","40","35","30140","27570"
"In post","2021","Asian","North West (England)","Cumbria","East Cumbria","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Cumbria","West Cumbria","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester","Greater Manchester North East","115","105","27460","27570"
"In post","2021","Asian","North West (England)","Greater Manchester","Greater Manchester North West","80","70","24510","24700"
"In post","2021","Asian","North West (England)","Greater Manchester","Greater Manchester South East","85","75","24280","21130"
"In post","2021","Asian","North West (England)","Greater Manchester","Greater Manchester South West","460","435","28540","25560"
"In post","2021","Asian","North West (England)","Greater Manchester","Manchester","625","595","30570","27570"
"In post","2021","Asian","North West (England)","Lancashire","Blackburn with Darwen","130","115","25510","27570"
"In post","2021","Asian","North West (England)","Lancashire","Blackpool","85","85","29550","27570"
"In post","2021","Asian","North West (England)","Lancashire","Chorley and West Lancashire","20","15","[c]","[c]"
"In post","2021","Asian","North West (England)","Lancashire","East Lancashire","70","60","24680","27570"
"In post","2021","Asian","North West (England)","Lancashire","Lancaster and Wyre","15","15","[c]","[c]"
"In post","2021","Asian","North West (England)","Lancashire","Mid Lancashire","650","580","23710","21010"
"In post","2021","Asian","North West (England)","Merseyside","East Merseyside","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","Merseyside","Liverpool","90","85","35400","25040"
"In post","2021","Asian","North West (England)","Merseyside","Sefton","55","50","33430","27570"
"In post","2021","Asian","North West (England)","Merseyside","Wirral","10","10","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","Overseas","150","150","46340","41410"
"In post","2021","Asian","Scotland","Eastern Scotland","Angus and Dundee City","35","35","25060","21010"
"In post","2021","Asian","Scotland","Eastern Scotland","City of Edinburgh","125","120","34410","30650"
"In post","2021","Asian","Scotland","Eastern Scotland","Clackmannanshire and Fife","10","10","[c]","[c]"
"In post","2021","Asian","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Eastern Scotland","Falkirk","10","10","[c]","[c]"
"In post","2021","Asian","Scotland","Eastern Scotland","Perth and Kinross and Stirling","5","5","[c]","[c]"
"In post","2021","Asian","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","30","25","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","South Lanarkshire","45","40","34550","28140"
"In post","2021","Asian","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","10","10","[c]","[c]"
"In post","2021","Asian","Scotland","West Central Scotland","Glasgow City","200","185","28810","25390"
"In post","2021","Asian","Scotland","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","10","10","[c]","[c]"
"In post","2021","Asian","Scotland","West Central Scotland","North Lanarkshire","15","10","[c]","[c]"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","300","275","30340","29290"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","90","85","30820","27570"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","125","115","29690","27290"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","85","80","32960","27570"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","Central Hampshire","55","55","33840","29670"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","North Hampshire","50","50","25970","24090"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","Portsmouth","60","55","28510","26930"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","South Hampshire","75","65","28740","23780"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","Southampton","60","50","34670","27570"
"In post","2021","Asian","South East (England)","Kent","East Kent","40","40","27430","26670"
"In post","2021","Asian","South East (England)","Kent","Kent Thames Gateway","45","40","29500","29290"
"In post","2021","Asian","South East (England)","Kent","Medway","40","40","29570","29290"
"In post","2021","Asian","South East (England)","Kent","Mid Kent","25","20","[c]","[c]"
"In post","2021","Asian","South East (England)","Kent","West Kent","10","10","[c]","[c]"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","Brighton and Hove","15","15","[c]","[c]"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","East Surrey","40","35","30460","29290"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","East Sussex CC","15","15","[c]","[c]"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","West Surrey","150","140","30640","29290"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","85","75","28030","27390"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","10","10","[c]","[c]"
"In post","2021","Asian","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Devon","Devon CC","35","30","34660","31610"
"In post","2021","Asian","South West (England)","Devon","Plymouth","20","15","[c]","[c]"
"In post","2021","Asian","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Dorset and Somerset","Bournemouth and Poole","5","5","[c]","[c]"
"In post","2021","Asian","South West (England)","Dorset and Somerset","Dorset CC","20","20","[c]","[c]"
"In post","2021","Asian","South West (England)","Dorset and Somerset","Somerset","5","5","[c]","[c]"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","360","350","35790","33190"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","160","150","33640","27620"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","30","30","26210","27130"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","15","15","[c]","[c]"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","120","115","36220","33000"
"In post","2021","Asian","Unknown","Unknown","Unknown","170","150","29630","27570"
"In post","2021","Asian","Wales","East Wales","Cardiff and Vale of Glamorgan","235","220","29530","25560"
"In post","2021","Asian","Wales","East Wales","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2021","Asian","Wales","East Wales","Monmouthshire and Newport","85","80","33520","29890"
"In post","2021","Asian","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","South West Wales","5","5","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","Swansea","70","65","28870","21590"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","135","120","25720","23840"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","55","50","27980","25790"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","10","10","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","150","145","32080","27570"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","45","40","24430","21560"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","95","90","35200","27570"
"In post","2021","Asian","West Midlands (England)","West Midlands","Birmingham","2435","2265","27080","25560"
"In post","2021","Asian","West Midlands (England)","West Midlands","Coventry","425","400","33600","29730"
"In post","2021","Asian","West Midlands (England)","West Midlands","Dudley","90","85","24040","21010"
"In post","2021","Asian","West Midlands (England)","West Midlands","Sandwell","95","85","26350","27570"
"In post","2021","Asian","West Midlands (England)","West Midlands","Solihull","265","245","26770","25310"
"In post","2021","Asian","West Midlands (England)","West Midlands","Walsall","105","100","24580","21010"
"In post","2021","Asian","West Midlands (England)","West Midlands","Wolverhampton","160","145","24590","23970"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","5","5","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","30","25","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","York","45","40","34170","29380"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","25","25","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","Sheffield","385","360","28040","24890"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","Bradford","685","610","25130","21440"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","145","130","26460","27570"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","Leeds","935","875","29860","27570"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","Wakefield","35","30","30320","27570"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","35","30","25630","27020"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","5","5","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","235","220","27240","25560"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","15","15","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","15","15","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","75","70","26330","22850"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","35","30","29320","27380"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","15","15","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","50","45","24820","22920"
"In post","2021","Black","East Midlands (England)","Lincolnshire","Lincolnshire","20","20","[c]","[c]"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","Bedford","30","30","28150","27570"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","Hertfordshire","150","145","32870","29700"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","Luton","45","45","27570","27570"
"In post","2021","Black","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","East Anglia","Cambridgeshire CC","50","45","38530","31530"
"In post","2021","Black","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","East Anglia","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2021","Black","East of England","East Anglia","Peterborough","30","30","26140","21890"
"In post","2021","Black","East of England","East Anglia","Suffolk","25","25","[c]","[c]"
"In post","2021","Black","East of England","Essex","Essex Haven Gateway","20","20","[c]","[c]"
"In post","2021","Black","East of England","Essex","Essex Thames Gateway","70","65","26680","24180"
"In post","2021","Black","East of England","Essex","Heart of Essex","40","40","32190","29290"
"In post","2021","Black","East of England","Essex","Southend-on-Sea","30","30","31410","29290"
"In post","2021","Black","East of England","Essex","Thurrock","30","30","29550","29290"
"In post","2021","Black","East of England","Essex","West Essex","50","50","30940","29290"
"In post","2021","Black","London","Inner London - East","Hackney and Newham","575","540","30180","31060"
"In post","2021","Black","London","Inner London - East","Haringey and Islington","390","375","30650","31060"
"In post","2021","Black","London","Inner London - East","Lambeth","570","545","35810","31880"
"In post","2021","Black","London","Inner London - East","Lewisham and Southwark","410","400","30990","31060"
"In post","2021","Black","London","Inner London - East","Tower Hamlets","590","580","38000","34430"
"In post","2021","Black","London","Inner London - West","Camden and City of London","460","440","30330","28780"
"In post","2021","Black","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","210","200","31130","31060"
"In post","2021","Black","London","Inner London - West","Wandsworth","230","215","31250","31060"
"In post","2021","Black","London","Inner London - West","Westminster","3435","3370","38590","34710"
"In post","2021","Black","London","Outer London - East and North East","Barking & Dagenham and Havering","100","95","31020","31060"
"In post","2021","Black","London","Outer London - East and North East","Bexley and Greenwich","265","255","31000","31060"
"In post","2021","Black","London","Outer London - East and North East","Enfield","100","95","30350","31060"
"In post","2021","Black","London","Outer London - East and North East","Redbridge and Waltham Forest","180","170","30340","31060"
"In post","2021","Black","London","Outer London - South","Bromley","105","100","29760","31060"
"In post","2021","Black","London","Outer London - South","Croydon","1385","1325","33390","29630"
"In post","2021","Black","London","Outer London - South","Merton, Kingston upon Thames and Sutton","90","90","30780","31060"
"In post","2021","Black","London","Outer London - West and North West","Barnet","210","200","34320","31060"
"In post","2021","Black","London","Outer London - West and North West","Brent","135","125","29690","31060"
"In post","2021","Black","London","Outer London - West and North West","Ealing","90","90","31230","31060"
"In post","2021","Black","London","Outer London - West and North West","Harrow and Hillingdon","270","250","30100","29170"
"In post","2021","Black","London","Outer London - West and North West","Hounslow and Richmond upon Thames","175","170","31040","31060"
"In post","2021","Black","North East (England)","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Northumberland and Tyne and Wear","Sunderland","10","10","[c]","[c]"
"In post","2021","Black","North East (England)","Northumberland and Tyne and Wear","Tyneside","100","95","27650","25560"
"In post","2021","Black","North East (England)","Tees Valley and Durham","Darlington","10","10","[c]","[c]"
"In post","2021","Black","North East (England)","Tees Valley and Durham","Durham CC","10","10","[c]","[c]"
"In post","2021","Black","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2021","Black","North East (England)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Cheshire","Cheshire East","5","5","[c]","[c]"
"In post","2021","Black","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Cheshire","Warrington","25","20","[c]","[c]"
"In post","2021","Black","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Greater Manchester","Greater Manchester North East","35","30","26130","27570"
"In post","2021","Black","North West (England)","Greater Manchester","Greater Manchester North West","15","15","[c]","[c]"
"In post","2021","Black","North West (England)","Greater Manchester","Greater Manchester South East","30","30","23480","21010"
"In post","2021","Black","North West (England)","Greater Manchester","Greater Manchester South West","165","160","27300","25560"
"In post","2021","Black","North West (England)","Greater Manchester","Manchester","270","255","30140","27570"
"In post","2021","Black","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Lancashire","Blackpool","15","15","[c]","[c]"
"In post","2021","Black","North West (England)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Lancashire","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2021","Black","North West (England)","Lancashire","Mid Lancashire","30","25","[c]","[c]"
"In post","2021","Black","North West (England)","Merseyside","East Merseyside","5","5","[c]","[c]"
"In post","2021","Black","North West (England)","Merseyside","Liverpool","70","65","28670","24890"
"In post","2021","Black","North West (England)","Merseyside","Sefton","30","30","27770","27570"
"In post","2021","Black","North West (England)","Merseyside","Wirral","5","5","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Overseas","Overseas","65","65","41950","37500"
"In post","2021","Black","Scotland","Eastern Scotland","Angus and Dundee City","10","10","[c]","[c]"
"In post","2021","Black","Scotland","Eastern Scotland","City of Edinburgh","70","65","35030","31230"
"In post","2021","Black","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","15","10","[c]","[c]"
"In post","2021","Black","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Southern Scotland","South Lanarkshire","30","30","[c]","[c]"
