"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","EO","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","EO","Male","60","60","26560","26000"
"In post","2021","Digital, Data & Technology","Department for Education","G6/G7","Female","95","90","55210","51200"
"In post","2021","Digital, Data & Technology","Department for Education","G6/G7","Male","90","90","54240","50630"
"In post","2021","Digital, Data & Technology","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","SEO/HEO","Female","145","140","34620","36500"
"In post","2021","Digital, Data & Technology","Department for Education","SEO/HEO","Male","210","210","35130","36500"
"In post","2021","Digital, Data & Technology","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","Female","35","35","26400","25270"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","Male","45","45","26200","25230"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Female","120","115","51410","48920"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Male","200","200","53100","50740"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","115","105","34380","35900"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","160","160","34950","35900"
"In post","2021","Digital, Data & Technology","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","EO","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","EO","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","G6/G7","Female","30","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","AA/AO","Male","35","35","21710","21590"
"In post","2021","Digital, Data & Technology","Department for Transport","EO","Female","100","90","26750","26470"
"In post","2021","Digital, Data & Technology","Department for Transport","EO","Male","180","180","27320","26470"
"In post","2021","Digital, Data & Technology","Department for Transport","G6/G7","Female","50","50","55830","53930"
"In post","2021","Digital, Data & Technology","Department for Transport","G6/G7","Male","155","155","63050","60890"
"In post","2021","Digital, Data & Technology","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","SEO/HEO","Female","190","180","36450","34710"
"In post","2021","Digital, Data & Technology","Department for Transport","SEO/HEO","Male","445","440","40040","40450"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","EO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","EO","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Male","15","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","EO","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","EO","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","G6/G7","Female","45","45","57410","53620"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","G6/G7","Male","65","65","57940","54650"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Female","75","75","35480","33090"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Male","125","125","37400","36820"
"In post","2021","Digital, Data & Technology","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","Male","55","50","29230","26350"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","Male","55","50","58870","57750"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","Female","65","60","37750","38500"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","Male","130","130","39380","38930"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","AA/AO","Male","30","30","21310","21040"
"In post","2021","Digital, Data & Technology","HM Land Registry","EO","Female","65","60","29670","29760"
"In post","2021","Digital, Data & Technology","HM Land Registry","EO","Male","115","110","30010","31740"
"In post","2021","Digital, Data & Technology","HM Land Registry","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","G6/G7","Male","30","30","61460","57860"
"In post","2021","Digital, Data & Technology","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","SEO/HEO","Female","125","115","40970","38550"
"In post","2021","Digital, Data & Technology","HM Land Registry","SEO/HEO","Male","255","250","40930","38450"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","AA/AO","Female","30","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","AA/AO","Male","30","30","20500","20140"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","EO","Female","170","155","26530","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","EO","Male","245","235","26280","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","G6/G7","Female","215","205","56630","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","G6/G7","Male","380","370","55660","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","SCS level","Male","40","40","94690","91600"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","Female","615","585","34890","32260"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","Male","960","925","35220","35000"
"In post","2021","Digital, Data & Technology","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","EO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","AA/AO","Female","65","60","21120","20920"
"In post","2021","Digital, Data & Technology","Ministry of Defence","AA/AO","Male","60","60","21680","20920"
"In post","2021","Digital, Data & Technology","Ministry of Defence","EO","Female","125","115","26930","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","EO","Male","180","180","27780","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","G6/G7","Male","40","40","59340","55900"
"In post","2021","Digital, Data & Technology","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","SEO/HEO","Female","130","125","36280","33820"
"In post","2021","Digital, Data & Technology","Ministry of Defence","SEO/HEO","Male","320","320","37750","36460"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Unknown","Male","40","35","37100","36100"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","EO","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","EO","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","G6/G7","Female","25","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","50","50","39050","40160"
"In post","2021","Digital, Data & Technology","Ministry of Justice","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","EO","Female","45","40","25910","26410"
"In post","2021","Digital, Data & Technology","Ministry of Justice","EO","Male","75","75","25340","26410"
"In post","2021","Digital, Data & Technology","Ministry of Justice","G6/G7","Female","160","155","58370","58130"
"In post","2021","Digital, Data & Technology","Ministry of Justice","G6/G7","Male","280","280","62190","60770"
"In post","2021","Digital, Data & Technology","Ministry of Justice","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","SEO/HEO","Female","200","190","35970","35820"
"In post","2021","Digital, Data & Technology","Ministry of Justice","SEO/HEO","Male","255","255","37070","36320"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","AA/AO","Female","15","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","EO","Female","40","35","31010","29670"
"In post","2021","Digital, Data & Technology","National Crime Agency","EO","Male","45","45","31300","30560"
"In post","2021","Digital, Data & Technology","National Crime Agency","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","SEO/HEO","Female","50","45","41860","40170"
"In post","2021","Digital, Data & Technology","National Crime Agency","SEO/HEO","Male","70","70","44880","45480"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","EO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","EO","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","SEO/HEO","Male","30","30","37290","39460"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","EO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","EO","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","G6/G7","Male","35","35","54720","53000"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","SEO/HEO","Male","40","35","32930","34070"
"In post","2021","Digital, Data & Technology","Scottish Government","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","EO","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","EO","Male","55","55","29780","30080"
"In post","2021","Digital, Data & Technology","Scottish Government","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","SEO/HEO","Male","85","85","40810","38150"
"In post","2021","Digital, Data & Technology","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","EO","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","SEO/HEO","Male","40","40","42780","40270"
"In post","2021","Digital, Data & Technology","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","EO","Female","35","30","23650","23050"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","EO","Male","50","50","23790","23050"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","G6/G7","Female","70","65","52410","50090"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","G6/G7","Male","150","145","52920","51280"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SEO/HEO","Female","95","90","34150","36030"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SEO/HEO","Male","185","185","34730","36030"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","EO","Female","20","20","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","EO","Male","15","15","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","SEO/HEO","Female","35","30","33690","32490"
"In post","2021","Finance","Attorney General's Departments","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Finance","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","EO","Female","10","10","[c]","[c]"
"In post","2021","Finance","Cabinet Office","EO","Male","5","5","[c]","[c]"
"In post","2021","Finance","Cabinet Office","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Finance","Cabinet Office","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Finance","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Finance","Cabinet Office","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
