"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Work and Pensions","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Work and Pensions","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","SEO/HEO","Female","70","[c]","34970","32790"
"New entrant CS","2021","Finance","Department of Health and Social Care","SEO/HEO","Male","50","[c]","34400","32790"
"New entrant CS","2021","Finance","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Foreign, Commonwealth and Development Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Foreign, Commonwealth and Development Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","EO","Female","50","[c]","24100","26350"
"New entrant CS","2021","Finance","Ministry of Defence","EO","Male","35","[c]","23190","25000"
"New entrant CS","2021","Finance","Ministry of Defence","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","SEO/HEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other Cabinet Office Agencies","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other Cabinet Office Agencies","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other Cabinet Office Agencies","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Government","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Government","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","SEO/HEO","Female","30","[c]","33870","34550"
"New entrant CS","2021","Human Resources","Cabinet Office","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","AA/AO","Male","[c]","[c]","[c]","[c]"
