"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","15","[c]","28030","26270"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","180","[c]","30230","30850"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","15","[c]","30060","28950"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","15","[c]","27520","27650"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","10","[c]","24700","23050"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","National Crime Agency","Digital, Data and Technology","25","[c]","32470","28840"
"New entrant CS","2021","20-29","National Crime Agency","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","National Crime Agency","Human Resources","10","[c]","26080","20800"
"New entrant CS","2021","20-29","National Crime Agency","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","National Crime Agency","Operational Delivery","345","[c]","30430","28840"
"New entrant CS","2021","20-29","National Crime Agency","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Infrastructure Commission","HM Treasury","Policy","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Records of Scotland","Scottish Government","Unknown","10","[c]","25920","26160"
"New entrant CS","2021","20-29","National Savings and Investments","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Savings and Investments","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Savings and Investments","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Savings and Investments","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Budget Responsibility","HM Treasury","Economics","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","110","[c]","25520","23450"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","15","[c]","30280","27130"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of the Public Guardian","Ministry of Justice","Operational Delivery","10","[c]","25700","22570"
"New entrant CS","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Delivery","30","[c]","22900","21270"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","Human Resources","10","[c]","29670","25200"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","Knowledge and Information Management","15","[c]","27900","28390"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","Operational Delivery","480","[c]","26210","23530"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","Science and Engineering","205","[c]","26720","25960"
"New entrant CS","2021","20-29","Registers of Scotland","Scottish Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","15","[c]","21550","21050"
"New entrant CS","2021","20-29","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","Operational Delivery","40","[c]","21390","20850"
"New entrant CS","2021","20-29","Scottish Forestry","Scottish Government","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","Unknown","250","[c]","29280","30530"
"New entrant CS","2021","20-29","Scottish Prison Service","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Scottish Government","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Scottish Government","Operational Delivery","85","[c]","21390","20810"
"New entrant CS","2021","20-29","Scottish Prison Service","Scottish Government","Other","10","[c]","20860","18980"
"New entrant CS","2021","20-29","Scottish Prison Service","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Attorney General's Departments","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Security Scotland","Scottish Government","Unknown","105","[c]","23140","20060"
"New entrant CS","2021","20-29","Standards and Testing Agency","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Student Awards Agency for Scotland","Scottish Government","Unknown","10","[c]","20620","20060"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Project Delivery","10","[c]","26210","27000"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Science and Engineering","35","[c]","26810","27540"
"New entrant CS","2021","20-29","Teaching Regulation Agency","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Transport Scotland","Scottish Government","Unknown","15","[c]","27930","23340"
"New entrant CS","2021","20-29","UK Export Finance","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","UK Export Finance","Operational Delivery","15","[c]","33430","33000"
"New entrant CS","2021","20-29","UK Hydrographic Office","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Ministry of Defence","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Ministry of Defence","Operational Delivery","35","[c]","21610","20170"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","55","[c]","23340","23320"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","UK Supreme Court","Legal","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Digital, Data and Technology","50","[c]","28860","24920"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Economics","45","[c]","24720","19130"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Delivery","170","[c]","26720","24390"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Research","10","[c]","28660","31040"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Policy","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Project Delivery","10","[c]","33960","32540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Social Research","100","[c]","31240","30790"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Statistics","90","[c]","29690","29540"
"New entrant CS","2021","20-29","Valuation Office Agency","HM Revenue and Customs","Operational Delivery","55","[c]","21090","20880"
"New entrant CS","2021","20-29","Valuation Office Agency","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","HM Revenue and Customs","Property","80","[c]","27510","24500"
"New entrant CS","2021","20-29","Valuation Office Agency","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Department for Transport","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Wales Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Operational Delivery","30","[c]","21390","20500"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Policy","15","[c]","22600","20500"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","40","[c]","25550","24250"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","80","[c]","24610","23680"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","10","[c]","29870","27960"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","10","[c]","31860","35900"
"New entrant CS","2021","30-39","Attorney General's Office","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Attorney General's Office","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","10","[c]","37300","37300"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","310","[c]","47510","42990"
"New entrant CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","10","[c]","38350","36550"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","Legal","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","15","[c]","58600","56650"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","20","[c]","32240","31560"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","Digital, Data and Technology","10","[c]","46120","48950"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","Operational Delivery","20","[c]","29870","27770"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","15","[c]","21070","20760"
