"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","AA/AO","Heterosexual / straight","315","290","21860","20920"
"In post","2021","Cabinet Office","Unknown","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","AA/AO","Undeclared","35","30","22400","20920"
"In post","2021","Cabinet Office","Unknown","AA/AO","Unknown","170","165","21420","20920"
"In post","2021","Cabinet Office","Unknown","EO","Heterosexual / straight","560","540","27130","27500"
"In post","2021","Cabinet Office","Unknown","EO","LGBO","60","60","26990","27500"
"In post","2021","Cabinet Office","Unknown","EO","Undeclared","65","60","27540","27500"
"In post","2021","Cabinet Office","Unknown","EO","Unknown","185","185","27400","27500"
"In post","2021","Cabinet Office","Unknown","G6/G7","Heterosexual / straight","1620","1585","58760","56340"
"In post","2021","Cabinet Office","Unknown","G6/G7","LGBO","165","160","57940","56340"
"In post","2021","Cabinet Office","Unknown","G6/G7","Undeclared","190","185","58840","56640"
"In post","2021","Cabinet Office","Unknown","G6/G7","Unknown","1015","1000","61330","56340"
"In post","2021","Cabinet Office","Unknown","SCS level","Heterosexual / straight","405","395","96730","87730"
"In post","2021","Cabinet Office","Unknown","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","SCS level","Undeclared","40","40","93790","85400"
"In post","2021","Cabinet Office","Unknown","SCS level","Unknown","500","490","88700","73450"
"In post","2021","Cabinet Office","Unknown","SEO/HEO","Heterosexual / straight","1445","1415","36300","35590"
"In post","2021","Cabinet Office","Unknown","SEO/HEO","LGBO","155","155","36150","34550"
"In post","2021","Cabinet Office","Unknown","SEO/HEO","Undeclared","170","170","36600","35100"
"In post","2021","Cabinet Office","Unknown","SEO/HEO","Unknown","2200","2185","31430","29250"
"In post","2021","Chancellor's other departments","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","G6/G7","Heterosexual / straight","110","105","81880","73760"
"In post","2021","Chancellor's other departments","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","SEO/HEO","Heterosexual / straight","60","60","41240","40290"
"In post","2021","Chancellor's other departments","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
